FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
866751,162915,2652,352894,58033,4001,64,26699.865
1831633,296737,6789,806077,120847,11496,72,26723.805
1791597,340944,6008,814461,129252,10638,70,26724.885
1964161,283425,6069,797413,103614,9615,68,26731.078
1349293,263365,4874,548972,93479,7211,67,26732.203
1948478,356761,7150,1311614,222716,18139,94,26732.598
1986487,146617,4182,620417,43496,5416,54,26732.832
2382324,383603,6696,913770,133231,10577,61,26732.926
1274181,270222,5018,581719,102411,8428,70,26734.867
1058553,132709,5347,374269,45211,8680,60,26744.887
836711,135521,2075,280920,41714,3261,58,26745.861
2122085,506850,7669,889326,174428,12616,70,26757.732
1439752,305858,5934,644669,112094,9471,69,26762.602
1519355,241322,4002,519580,73714,5537,61,26763.215
1262775,279639,4627,691780,124427,7927,76,26765.742
1598757,266916,5969,782320,123886,10994,76,26772.105
989747,283001,6117,581102,129818,11253,78,26774.359
1147329,289968,4858,755243,153539,10327,83,26796.457
2500701,423149,9794,922413,142602,14581,65,26800.078
1499671,239591,4983,637776,87274,7575,68,26801.387
853964,203333,4691,382364,71869,7031,66,26804.980
2144930,449235,9805,825507,143382,14177,65,26806.404
1419045,398356,8568,697259,156315,13538,71,26807.443
1110563,167335,2260,367064,50104,2860,59,26816.111
1905528,248881,4803,698211,86027,7455,65,26817.990
1124346,111852,2143,337827,32649,3059,55,26823.936
2127195,261762,5992,750467,85339,8869,62,26824.715
1786058,201435,4491,632176,68123,7101,57,26824.756
1102459,236081,3717,469267,82548,5625,67,26841.035
2020424,288954,4895,782764,102328,7290,65,26841.973
1394261,211028,3828,520732,71528,6058,63,26853.543
1644370,351956,7246,892573,156964,13343,76,26868.721
1334460,247327,4265,520037,82821,6322,64,26872.066
1448776,300516,6107,647764,111125,10316,68,26882.152
1162893,299865,6184,649311,131819,10624,76,26887.469
1194771,181555,3763,435050,59400,5871,61,26887.840
1207102,84322,1080,364687,24604,1520,56,26891.375
1778233,247058,4764,590408,78330,7008,61,26894.465
2754402,357468,6243,1056109,132561,9198,67,26898.916
1232000,173580,2361,397841,51396,3139,57,26899.539
1870858,233104,3850,592210,69170,5407,59,26901.953
1827862,217840,4585,587188,65448,6150,60,26909.104
1964331,212401,5468,614396,63083,7871,59,26912.004
1943005,348664,7121,851990,142338,11323,70,26913.941
1826673,321871,6181,605912,97424,8231,61,26915.629
2137674,300800,7261,745482,98815,11546,63,26919.391
1961695,310346,5462,658266,93781,7373,58,26919.594
1263958,211151,3091,436091,68889,4720,61,26921.738
2091127,269776,6379,719294,87150,9257,63,26925.939
1353267,264957,4952,612262,106008,8552,72,26928.473
1477066,213546,2757,456839,61582,3665,52,26928.492
1068602,201737,3193,363937,59782,4490,55,26928.766
1855567,323780,7481,734069,115593,11422,67,26929.961
905119,240462,4899,502510,104829,9309,75,26931.025
1160603,207527,7970,441750,70388,12082,65,26934.082
1293442,98558,1948,398914,29026,2370,57,26938.375
961410,238585,3522,456868,94306,5660,69,26948.246
1723717,223405,3255,615473,73809,4998,63,26954.164
1270615,137727,1780,387886,40326,2156,57,26967.014
1170104,238903,4283,487979,83951,7007,66,26973.035
1743807,292067,6179,710732,107839,9882,68,26999.133
2151827,437134,8302,829377,148137,12120,66,27014.729
1939002,196953,4369,585774,56781,6015,54,27014.920
1647548,211588,4280,541557,63040,6232,57,27015.367
877935,86778,1466,262728,25287,1989,54,27019.158
1786578,249472,4213,574731,75646,5849,60,27020.098
1207525,143509,1538,372350,42025,2234,57,27022.016
2563318,451983,7762,946198,149641,11343,65,27023.807
1728691,230539,8346,563102,70135,11803,60,27026.852
1229294,130488,2036,375106,37872,3123,56,27027.547
1270776,201459,3383,419902,60184,4777,60,27030.355
2411432,462561,8593,1038692,174780,14363,72,27032.758
1764472,199733,3445,555783,59934,4643,59,27033.988
1530090,241677,5230,508484,74406,7816,60,27071.137
1799219,252060,6560,578172,77504,9082,60,27074.082
1319103,177293,3232,435938,53152,4476,60,27078.906
1711863,246441,4781,694533,85976,7407,66,27082.971
2130933,487300,9220,992273,183610,15312,71,27087.049
1904317,238154,4867,662127,77402,6860,63,27096.840
1311632,210837,5166,450457,63340,7039,60,27098.279
1283542,166985,2213,408113,49635,3126,59,27101.500
2195151,233903,6235,705440,71907,9133,58,27101.656
1332549,159365,2121,406120,46179,3014,57,27104.973
1475658,193085,2678,465296,57341,3778,59,27110.342
2619735,436238,9153,1265637,194145,17267,74,27112.957
1764597,276560,5636,648580,93115,8460,63,27113.801
1622769,382042,6309,849165,168871,11518,78,27118.732
2329672,386985,9034,897633,134322,13519,67,27120.154
1512481,307783,7792,909450,150189,15002,78,27124.100
971295,161626,1764,322135,49268,2348,58,27125.484
1318104,165488,3135,407124,48364,4183,57,27126.174
1412746,271582,4688,593532,96206,7724,68,27127.059
1408287,265199,3252,521918,89976,4684,62,27127.715
1346403,151764,2130,429008,44529,3039,58,27129.047
1954347,254671,4437,807941,96226,7517,67,27133.381
936276,162734,1951,367731,55581,3037,63,27135.938
1549481,212105,4820,509623,63487,7290,60,27139.020
1510369,170728,2558,483467,50538,3951,58,27139.979
1963397,337700,7214,841464,131081,11619,70,27141.814
1445648,182134,3085,462662,53463,4460,55,27142.119
2188227,330961,7023,786696,106964,10532,62,27142.637
1407057,293809,4396,521190,91213,6447,64,27147.510
1307964,180249,2327,410455,53053,3633,59,27149.449
1155519,243568,2620,424531,76705,3438,63,27152.262
2082368,335476,6723,765101,111461,9861,65,27152.953
1901891,265082,5721,612622,80395,7873,60,27153.922
1450790,184990,3300,533488,62236,4958,63,27166.533
1899996,271969,6194,656709,88733,9204,62,27168.684
1375224,206083,2930,423024,60083,3834,55,27169.000
2011658,247354,6154,728588,83727,8682,64,27173.434
1618820,318969,4431,701284,117407,7824,68,27176.961
1140192,128411,1411,351138,37514,1804,57,27185.928
1700741,230191,3233,527820,68213,4410,58,27195.813
1522914,268131,5541,651154,104731,9465,71,27209.352
1272765,409784,4901,591911,183390,9235,75,27209.941
3089214,583214,14408,1384638,245502,24861,76,27210.252
1367232,210194,3773,446678,62628,5090,60,27211.699
1001719,195496,6993,373047,63578,9866,63,27212.926
1642113,268842,5230,819374,112622,9475,73,27214.531
1356974,174279,2039,419241,51621,2886,58,27215.805
3358804,547753,11313,1367856,203626,18448,70,27220.490
2043817,221710,3756,686604,70784,4598,62,27224.461
2692068,247594,6793,875364,76059,9825,58,27224.664
1249751,140025,2853,418895,44375,4495,60,27225.793
1676163,135513,3025,525119,40534,4509,58,27227.008
1152575,148100,1614,347701,42818,2501,56,27228.779
1480212,207686,2460,480054,61965,3533,59,27231.150
1459384,337519,6255,755618,144743,12188,72,27231.730
1991368,207698,5014,638278,61894,6914,60,27232.680
1666867,268103,5436,556147,81827,7409,58,27232.893
1365089,235788,4130,512140,79038,6454,64,27233.877
1783380,257788,5209,750499,96699,7434,67,27242.088
1809282,257744,5220,642231,85097,7782,63,27245.369
3678089,656390,14006,1687166,261641,24826,76,27249.305
1168578,236187,3585,473670,82563,5638,66,27251.418
2114602,358303,5087,771725,117408,7686,59,27251.461
1083891,282354,4828,614777,130144,8885,74,27252.664
1247085,234024,4936,545528,90870,8100,66,27257.471
1266937,325614,5033,744845,150578,10365,77,27266.258
2147759,325761,7098,1004500,163930,15627,78,27266.680
1128123,123872,1652,340561,35743,2292,54,27267.219
1458314,144030,4406,457343,42016,5794,58,27268.871
1525946,234947,4114,524052,71591,5318,61,27275.367
1997764,316882,4503,794836,117060,7424,66,27278.512
2014700,264582,5847,742025,90481,8660,65,27287.230
1222207,211594,4420,424209,64104,5812,60,27289.943
1071627,175746,3587,363827,53843,5918,60,27293.516
3349145,632707,13604,2089296,320296,31303,86,27297.381
1286998,227470,4775,553144,83820,8137,64,27297.967
1454854,211278,3124,530947,69946,4596,63,27304.625
2021498,359120,7985,1078996,197520,17047,82,27318.369
1415040,206622,3208,454485,61616,3908,59,27324.898
1550247,146714,4095,487195,43838,5352,58,27328.258
1050533,131191,1140,314931,37971,1795,55,27329.078
2101874,227946,6271,666631,67597,9446,59,27336.484
1039057,123233,1055,313563,35451,1384,55,27338.590
1795289,229784,5118,734234,85643,8197,67,27342.129
1300440,215461,3423,439101,64326,4892,57,27342.498
2538091,266586,8201,926157,93264,12465,66,27347.004
1639366,198417,3485,527417,59133,4501,60,27351.949
1311108,181277,3016,421876,53967,4047,59,27359.658
1729994,283770,5179,571442,86108,7373,60,27360.484
1694895,242649,6054,658329,85137,8991,66,27365.168
1412490,239524,4120,548106,82951,6947,65,27368.994
2914504,779122,12039,1104592,255796,17678,67,27374.313
1984662,283456,6505,754174,99668,9819,65,27387.395
1129622,253983,5770,538820,98022,9175,70,27390.646
2085869,403772,8365,810032,135814,12302,66,27404.039
1106486,260830,4960,571408,98259,8226,71,27406.717
932288,226315,4512,427465,91309,6500,68,27413.342
1929663,376692,5583,728118,129736,8535,67,27414.898
1175848,231845,4183,503288,85627,6226,67,27416.051
1673701,391072,6410,893166,156786,12107,74,27421.867
1517558,294601,5079,660360,116188,8139,71,27427.008
1190996,136445,1568,362751,39696,2049,57,27428.693
1061920,229377,4108,464098,83609,6411,65,27429.039
1488748,237206,5030,595173,84873,7658,67,27430.953
2502957,320844,6305,852601,102617,8889,62,27433.316
1461188,313706,5772,679329,123341,10279,71,27439.844
1674856,341531,5610,647914,113619,8066,66,27447.967
1717373,221690,5549,563947,68328,8070,60,27452.648
1447624,293268,5587,737996,140166,10580,74,27453.076
2147920,254663,5287,867355,106257,8978,70,27454.313
1887399,244547,6229,736193,83692,10694,64,27454.742
1707051,237160,5527,561661,71442,8307,60,27455.682
1188623,101822,2390,355069,29252,3393,55,27457.328
1974791,272270,4054,656124,85890,6172,61,27459.182
1288156,150210,2441,403675,44051,3276,57,27463.008
2253531,422319,8771,898760,135645,12494,67,27464.332
1697200,215904,4926,647132,75710,7291,65,27468.291
1490239,245052,3426,491511,74436,5106,60,27470.793
1589153,267554,4841,556097,84498,7489,62,27472.105
1064825,103685,1299,324427,30239,2188,54,27472.727
2271655,245140,5706,831537,85637,9009,66,27473.668
1599553,238678,6174,511829,71719,8682,59,27475.852
1476262,222881,3848,573974,77129,5865,65,27478.043
1487625,236909,3953,594232,83436,5818,65,27479.438
1092585,138615,2202,336564,40721,3012,56,27484.098
1794424,283233,5261,816813,116650,9183,70,27486.676
1991750,276270,6300,735967,92153,9220,65,27489.072
1042874,247028,4025,471998,88595,5955,67,27491.172
1532406,223456,2504,504274,68899,3623,59,27498.129
1184970,181791,3034,394835,54851,4548,59,27504.762
1158323,145353,2083,362054,42671,3170,57,27528.807
2856799,422550,10217,1289814,179311,17899,77,27533.254
1171861,225090,4388,487798,77807,7430,66,27537.189
1109437,180442,2080,370966,57820,3244,60,27542.480
2279419,296817,6291,831628,101374,9954,64,27546.697
1683851,301023,6539,709178,115557,10457,68,27551.469
1260706,142767,2590,395065,41565,3879,58,27559.854
1217420,140818,2058,377817,41540,2971,57,27572.688
1105395,140603,1647,341646,41137,2080,56,27576.734
2107400,237630,4814,723794,75485,7419,63,27577.500
1187418,107685,2781,364712,31504,3869,57,27578.645
2373977,371454,9381,1150978,149989,16308,73,27581.969
3195771,537452,10419,1424229,223221,18024,75,27589.211
1378233,254136,3993,563148,91096,6855,67,27590.799
1275510,231288,3752,552098,83632,5616,64,27590.996
1496524,180085,3566,516294,60131,5295,61,27593.527
1524779,267913,5424,576894,94733,8661,67,27601.443
1571559,303822,4871,647098,107546,8068,68,27612.432
1465478,150495,3203,459658,44487,4480,58,27622.672
1729655,372498,9097,623147,115747,12737,63,27628.244
2017524,336371,7275,948179,157447,13985,77,27633.324
1175606,149212,1832,362317,43805,2456,57,27638.875
1925667,217407,5271,768221,78247,8733,67,27639.725
1497845,345332,5874,650206,130007,10517,72,27645.551
1720517,221463,4005,604126,73553,5956,63,27669.965
1502797,289490,5152,635405,104080,8126,66,27670.723
1340025,170069,3177,447409,52995,4701,58,27671.230
1432090,246413,4324,580405,86658,6776,63,27671.623
1463386,169422,3059,458773,49882,4545,59,27674.053
1126709,204525,3553,475699,74244,5788,66,27674.742
1318660,252665,4036,545435,88870,6071,66,27679.041
2800182,572817,12122,1002039,187883,17867,65,27683.006
1096590,194648,2997,402624,63599,4567,60,27683.512
931446,98632,1145,278503,28612,1672,54,27691.223
1265466,160783,4458,395620,47408,6112,57,27691.736
1784591,135107,3915,542444,39529,5258,58,27694.611
2004606,261147,4130,649461,80839,5831,60,27695.705
1466558,186951,2902,464875,55262,4457,59,27699.920
2587544,694220,15109,1262365,270635,25931,74,27700.676
1306718,272969,6007,651254,120341,11109,75,27701.992
2260323,215385,5011,729955,67321,6771,61,27705.340
2790569,553749,11606,1299127,223764,20375,73,27714.801
1155840,217400,5532,546579,80643,8858,69,27729.490
1256442,236865,4856,530398,86818,7337,68,27737.539
1517658,128154,4952,479064,37922,7352,59,27747.303
1479400,293866,6391,703521,116274,10351,71,27751.000
1216108,151387,2431,377740,44597,3501,57,27754.705
1820347,275993,4708,690784,96981,6872,66,27756.631
804697,143893,2228,274499,45127,3252,59,27761.477
1575353,233142,3873,584097,77368,5753,64,27764.477
1282751,153919,3013,399092,45234,4271,52,27764.521
1957660,228486,4971,672289,74239,7119,61,27765.445
1251938,145175,2590,393532,42508,3416,58,27768.355
1745810,206932,7858,604714,63411,11133,61,27772.803
1195361,212451,3401,510720,76305,5767,66,27774.920
1683967,161796,3637,540494,47549,4939,60,27775.918
1397026,233110,3704,480403,71685,5856,61,27777.574
1282011,141881,3717,404909,41793,4611,58,27779.941
1171905,132652,1821,362669,39259,2657,57,27785.516
2344242,459448,7408,926302,157696,11891,67,27788.963
1203954,169863,2180,381477,50651,3427,55,27789.496
1925571,271199,5462,632630,84761,7906,60,27793.387
1134394,117959,1508,348950,34598,1802,56,27795.645
1278437,150587,1951,391458,43875,3198,55,27796.133
1627787,327206,5431,567062,105595,7812,62,27797.133
1900616,285816,6049,631627,85828,8776,61,27800.320
1017437,89079,2152,318309,26559,2885,57,27804.949
1692031,217023,4599,545398,65272,6391,59,27805.746
2269210,358668,6359,849119,119716,8491,60,27806.188
1344838,183200,3586,432160,53388,5066,55,27806.551
1542488,428365,6818,822805,166378,12174,75,27807.479
1186017,148268,1539,349774,41911,2902,51,27807.764
1524587,201341,3615,498929,62695,5060,59,27808.963
1628069,215621,3614,571786,69603,5033,63,27810.855
1172384,131532,2434,357845,38486,3293,57,27813.797
1826095,266567,4536,585558,79986,6276,57,27813.943
1301176,374892,6449,597197,138912,10387,69,27814.664
1219809,252077,7240,702912,131498,13399,78,27815.969
1657709,273113,6423,754993,110034,11029,69,27819.148
1631239,252099,3376,520084,76091,4839,59,27825.828
2221124,319040,6994,856770,120653,11943,71,27833.850
1278970,202098,2983,501365,71444,4572,65,27837.230
1443444,202613,2734,453367,60210,3779,58,27846.820
1496710,302265,5595,675197,112455,8800,69,27850.820
1866839,468230,7576,773116,164470,12009,70,27857.889
1806939,315210,7351,831827,127997,11585,71,27875.002
2010979,332464,9709,716133,106110,14589,63,27880.604
2061209,243629,4022,650791,73325,5535,60,27886.410
2407818,418047,9957,1080100,168726,16619,72,27894.191
1376334,282340,6449,553046,97165,9308,66,27895.453
1155218,117701,1788,343434,33491,2609,50,27895.582
5066089,895210,20170,2097128,335610,32251,73,27898.260
1328689,182351,2399,405837,52012,3136,51,27898.586
1074201,212692,5232,472645,76173,8265,59,27898.709
886559,199319,3212,377976,71132,5002,67,27903.367
2289988,331027,6000,825647,109508,8027,63,27903.863
1480611,231571,4594,489269,69392,6117,60,27907.365
2027561,301921,6513,783639,104230,9475,65,27910.316
1560638,188292,4199,477511,54869,5384,57,27912.379
1980339,322178,6887,797922,120765,11254,68,27920.043
1974836,282865,6279,767194,99717,9670,66,27922.092
1525983,221660,5093,615880,80723,7788,67,27931.678
1258524,169911,4196,385095,49853,5550,57,27935.656
1214149,123736,1546,360378,35161,2119,50,27935.674
1351172,165280,2033,414901,48106,2875,57,27936.773
1033962,126584,1882,316504,36813,2609,55,27956.516
1199213,245755,5489,562463,90212,8593,68,27965.646
1298366,148343,1906,402336,43579,2859,57,27972.236
2552090,512733,10384,1790963,339597,27754,97,27975.490
1615316,272865,6023,825257,121405,11848,76,27982.617
2784409,308537,8133,959274,101124,11760,64,27984.006
1110454,126298,1270,330646,36370,1732,55,27989.762
1294347,201742,2853,424072,59762,4351,58,27990.270
1351995,314065,5329,685888,135434,9645,74,27991.203
1213838,214576,4790,517875,78453,7645,66,27993.844
1970459,342492,6087,727755,109154,8659,64,27995.465
1368067,184077,1821,436062,54793,2581,58,27996.717
2011618,288806,4783,648100,88148,6807,59,28008.299
1336318,161415,2440,412897,47129,3242,57,28009.301
2081111,311451,7129,1026453,144811,14225,74,28014.162
1131509,151246,4618,430207,50408,7365,57,28014.398
1498954,203476,5208,587895,69959,8638,57,28014.463
1512695,351820,4175,708736,129073,7043,70,28016.760
1936690,333351,9048,914426,144716,16663,71,28016.984
1289612,204047,2891,417186,60014,4297,58,28017.889
1449415,239099,8690,584296,78495,13255,63,28018.084
1172678,157665,5686,379760,47124,7910,59,28019.904
1300503,166863,2520,456849,53939,4054,62,28026.852
1907527,295503,6468,796800,110027,10321,68,28029.219
1864277,273197,6000,643811,87210,8295,56,28029.281
2196961,251078,6495,705778,77395,9042,61,28030.588
1031396,193909,3584,410476,67995,5270,64,28038.723
1499435,239403,5524,585141,80233,8355,65,28046.016
1437450,214963,3208,461044,63402,4457,58,28059.055
1639967,228886,4912,587382,75068,7159,62,28063.164
1304199,160333,2759,404873,46669,3991,57,28085.570
2953170,498965,10728,1102839,169960,16484,67,28091.957
2835262,371756,9474,1290470,164240,17436,71,28092.420
2326632,315978,8295,899989,108547,12161,66,28099.588
1709589,250015,4325,605646,80543,5675,62,28100.563
1508558,249253,4178,619303,90611,6087,63,28100.930
1393939,131844,5550,423379,37902,7433,56,28108.340
975469,179139,3395,401812,63458,4990,65,28111.078
1949769,338407,6889,879509,127914,11001,71,28111.480
1043192,216840,3706,436254,79247,5625,66,28112.270
2511595,319403,8346,1097468,123386,12433,70,28112.361
1226647,185641,2520,412305,58699,3559,59,28113.770
1568127,284510,6503,680892,108291,10526,71,28114.570
1222236,110324,3556,376329,31718,5054,56,28115.414
1347558,188439,1296,412091,54690,1850,55,28115.908
1156028,144355,2372,355884,41461,2801,55,28116.344
1710000,269319,7747,714458,99751,12581,70,28117.305
868582,168675,2937,336215,61091,4613,54,28117.322
1248176,238596,4950,550607,84005,7905,60,28117.404
987004,202828,6091,428322,70386,11083,68,28118.535
1670239,306658,5534,699222,108782,7180,65,28118.754
1067783,100999,1313,319918,28696,1824,52,28119.012
1070560,273260,5026,660509,137166,10944,75,28119.262
1104764,119658,2107,340116,34666,2775,54,28119.689
1220338,309835,5389,661882,136146,10761,76,28120.324
1125850,131302,1868,344170,38193,2618,56,28120.801
1900604,271002,5295,653633,85628,7797,60,28121.113
1699986,297007,5531,648260,99272,8026,64,28121.668
1151618,152767,2293,358405,44952,3148,57,28122.965
1364286,214005,2393,423582,62078,3529,58,28123.760
1834147,159840,4603,616489,50493,6434,62,28126.760
1704466,227102,4650,557230,69281,7347,60,28128.486
941203,155608,1002,304438,45872,1866,57,28133.516
1694076,303854,5348,690588,107896,7963,67,28137.027
1458282,216333,2505,451988,63003,2872,58,28144.508
1308869,149774,1995,408765,43765,2381,57,28146.461
2099326,525087,8477,1016941,224553,14806,75,28148.506
1301618,166609,2329,415131,49330,3214,58,28151.104
1939606,181099,4752,642758,55064,6731,61,28160.203
1677666,322761,6497,646846,110452,10297,65,28161.643
854867,176716,3940,361486,61379,6463,64,28165.363
1419151,133109,3334,436502,39061,4960,57,28170.727
1184828,169011,2908,372181,49610,3944,58,28178.436
1411873,177607,2887,448022,52446,3788,58,28181.129
2359904,352932,8247,1240076,167405,16566,76,28182.016
1970207,370353,4470,807008,141717,7671,68,28182.736
1730668,315877,6850,777871,122979,12098,70,28187.424
1407920,142490,3777,438951,41963,5275,57,28195.732
1309646,203647,5725,657069,85590,10066,73,28198.154
1172396,127128,1585,362263,36987,2563,57,28201.969
1239572,228263,4383,472973,77626,6704,65,28211.914
1175128,247561,4788,489331,87196,7264,65,28212.520
1262691,148542,2469,390169,43623,3812,57,28217.373
1516903,239023,3650,559111,77700,5222,60,28217.406
1369120,241944,6048,579870,88730,9095,66,28218.311
949298,86543,1006,274494,24528,1162,52,28218.793
1693896,351710,7246,745425,132213,11479,69,28221.891
1515133,234169,3054,501095,69856,4045,58,28222.295
1464574,199414,4150,520204,65992,6340,61,28223.023
1814171,176668,3951,624762,57279,6033,57,28223.084
2451068,557206,13275,1034348,208393,20624,65,28223.348
1066262,93574,2295,331207,28624,3668,57,28224.934
1060750,214283,3893,453848,74207,5991,66,28226.984
1154359,133077,4474,369324,39460,6586,58,28228.533
1657545,231803,4206,700851,87626,6564,68,28230.426
1101117,137410,2798,341898,39922,4103,56,28232.137
1228408,152579,2475,379777,44567,3118,57,28234.053
3513884,613637,13510,1499637,248539,23704,73,28234.086
1844737,326012,4323,691691,117488,7087,66,28237.619
1532336,256339,4145,601697,89210,6346,60,28237.711
2010281,296014,4729,679824,92576,7283,61,28238.611
1614963,247079,4599,592910,81345,7077,57,28238.670
1354309,349832,6530,679230,137853,10355,71,28239.824
1666812,302840,6850,711807,115559,10396,68,28241.971
2568233,523534,10448,1164637,212199,18153,76,28244.502
1298119,119602,2245,388447,34199,3358,56,28245.777
2676974,459719,10096,1330316,206584,18633,74,28245.961
1696958,277731,5628,659046,96516,9007,65,28247.404
1491434,244944,4402,690864,95406,8078,65,28247.510
1175709,207520,3669,433714,67025,5435,58,28247.887
832601,93296,1694,245305,26824,2309,53,28249.004
2236516,609839,8228,1046118,248532,14639,71,28249.279
1187917,153735,2406,365679,43368,3078,51,28249.514
2719437,373055,6881,888925,114584,9454,58,28249.678
2654110,329219,10127,1155724,131427,17100,70,28254.281
1114560,159725,4821,369386,48054,6777,59,28258.902
1853855,216305,4311,625263,68050,6241,61,28261.000
2289276,447660,9937,1075798,185570,18025,73,28264.326
2182570,281628,7690,744788,88526,11325,60,28264.746
1041645,142405,2467,328672,41558,3336,55,28265.254
1146076,225628,5003,433219,74236,7224,64,28266.977
1415601,167560,2218,444521,49022,2987,59,28274.449
1669092,203128,3789,525112,60690,5031,58,28278.037
1657627,225724,3888,538394,68763,5537,59,28284.547
1015600,237449,4868,475836,87960,7956,68,28287.736
1042104,130213,1442,314314,37513,2153,55,28288.760
1202551,142963,1843,365725,41262,2384,53,28288.824
1571037,283555,7067,920963,168721,15372,86,28290.582
2239658,460138,8996,1000079,170919,16061,69,28290.777
1370322,210962,4379,505836,70253,6697,63,28296.531
1166767,218522,3301,454984,75293,5179,64,28302.207
1235284,154243,2704,382640,44840,3168,57,28304.480
1152039,292662,5899,624019,126344,11806,74,28305.031
1414651,160391,2870,438973,46827,4473,58,28306.650
1948339,339677,7016,690177,111146,9440,64,28309.410
1988286,257588,5105,711602,84498,7692,64,28314.285
1638128,256097,4866,632254,87317,6998,65,28317.984
