FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
1576749,228051,4446,506285,68797,6208,59,16844.910
1271753,191365,3555,424990,58069,5785,60,16847.840
1085393,258253,4594,508670,95334,8633,65,16847.865
1423351,138222,2867,445840,40809,4405,58,16848.814
2346771,523090,10338,1277259,335467,25764,84,16848.953
1604399,217912,4862,524857,65375,6902,59,16849.691
2846902,665988,14581,1282756,255993,25324,74,16851.512
2097581,341437,6557,677880,103721,8795,61,16854.535
1267063,200483,3857,428005,60530,5276,61,16857.221
987019,88397,25849,315794,26890,35662,55,16857.412
1260345,104812,2747,392261,30781,3494,57,16863.334
1369692,99614,4237,423320,28925,5477,58,16866.078
1015514,240637,4561,473768,88693,7227,68,16874.576
801434,111141,2774,253132,32668,3668,55,16875.611
1041676,162139,2422,335566,48564,3437,55,16875.680
1285910,153533,2093,399498,45704,2948,58,16900.611
3263650,1097383,16839,2206617,513330,44783,95,16906.445
1492877,177156,4299,485660,53201,5789,60,16918.699
1126792,302986,6498,564102,126041,11768,74,16923.561
823774,106156,1807,259530,31639,2599,55,16925.262
1539376,396321,8995,1005178,191008,18550,81,16925.332
1851670,402617,8178,718729,132180,11904,66,16929.922
1147079,163873,3674,382002,49200,5057,60,16933.268
1040108,145291,3936,346148,43558,5106,59,16937.262
1302183,166211,4549,441732,49703,5952,61,16944.957
1156962,184377,3647,379511,56036,5055,59,16947.867
1287510,334398,6993,703087,145359,13490,78,16950.322
996106,141898,2484,316897,42260,3357,56,16951.027
1248507,158683,2738,404953,47677,3577,59,16960.686
1123024,346590,5905,673112,145235,11166,77,16996.141
2207835,489398,10771,1220069,199717,22726,96,18041.012
2830553,579916,13217,1941798,523571,31669,1704,18042.682
1517279,321730,5153,508997,104091,7999,65,18045.652
2619925,383921,9826,1085454,141559,15552,73,18046.217
1323504,145506,4086,438530,48259,5739,58,18046.570
1681651,251482,6984,625967,88466,10135,66,18047.412
2402266,681622,11089,954397,230597,16335,64,18047.469
1140670,196787,4006,385836,59959,5214,60,18073.496
1538990,226583,3415,484424,67301,5325,59,18087.932
954455,115780,2748,299025,33989,3844,57,18089.877
1168807,227276,5358,568986,88293,9454,72,18097.143
2030284,426494,10214,883865,154904,16761,68,18097.574
1043407,139021,3891,343412,41362,5346,59,18101.393
950774,138819,2456,291308,40822,3880,55,18102.580
1004431,114561,2333,317188,34192,3280,57,18107.344
1442604,326060,7346,613781,115855,10974,68,18112.115
788547,98136,1917,241412,28998,2636,55,18114.369
1983403,288899,6249,731053,95378,9485,65,18119.289
2289105,347504,10814,887982,121928,16775,68,18121.762
1095653,126053,2088,336954,37011,3145,56,18123.488
2531117,583738,12214,1386531,254325,26623,80,18139.207
1751191,314319,7653,823947,121715,12671,70,18140.340
2454988,582627,11216,1105584,224975,19106,73,18145.379
1057911,207068,3033,352787,62836,4615,59,18151.520
1340075,200963,3346,460872,64708,4888,61,18168.230
805614,134691,2019,258727,39943,2942,57,18174.354
1281504,284686,6847,596241,114414,12151,72,18176.426
1523412,174070,5801,516308,52540,8137,61,18178.867
660163,100517,1637,204971,29985,1950,54,18182.969
1367420,158756,4139,441458,47529,6019,59,18184.164
1506443,253340,4326,492941,77455,5757,60,18187.617
2234151,464649,11026,957897,168999,17521,68,18187.895
1261368,236053,66133,514211,80476,99828,66,18189.611
2318966,355856,11301,952397,127243,17956,69,18191.234
1793557,477986,8967,681638,157604,13416,65,18195.283
962680,305754,6154,625935,145454,13133,80,18196.191
1175735,127845,3559,373949,37175,5157,54,18196.451
1215156,206052,3682,418323,63234,4859,60,18197.348
687402,87947,1701,210948,26237,2381,54,18199.471
697616,59901,2053,215395,17763,3242,54,18200.355
1332507,353894,5042,607270,125463,8628,70,18208.117
807817,119670,1961,258514,35736,2727,57,18221.256
1347616,311605,6159,738816,148806,11872,78,18227.281
1121394,354719,6396,546351,126679,10106,69,18232.760
1063764,209090,4538,447546,76246,7710,68,18247.646
1330365,299808,6062,678250,124961,11145,74,18255.762
884146,131214,2555,290581,39696,3430,58,18274.441
2019420,334580,10397,1035291,171243,20444,78,18279.006
1284916,238583,4690,449199,74492,6964,61,18294.014
1092716,127700,3945,369735,38866,5754,60,19446.197
1531945,73752,283,2095303,46650,-2744,358,20212.178
3032997,383548,171,354018,87625,-47,13,20212.752
1844446,391125,74,232488,89653,118,13,20212.758
2430761,252936,171,385367,77850,-63,18,20212.887
3058306,263409,171,417244,69114,-111,15,20212.918
3168528,268325,-26,382401,61949,-2,13,20212.928
1966648,109640,53,460779,50934,194,29,20213.033
3044506,542885,13516,1269228,197340,21074,71,20258.268
888825,129596,3557,328106,41103,5071,62,20273.092
797310,123812,2510,281368,38054,3676,58,20273.338
985512,82677,3113,321683,25483,5168,59,20274.424
1399082,261470,6298,515288,83481,8894,63,20275.389
855836,90171,3221,289777,27757,3815,56,20275.605
677117,97718,2025,211387,28806,2940,49,20275.678
662739,147242,3886,355682,55781,7126,69,20275.918
628152,80756,1826,224265,26614,2793,58,20276.352
1244389,166829,2885,390339,49294,4104,58,20382.664
2769731,1548651,295,1065437,897247,789,40,22760.680
1003803,174654,3493,350345,56100,4926,62,23369.324
1235895,92371,32397,391184,28729,43967,58,23369.777
1280794,342818,4095,554909,128666,6947,65,23369.879
1552208,251047,5105,522915,78120,5449,55,23369.898
762861,109858,3164,243616,32933,5387,47,23370.021
927566,116587,2265,300004,36119,3337,59,23370.961
2346460,541073,11921,1307281,258888,25359,82,23371.287
925831,116168,3246,304190,36084,5676,58,23372.012
753800,117063,2142,232855,35369,3135,56,23373.211
1169474,159265,3093,396452,50193,3851,61,23373.777
1378122,209666,3913,459055,62857,5540,61,23376.129
1219067,220352,3464,426636,67163,4622,60,23378.414
1888109,252225,5324,686851,81573,7684,64,23379.416
2279496,444045,11699,1401852,277142,30350,89,23380.035
1355824,187072,4272,445788,55296,5953,58,23380.781
2095144,337230,8454,929994,130845,15136,71,23382.873
775677,87196,1854,240609,25581,2624,55,23385.094
849667,123906,1940,266074,36214,2686,56,23388.738
1471868,259916,4283,475149,78619,5975,59,23452.758
1100727,165315,2812,360609,49635,4204,59,23463.816
1635468,233893,5193,565933,71578,7271,62,23466.363
1348123,209209,2832,426379,62649,3752,58,23468.402
2469414,366990,11660,923698,114755,16192,66,23469.783
1229728,137036,2998,380442,40140,4585,57,23474.287
1424464,261722,4777,520410,82080,6871,63,23477.555
1028746,162589,3400,340935,48961,5004,59,23481.729
2787125,785559,18085,1996883,455812,48936,92,23485.359
1391642,145366,3305,444801,42653,4928,59,23491.930
1121591,392854,6848,724372,183390,15113,81,23499.736
973695,82320,2596,295061,23786,3469,55,23502.645
2485375,618738,13512,1613349,359956,33177,87,23505.457
1196140,146507,3055,375579,43377,4267,57,23506.633
775378,121882,2904,247493,36416,4036,56,23521.260
2739432,628237,15422,1602053,352207,36282,85,23524.867
1114863,165124,3326,375925,49771,4651,59,23558.465
4571299,740754,120,5954953,843503,-111,140,25714.355
838653,47627,162,606886,9007,78,79,27551.623
3372061,548433,18151,5426200,159042,40123,30154,27576.111
976758,134686,5820,512727,31652,12225,71,27576.387
1873541,305217,10771,849451,86923,19416,73,27576.629
1307472,345758,7017,815265,136001,14015,80,27576.990
2096352,193967,6885,715337,40426,10009,57,27577.055
2514317,363137,11300,896236,90848,15641,62,27577.320
2886392,672816,16241,1465110,253254,29277,75,27577.453
1138114,98848,3446,398095,16464,5567,49,27577.498
2204450,537112,10560,904993,153798,17430,64,27577.727
1257304,144218,4760,412572,29895,6480,55,27577.957
1034925,162485,5495,465381,39756,9317,64,27578.006
933240,163432,4309,349680,38142,6841,54,27578.074
1359259,209347,5275,999783,65937,15525,117,27578.232
3652092,767515,15318,1700621,288556,26964,71,27578.352
1759877,488652,11033,991905,216107,24997,68,27578.426
1460593,166832,5547,519976,41168,7460,57,27578.695
1031065,67502,2700,356619,15656,4733,58,27578.980
808873,146968,3120,414298,53758,4333,68,27579.027
1640889,436182,9862,858250,188266,18618,74,27579.082
894168,141952,3359,479123,52743,7563,65,27579.168
1607938,386187,7471,796534,148625,13600,71,27579.375
1095233,190017,3349,389250,57404,4433,55,27579.473
785538,69126,2139,252826,23263,3106,54,27579.820
2139215,523567,14023,1075644,226069,25215,77,27579.949
2229168,474858,10660,1318718,234070,21659,74,27580.021
763096,106933,1845,266193,36051,3261,49,27580.188
2424140,372940,10261,1006454,133939,16841,68,27580.418
921009,244366,6128,657718,138056,14980,80,27580.508
1660189,176749,4199,567552,61175,6317,65,27584.223
1441241,288146,7773,745323,133277,15246,78,27584.793
1389874,375576,7582,818859,182032,16524,83,27585.783
4590571,1080368,24784,2184728,451268,44675,84,27587.303
1294812,154335,2916,427583,49509,4242,61,27588.383
1804089,303822,6758,723491,114236,11048,69,27588.938
2273224,546263,10808,992717,202597,17843,74,27590.492
3658936,822328,20482,2342225,493611,45233,93,27591.266
1830590,553409,9908,902673,212247,17845,74,27591.912
1542476,227394,5567,530373,70614,8436,59,27592.238
1812925,284257,5210,713767,98250,7877,68,27594.689
2425009,721953,13962,1336764,326164,27210,78,27594.887
1719133,381738,8682,791059,162635,15803,75,27595.746
1645925,321162,4762,546548,100132,6913,62,27597.074
1414442,230622,6713,517161,72313,9474,63,27605.668
2020754,763228,17129,2006407,534529,53182,110,27606.613
1424122,160079,3589,448450,47085,4813,58,27609.730
847226,133050,3379,273348,39243,4797,57,27614.865
1309038,447692,8786,718141,172130,15874,76,27615.799
1454070,211792,4875,489388,62736,7627,61,27623.771
1588568,347655,4967,555266,109439,6775,62,27640.615
1441923,315647,7457,730699,117218,13892,72,27640.922
1148732,89846,3167,357916,26428,4635,56,27641.773
1840876,335752,7444,846398,127847,12805,70,27642.223
1376817,211431,7069,631715,86020,11973,66,27642.422
1144604,146268,4119,370774,42606,5760,49,27642.438
2474088,585773,11520,1266906,246344,21814,75,27642.744
779482,71450,1973,235741,20898,2744,54,27645.086
2291472,691999,11868,1230290,264364,22611,81,27646.223
1651798,395472,8504,870704,166447,16327,75,27649.715
1363075,347111,6650,701172,134844,12278,73,27661.684
2227043,465440,10272,1374162,265505,24357,90,27675.439
1001152,276908,5517,515867,110409,10391,72,27696.801
1141774,343538,6761,736455,172300,14948,80,27715.594
1672829,586329,13529,1409293,411931,36478,97,27718.563
2582394,488694,10739,1511738,228984,23591,126,27722.283
1904297,445932,10611,1493086,338477,34770,99,27723.305
3247306,585349,13646,1977999,319235,35533,86,27724.064
1253164,224192,4673,427207,66299,6541,49,27724.137
1370205,297661,5444,495128,94782,7861,61,27724.945
974988,106134,2360,298043,30345,3586,53,27725.225
2733451,468826,12213,1706489,251598,28149,83,27725.289
1479791,158271,2954,454222,44481,3831,48,27725.414
1323980,244070,4425,489164,80816,6561,63,27726.721
1669373,317147,7729,736145,125672,13003,66,27726.871
754971,134559,2955,255189,40050,3952,57,27728.066
1282705,212294,3800,442414,64713,5406,61,27728.713
2313430,492247,14737,1317009,247642,30441,83,27729.035
1515431,233739,4868,527556,70568,7037,59,27729.529
1547931,248142,5048,509947,75602,6986,56,27729.725
1609525,231038,5284,572546,73599,8550,63,27730.926
1454100,159618,5670,469362,49231,7919,59,27731.652
2878212,641292,13971,1430373,259278,23421,74,27731.961
1450976,177318,3460,453520,51067,4996,52,27732.230
1369237,196729,3946,438598,58576,5846,59,27733.344
1718770,281754,7884,699754,101752,12644,65,27733.590
2139672,275946,8307,805599,100762,13834,63,27733.701
1550417,389554,8625,733604,166080,15326,72,27734.867
779506,87752,2103,233948,25452,2586,54,27737.262
1274735,170441,3940,413412,50274,5579,56,27737.320
1208069,118312,2488,371320,34438,3202,57,27740.188
2526072,497842,9630,1194725,199615,16405,73,27740.836
1166469,81803,2332,353741,23591,3241,54,27741.367
1032589,188268,4914,450069,68549,8134,67,27746.918
1157265,329031,5577,573791,128811,9454,71,27753.260
2204381,700991,10554,1197345,340998,24613,86,27754.104
1489605,329537,8652,866973,157602,16979,77,27760.191
981753,109607,2116,308112,32490,2790,56,27761.123
1279279,223129,4154,445345,68105,5667,61,27767.770
1403351,410723,8843,715733,164915,15926,74,27770.896
1138458,145998,3409,363341,43078,4590,58,27772.902
1056369,159939,2388,340630,47705,3690,58,27776.578
1809925,435522,8701,946437,197333,17472,81,27781.324
1166401,146300,3748,373829,43201,4923,58,27782.223
1445924,273644,6077,594709,96541,10188,68,27787.188
1093722,206891,4659,429049,71490,7249,64,27791.711
1319144,218673,4201,439445,66083,5787,60,27793.623
1331709,170697,2534,412834,50268,3612,57,27798.662
2418649,435786,10033,1025646,178752,17319,70,27798.863
1595610,147132,3205,507838,43646,4079,59,27800.785
1009773,113550,3112,322733,33576,5097,57,27803.609
2174973,774169,15931,1668404,452446,45369,91,27805.344
1177425,125454,3045,360144,35380,4319,52,27805.777
1679897,233327,5673,557032,73230,8175,57,27806.047
3131077,815398,15967,1370610,311488,26768,73,27807.521
1217411,114663,4032,376987,30475,5906,48,27807.547
2335833,233700,9491,792543,72644,13340,60,27808.004
781506,117316,1514,238223,34364,2088,54,27810.566
1406304,260358,5848,568551,93340,9251,64,27810.643
3613999,650117,17846,1411500,223447,26035,69,27813.629
2302157,513542,10273,932934,175616,16099,65,27813.980
2158105,503948,10015,1319218,275952,24920,80,27814.223
1239208,153466,4050,404164,44940,5764,58,27815.043
1377142,151622,4259,442887,44361,5995,57,27815.361
1109009,83337,1984,332899,23870,3421,53,27815.646
1299063,189036,3132,406198,55738,4072,57,27816.582
1463069,237523,3836,469857,71330,5686,60,27818.500
1049450,145707,2516,337137,43000,3688,57,27819.090
1075698,121217,2615,326602,34724,3475,54,27819.340
1232495,207208,2940,417126,62557,3641,61,27820.191
2120053,454090,11042,1330752,262316,24843,82,27820.549
1053730,161558,2536,329333,47243,3340,54,27821.072
1351041,354661,6536,679290,144940,12361,69,27821.355
1549929,438366,7845,773134,156934,14041,69,27821.609
1083842,155255,3877,357750,45993,5769,55,27822.082
1024327,96068,2574,310473,28148,3426,56,27824.256
1057175,157025,3544,337304,46591,5021,57,27824.854
2219609,626244,9520,1300554,311543,21978,79,27825.420
1113100,177460,2348,338058,48927,3286,46,27825.430
2101646,284458,6616,735801,89636,9403,55,27825.537
2188068,492994,13525,1346944,267657,30198,84,27826.447
1583425,431118,9881,1017832,247050,22616,82,27826.637
1571090,400506,7559,784899,162569,14741,66,27826.844
1271070,316491,6385,539111,115071,9756,69,27827.973
2600179,660602,18099,1591051,341986,41125,83,27828.941
1339217,222373,3404,422007,63851,4843,49,27829.059
1255916,272939,7540,759781,134846,15800,76,27829.494
1079655,184467,3598,361861,55508,4704,59,27830.430
3595878,802796,19150,1516692,282110,30881,72,27832.645
1236287,334169,5662,585392,128279,10303,68,27833.137
1250223,237704,4817,425310,71593,7281,53,27833.188
1604603,203567,6326,519444,60746,9315,60,27836.760
1074536,151466,3267,343896,44987,4278,57,27837.574
1538437,132846,3073,483336,39024,4085,59,27839.131
1457396,153430,5334,500863,45924,7544,58,27839.293
2609570,565161,11201,1007832,193945,17560,67,27843.336
1275001,101980,3905,405319,30125,5690,58,27844.646
1378587,228295,4073,462954,68813,5912,59,27844.904
1263735,142873,3800,400771,42152,5379,58,27845.715
1587074,181078,5434,503529,53995,7571,58,27847.082
1693085,224854,7220,726750,88511,12509,70,27847.953
1467038,180500,3728,470577,53463,5444,57,27848.473
2059800,459947,12319,825246,151337,18306,66,27849.270
1223444,147955,3996,390906,43574,5226,57,27849.992
1175121,135701,3707,370925,39971,4692,57,27859.715
806309,129680,2527,257836,38566,3646,57,27862.256
2439729,457456,8324,920022,158374,13226,65,27862.266
1230774,375073,6346,599390,138454,10757,71,27864.523
1048909,208630,4004,363345,63489,5549,60,27868.063
1231358,123600,3091,382383,36166,4154,57,27869.871
2972979,567715,16397,1732328,321025,37135,83,27872.086
742668,106503,2594,234430,31057,4003,55,27873.279
1181674,275350,6642,473761,88496,9775,62,27873.494
1183539,144111,3286,364169,41017,4458,54,27879.059
1370058,232180,5023,581319,85703,8183,66,27879.508
1620421,150921,4932,543707,44513,6845,60,27882.809
3721015,615121,18784,2491578,421838,50294,91,27883.096
1230017,229720,3130,381932,67714,4216,57,27887.563
2638064,402508,10363,1225744,196850,22389,84,27891.430
2366795,532401,15701,1184561,225614,28444,76,27893.070
1310053,195649,4897,437392,59185,6962,59,27893.996
2349782,418736,11279,1308827,229305,25049,90,27895.219
1842962,259826,6438,686246,92895,10001,62,27895.617
1028896,135019,1885,316564,39279,2727,56,27898.824
2405295,559379,17826,1604097,341797,43633,85,27898.863
2216623,395308,8313,1296286,202502,20116,83,27899.887
1308667,168062,3591,405707,46972,5089,48,27899.906
890684,166201,3270,293892,49449,4898,58,27901.951
1386977,291508,7466,830181,140234,15760,78,27902.328
1700157,333814,9155,1021952,188077,20871,79,27902.391
1317360,388570,8113,794456,179077,16609,76,27903.469
1368314,220659,4685,465036,66572,6207,56,27903.740
1426254,171493,4936,474533,50531,6702,61,27905.271
1332058,108585,2442,405547,31761,3539,57,27906.701
1325447,140141,3318,423792,41192,4441,58,27907.348
1399774,171085,6900,542886,61817,10349,62,27907.504
2280196,311964,7077,741208,94994,10237,56,27907.648
1453072,186959,7892,549207,63470,11657,63,27909.148
1782178,465775,10807,1124535,207924,23455,80,27909.477
2468854,529160,12814,1202578,228980,22841,76,27910.309
1243324,225789,4358,401512,66674,5464,54,27910.605
3227632,573551,14911,1348946,204746,23354,68,27910.770
1997221,435021,8553,822747,163285,13783,61,27910.922
1175047,283030,6635,558223,102047,11145,70,27911.951
970165,103251,1536,290892,29982,2016,54,27912.719
1458637,386092,8241,769267,165958,15704,75,27912.945
2514171,552577,12473,1391450,256143,27192,79,27912.965
1373556,196257,3963,430594,55113,5482,48,27913.105
1553654,204023,4071,502919,58439,5417,51,27913.199
1407212,127869,5249,441945,35335,6839,50,27913.352
1645824,292993,6434,1171002,189538,19064,91,27914.152
1949737,335458,7975,765267,111131,12642,60,27914.332
1559452,309737,5514,602929,101990,8564,57,27914.402
2592479,640710,13990,1427748,247183,24723,69,27914.438
2058479,238953,10701,717796,70819,15124,55,27914.691
4097633,524767,18401,1765063,248694,32813,75,27914.965
1571849,451840,12138,731150,180711,21645,66,27915.191
770185,95994,2669,229303,26820,3549,47,27915.539
1150093,104247,3252,352295,29171,4802,49,27915.555
2347954,551625,9963,962615,211238,16343,62,27915.605
1268520,260924,11853,561086,98646,18751,64,27916.047
2976849,640411,15828,1458411,270252,27671,75,27917.191
2100476,421594,11706,1346932,266314,29292,92,27919.391
3725313,777164,18190,1444727,262845,27953,61,27919.475
1966046,442932,9880,896098,184126,17311,73,27920.801
1241307,117819,2169,373764,32964,3126,51,27920.973
1225438,96439,3344,372402,27915,5102,57,27922.654
2463177,512961,10709,1013359,178733,17477,69,27923.420
1024092,124338,2796,299615,34024,4027,45,27923.436
4114460,806340,21157,2438605,440520,49699,92,27923.643
2084789,380341,11065,1036254,173283,19311,72,27924.281
893806,226892,4468,426006,85341,7688,69,27925.568
1348329,204183,4844,457055,62665,7178,61,27926.160
1698635,466531,11489,1111789,218738,24033,80,27926.656
1874934,336054,5816,690444,112270,8512,63,27927.225
2378573,386761,13970,899429,129257,20304,66,27929.488
1285774,348397,6043,472556,115071,9606,62,27930.016
1082845,188868,4288,694858,101960,9776,87,27930.336
1257480,199114,4679,419032,59014,6403,55,27930.518
1976517,291149,8797,680002,89431,12533,62,27931.631
998743,187093,3413,336080,56504,4873,59,27933.074
2548172,696098,14642,1818932,399121,33163,86,27933.162
2391765,435283,8984,1282141,225560,21662,87,27934.295
1297466,156852,3117,393085,43537,4036,48,27934.340
1009983,160775,2176,310845,46152,3119,50,27934.619
1860594,381801,12724,1277825,214028,29446,79,27934.820
2257444,809538,16072,1346516,352740,32805,81,27935.113
1523164,357919,7358,598607,117812,10987,66,27936.934
607929,94606,2034,184560,27043,2957,49,27937.164
2347503,412282,8556,934682,149117,13085,67,27937.678
1177466,118531,4416,373261,33319,5963,50,27937.732
1292084,198522,3767,421897,59310,5548,54,27937.980
2912635,778830,12106,1666363,363005,26218,78,27938.164
1316512,115144,4201,420229,33769,6465,57,27938.980
808053,143235,3019,268216,43043,4173,58,27941.689
1277950,337676,7977,958249,205410,20242,87,27942.967
1784297,281268,7647,754177,104558,13066,68,27943.961
1131182,107556,3588,354351,30866,4920,54,27944.305
1403061,198247,3033,455551,59402,3817,60,27946.188
3155487,517599,14849,1714512,269208,30039,83,27947.713
1225502,107839,2453,374110,31208,3297,56,27948.512
1125807,157204,2814,362193,46879,4255,58,27949.016
1104019,169574,2367,353496,50564,3314,58,27950.586
1467026,174480,4377,472789,51632,6487,58,27950.875
1645355,219401,5209,599763,67988,7388,63,27951.893
1367001,182115,3641,435303,53982,5232,56,27952.205
1249295,199817,3670,427929,60767,5573,60,27953.020
1682005,410649,7896,773976,166861,14554,71,27953.113
1072976,204867,4439,367602,62228,6307,57,27953.533
1485989,236384,3765,478283,71393,5222,60,27955.225
1879864,315909,7266,754715,112302,11397,65,27955.557
1715609,353856,11135,973063,181878,22138,81,27959.684
2115242,410394,9495,996114,179687,16549,73,27960.121
1443075,203640,3240,449547,60742,4886,58,27961.391
1174247,237646,5622,545015,90454,10026,70,27962.629
1376999,230413,4356,474122,70855,6320,61,27965.895
1248069,184483,3745,411190,55718,5124,59,27967.527
1288009,235597,4068,454310,72688,6180,59,27967.770
1246655,221119,3715,418177,67262,5451,60,27969.939
1251082,193433,3077,417739,58464,4787,60,27970.961
1417775,353623,7994,903553,195400,17663,85,27971.895
1109165,332070,5799,628829,146317,11539,71,27972.244
3773742,874214,19644,1681518,321681,32326,74,27974.215
1013584,119928,2024,315000,35342,2952,56,27978.527
1122532,133291,2634,356588,39111,3821,58,27986.469
967880,146294,2484,306967,43456,3300,56,27987.227
