FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
1381967,59648,170,166952,13270,119,13,6279.345
4839860,45058,148,1320542,18368,365,31,6279.371
5611051,83893,256,1400595,42177,507,34,6279.381
3291981,58072,268,499951,17082,338,18,6279.391
4000656,54822,229,1057646,25328,553,31,6279.410
5078532,59466,241,1403720,23127,453,31,6279.420
2629110,92008,143,341525,23772,-70,15,6279.708
3649355,113890,-114,1030052,53058,-195,29,6279.714
4560953,18423,-3,1293104,886,88,29,6279.755
5576286,130621,-56,1337495,57479,-252,35,6279.765
3215820,228994,-130,855880,110202,-189,33,6279.775
3646602,277553,-18,996558,121184,1,32,6279.784
7442174,1528277,2061,5656323,-474618,2688,78,6279.820
3683678,2185486,336,625643,719630,483,21,6279.883
2802868,2938195,741,316002,641631,602,12,6279.892
2515899,2348136,347,520114,1089241,547,30,6279.901
3658069,74278,77,1227281,-149,417,45,6281.391
7442905,162548,52,7057767,-751208,564,109,6281.409
1.495735E+07,1.463823E+07,915,2.23634E+08,1.68886E+08,123319,4339,6287.606
1.109935E+07,5089959,812,2.937981E+07,-4718783,1992,208,6288.028
1.562552E+07,1.677381E+07,1399,2.724515E+08,3.028913E+08,68826,5998,8928.138
2585040,7136127,159,486912,1088637,290,26,8931.015
436105,1122797,78,50964,148813,45,13,8931.100
5671747,157713,147,691606,31078,218,14,8933.262
7580421,357984,66,1832811,139998,233,29,8933.271
1.193493E+07,602301,-17,2354311,249613,53,26,8933.513
1.141287E+07,574600,5,2119901,238138,-40,25,8933.563
1.118015E+07,624164,-115,2078112,240029,-137,23,8933.573
7195204,615208,-15,1572511,313900,-17,31,8933.580
5673237,586023,22,1490531,309648,51,32,8933.602
3640987,522052,-109,580875,161800,-66,18,8933.618
2495534,458043,-16,379408,134940,66,17,8933.643
4359439,448120,-140,482225,97594,-105,12,8933.658
4255588,435954,-13,503805,108387,-30,14,8933.686
4674319,431444,-33,1040960,207712,-135,29,8933.695
2068060,449802,-67,222733,97740,-23,12,8933.712
4022258,418819,-101,460979,91222,-130,12,8933.720
4564408,399496,-104,555556,98872,-29,14,8933.727
4343878,399664,36,655929,130212,85,19,8933.736
4740482,410026,3,578139,95127,-116,13,8933.747
4115215,392105,235,463767,91115,254,13,8933.753
4855467,374517,18,1204962,177789,-30,29,8933.760
4041817,323812,6,458395,70315,41,12,8933.778
2808866,318269,67,446568,103671,99,19,8933.783
5268804,309990,-115,1232899,157378,-132,31,8933.793
4357882,288528,-186,556730,70570,-156,14,8933.804
4827060,209031,21,1240164,102001,94,30,8933.826
5683408,198961,130,1420700,112235,378,35,8933.837
4920853,195446,92,676588,50697,73,15,8933.847
1543948,196164,141,180140,42170,164,12,8933.860
4568101,197490,-93,591794,48270,-135,14,8933.868
4560959,187671,-27,601495,49211,8,15,8933.891
5076890,151745,82,1304884,79264,78,32,8933.926
2611801,160420,28,301794,33978,35,12,8933.946
616197,167617,40,75026,35817,86,12,8933.952
2767791,166619,-37,292923,35643,-1,12,8933.962
1587076,284951,-86,432709,124547,-124,29,8933.975
4146322,645417,94,1046011,306290,-13,32,8933.985
3730565,1372203,176,1006732,675227,346,30,8934.005
2348746,865657,133,310322,209820,170,14,8934.026
4521489,70778,67,1195330,20837,266,31,8934.048
1.388696E+07,175066,47,2761381,-1310075,169,28,8934.100
9223541,39728,139,1045975,-2056,174,12,8934.392
1.186936E+07,365474,-127,2281686,155935,-133,26,8934.515
1.195947E+07,379393,-161,2172047,137643,-153,22,8934.525
9567313,389313,-56,2372266,184461,10,29,8934.543
6762854,376453,-146,833382,91936,-166,14,8934.562
2746185,325838,17,344297,75268,30,13,8934.570
2222144,307024,-86,353661,89976,-73,17,8934.576
4690503,304134,-11,616961,79742,-15,15,8934.584
5491534,283704,-195,1275787,140068,-403,30,8934.594
4633060,302029,-111,681373,88337,-47,17,8934.607
5421919,297724,-129,1241910,146150,-127,31,8934.618
5606353,346318,2,1251785,169318,81,30,8934.635
5309887,308945,-175,673498,81317,-114,15,8934.662
5119870,331236,-267,623808,81954,-208,14,8934.672
2887230,295721,243,423158,77125,-13,15,8934.685
3150655,269977,-214,344338,62317,-261,13,8934.695
1514305,270505,-210,201277,66741,-169,14,8934.701
4063625,278025,-76,476142,64372,-5,13,8934.709
5412515,284671,-147,1285478,145238,-242,31,8934.716
4066097,255499,-149,1045196,122793,-228,29,8934.732
4110719,255948,-118,432179,55051,-71,12,8934.743
2419653,272937,-180,357049,75964,-164,16,8934.748
3365786,291909,-115,455572,76727,-105,15,8934.759
2287436,273476,-181,334369,76315,-162,16,8934.772
3159093,256602,243,425937,63551,-217,14,8934.782
4218556,262363,-193,512453,60841,-117,13,8934.789
5150105,261868,-42,1340081,128468,-130,30,8934.796
4133755,267337,243,1004545,143989,-361,33,8934.816
5191008,253919,-62,749695,82296,10,19,8934.827
4593037,249391,-25,1195219,122604,-80,30,8934.836
3728212,209737,-127,573870,67778,-216,19,8934.856
4260357,207704,-84,1083240,108747,-135,32,8934.865
3233626,185925,-93,458513,51558,-33,16,8934.885
3931425,178048,-149,408672,38158,-92,12,8934.893
1521741,162311,-228,179458,35041,-152,12,8934.899
5334330,134873,-205,1416720,65851,-376,31,8934.922
5161484,99218,-141,1348104,52616,-389,33,8934.932
4087169,85766,243,1080731,40797,-160,31,8934.942
5241438,68815,-47,1397121,35183,-88,32,8934.952
4253538,58993,44,1135188,27979,157,31,8934.961
5182480,53025,-133,1341093,27154,-183,33,8934.972
2691556,44556,-59,347470,10271,-59,14,8934.981
5100561,40242,-140,1405363,18031,-203,29,8934.988
5696366,37579,-159,1483739,19662,-356,35,8934.998
4326779,32517,-238,1157292,15165,-385,31,8935.008
5091055,36442,243,1364602,17175,-413,33,8935.018
3012246,29489,-212,453114,7348,-254,16,8935.027
2636246,33570,-185,318801,7316,-138,13,8935.037
1946116,31744,-226,556166,13997,-348,29,8935.043
4356853,19644,-264,1173704,7684,-475,30,8935.053
5189057,26402,243,1366013,11077,-359,33,8935.063
2739806,10449,-141,387344,1943,-98,15,8935.073
2247587,10635,-89,578565,3090,-202,32,8935.085
3926182,21985,-91,1040445,8594,-205,32,8935.095
4415377,21151,-116,1198940,7341,-201,30,8935.105
2923772,17526,-220,439140,3757,-202,16,8935.124
3319101,16995,243,510037,4085,-217,17,8935.150
5527466,15515,-26,1399566,6854,-79,34,8935.184
1.543567E+07,1.436443E+07,988,2.416978E+08,1.981669E+08,111775,4739,8944.907
145583,34319,465,72941,12054,1100,50,8945.224
918984,106201,274,811304,31666,1234,137,8945.249
7512018,346704,274,9397956,-153596,1308,162,8945.272
1.561481E+07,1.679085E+07,1341,2.724919E+08,3.021207E+08,118064,5926,11419.691
1029048,40614,-10,126881,9270,-3,14,11424.758
5714425,40628,-132,1378062,18889,-269,34,11424.811
5840500,223030,-132,860302,67885,-182,18,11424.882
2020797,22406,-137,287718,3300,-135,15,11425.014
7015980,198943,298,1016268,40592,390,18,11425.243
3848344,57419,17,1089030,-160761,128,35,11425.695
1.128987E+07,1931557,700,2601428,707555,1178,27,11425.764
6563668,31437,117,818870,4499,125,15,11425.933
8212181,232069,13,2427559,108008,50,31,11425.942
1.130475E+07,193178,-196,1467040,45700,-149,15,11426.189
1.044245E+07,164028,230,2327041,52278,58,27,11426.193
6262082,120401,-58,1550131,47568,-67,32,11426.220
6455669,117618,-175,1975828,42238,-338,33,11426.230
4176734,92418,-188,654135,26402,-223,18,11426.280
2536607,111237,-140,370244,27947,-133,15,11426.313
2255379,117345,-10,278306,26784,19,13,11426.326
3940601,127899,115,426325,27351,153,12,11426.334
4012204,140791,230,960709,66534,-91,29,11426.340
3134399,131275,-151,457877,35565,-112,16,11426.356
3885694,118053,24,548740,34358,-1,17,11426.366
4440463,113292,230,1026301,55926,-286,31,11426.376
3114122,97546,-82,723650,49508,-66,32,11426.392
4979206,79298,230,1252691,37638,-372,30,11426.402
5181978,62341,230,1330736,26487,-260,28,11426.418
2105207,48628,-166,303744,11946,-137,15,11426.443
3402641,42020,-168,482075,10007,-126,15,11426.453
3489747,38239,-41,500099,9482,-43,15,11426.463
3310659,44335,-218,456723,11285,-151,15,11426.473
1718931,48930,230,196115,11000,-88,13,11426.486
3874363,43654,230,387108,8846,-149,12,11426.494
1652945,39634,-73,197921,8046,1,12,11426.500
1609080,35774,-53,190158,6846,18,12,11426.513
1743730,20949,-230,211776,4264,-218,14,11426.527
2785804,12570,230,278898,2255,-127,12,11426.538
4559399,12264,-117,611429,2580,-140,15,11426.553
6057299,557666,315,5144847,-891838,651,91,11427.385
1.565512E+07,1.677581E+07,1667,2.712809E+08,3.074095E+08,139203,6129,12787.914
1.072442E+07,818757,2538,3.573717E+07,-1.798867E+07,2996,358,12792.990
5973986,120245,-27,1147439,-22026,70,27,12793.025
1.565133E+07,1.677882E+07,1946,2.716644E+08,3.050284E+08,123866,6092,15120.773
572061,88382,-87,67930,15786,-15,12,15125.863
3365626,97704,131,844905,13978,284,28,15125.869
5959525,222077,176,1454293,-43634,510,30,15125.967
6851788,759222,145,1763626,381387,436,32,15125.977
9338759,62747,-66,1037501,5943,-42,12,15126.211
1.134509E+07,633461,-178,1519034,166539,-133,15,15126.434
1.057598E+07,634398,-146,1354912,195867,-213,18,15126.444
1.091178E+07,616394,-84,1883227,218248,-48,21,15126.450
8215107,606798,-60,2074652,301413,-109,30,15126.457
4967030,504239,-159,528502,109328,-63,12,15126.471
5044040,473183,168,551701,102207,-117,12,15126.477
5028070,396081,-26,1105221,187920,-128,29,15126.489
6003960,389848,-23,645465,84393,26,12,15126.496
3541790,415912,-95,517942,121829,-88,17,15126.505
1920382,397644,-150,227418,86520,-111,12,15126.521
4511404,453109,37,531250,105199,98,13,15126.529
4853292,449286,-98,1034912,222712,-234,30,15126.538
4625476,446787,168,642268,131926,-57,17,15126.552
5188840,478397,-102,1211263,229125,-258,29,15126.561
2763820,481360,168,417174,134764,-91,16,15126.577
3223519,495303,-51,731671,238159,-169,29,15126.597
3527388,474593,-262,480633,125229,-232,15,15126.607
1347785,426285,86,178326,99292,124,13,15126.623
4113239,410833,168,491910,95395,-69,13,15126.631
4057316,383689,168,452890,82997,-50,12,15126.639
4087529,369652,168,1026373,176137,-114,29,15126.643
2483081,312529,168,605291,149263,-242,29,15126.668
4478536,263850,168,567198,65164,-61,14,15126.704
1998678,253459,168,236783,62440,-108,14,15126.717
3916896,251352,168,407672,54227,-94,12,15126.725
1932424,252760,168,267227,62539,-34,14,15126.730
2921711,251015,168,317475,58188,-161,13,15126.740
1032618,238798,-177,142872,58348,-130,14,15126.747
1671570,222403,168,188845,48191,-71,12,15126.760
5345399,211717,-51,1395067,106950,-14,31,15126.792
5740998,215666,168,1464333,122786,-373,35,15126.802
5273574,205009,168,1422155,106990,-193,32,15126.812
2853425,181573,168,316850,41637,-2,13,15126.832
5490356,136735,168,1447880,70754,-300,32,15126.863
5295047,122146,-168,1392017,64217,-255,33,15126.873
3991603,122799,-58,1033602,64189,-81,33,15126.883
4986752,122002,-237,1355442,58841,-403,30,15126.893
5698959,107128,168,1485861,60026,-183,35,15126.902
4024823,103266,-52,1066659,53442,-178,32,15126.912
5066547,92105,168,1411884,44983,-259,31,15126.922
5545765,78138,-47,1409411,42189,-77,34,15126.932
2729916,56567,168,342725,13445,-147,14,15126.941
2850750,48271,168,797830,22306,-193,29,15126.947
2918743,32907,-91,408608,8220,-75,15,15126.967
4549108,40824,-148,612492,10643,-120,16,15126.975
4516045,36672,-225,611703,9008,-187,15,15126.981
5300924,36537,168,1449351,16524,-241,31,15127.002
5258804,49720,168,1459829,23414,-235,31,15127.011
4927687,41333,168,1390580,18255,-162,30,15127.021
5277195,50224,168,1411620,23605,-197,33,15127.031
5016322,32942,168,1371149,14342,-319,30,15127.056
5611307,23360,168,1471209,10278,-15,34,15127.068
2945982,37383,-227,442481,9204,-209,15,15127.076
3896279,38886,-135,417332,7595,-77,12,15127.082
1418531,24138,168,166310,4415,-123,12,15127.089
4932345,13068,20,1269303,3920,12,33,15127.098
2907986,11320,168,407672,2287,-9,15,15127.107
5074408,13727,168,1423595,4584,-234,29,15127.163
5465010,11737,168,1416924,4004,-296,34,15127.173
3476599,1375374,1330,427402,75485,459,12,15127.345
1.02156E+07,1.173311E+07,855,1.160915E+07,2727224,4098,109,15127.902
5341371,1.2768E+07,1659,632087,3184016,1727,14,15128.000
1.577418E+07,1.709279E+07,2175,2.740938E+08,2.937795E+08,68143,5870,15149.592
1.031519E+07,315368,603,9.08179E+07,-1.487083E+07,2563,768,15150.740
128917,19873,412,58079,12513,623,69,15170.807
518892,114864,3018,247969,45730,5425,69,15189.875
1002096,196107,5479,439190,72498,8390,68,15510.360
990347,203037,4324,400698,73630,7208,65,15528.096
1163813,186951,7109,410683,58229,10193,62,15567.530
1523123,166285,3008,490046,50214,4727,60,15569.560
1160927,215071,5040,415913,68168,7121,62,15577.166
1221109,201345,6581,504901,71128,10997,68,15582.561
615146,75883,2826,191395,22707,4235,54,15589.453
1264834,163123,3036,395754,48619,3768,57,15592.311
1129816,137117,4323,358681,40881,5791,58,15593.901
1078305,134453,3149,348680,40432,4423,58,15606.205
1208755,341159,8519,818058,193959,20647,87,15660.174
1552143,198711,4646,513911,59837,6790,60,15672.994
1350281,166206,4318,468394,51062,5788,61,15727.353
1278112,166875,4706,426270,50514,6547,59,15782.553
1232448,170335,3886,421860,52541,5967,61,16143.750
852564,247245,5271,513218,119913,10334,76,16615.455
1.565288E+07,1.67723E+07,1521,2.712289E+08,3.063873E+08,76605,6095,16648.305
1.314306E+07,4935547,1925,5.581536E+07,-2.122395E+07,16706,311,16652.748
1424987,17859,7117,479921,1453,10486,53,16670.873
2694681,659150,13277,4010011,187621,24662,23105,16674.303
1620670,243055,4367,549969,81692,6166,71,16676.709
440733,734756,156,132504,217292,327,50,16691.354
1646510,174531,5141,546921,53828,6983,62,16695.258
1449329,204639,7346,560566,70780,11403,66,16696.955
1241239,175129,4837,418769,53413,6830,60,16699.604
1525740,242913,9175,707067,92567,15857,72,16732.232
174362,388015,-58,50212,112381,-56,42,16794.609
1356541,156879,4434,433487,47131,6116,58,16825.221
330851,521311,-15,96419,149947,-215,47,16839.465
1351524,129528,6613,434594,38291,8911,59,16844.797
1297865,341373,7623,542677,112963,10864,66,17431.121
820857,140944,3568,283639,43575,5372,60,18075.574
1.562046E+07,1.677417E+07,2438,2.72061E+08,3.018875E+08,154125,6010,19128.668
1055620,14210,20,788237,-45784,1,81,19133.070
9657867,974983,299,3.912011E+07,2486428,1350,350,19133.170
2915904,109632,117,587511,2886,-231,22,19133.426
1370356,1941288,117,176986,469968,-226,14,19133.447
4829297,2572393,-76,533172,560188,-15,12,19133.480
3003632,10278,49,667958,3478,144,30,19133.887
2792219,32399,69,315766,7095,114,13,19133.980
1307730,33971,186,189006,7971,242,14,19133.986
3800494,43417,43,558231,11465,99,17,19133.996
4447763,49891,233,1072736,24066,362,31,19134.006
3437623,84277,222,476676,22816,263,16,19134.025
1570208,64684,64,166327,13474,108,12,19134.039
3103054,51361,124,777726,23450,300,29,19134.047
4448112,25286,168,574598,5884,244,14,19134.057
4087444,19673,12,499654,3916,101,13,19134.063
3687846,22938,273,953315,8856,607,29,19134.068
4360531,26701,313,640744,7030,468,17,19134.078
3850023,27832,170,613306,8035,270,20,19134.090
4721361,22956,146,1215450,8443,344,29,19134.098
5027225,295854,69,1380106,142296,155,32,19134.553
5041576,424118,-11,1403131,216809,138,31,19134.572
4076324,396175,47,1110759,193010,160,30,19134.582
5010715,305837,164,1398562,149742,457,31,19134.592
4147445,227532,247,1127800,109322,510,30,19134.602
4102346,178562,30,1104758,88301,99,31,19134.611
3965986,139626,103,1041713,71631,163,33,19134.619
4689771,525610,44,1318887,215389,71,39,19134.641
1.082568E+07,207766,125,1367647,-349790,225,17,19134.666
5923792,1609291,213,694574,401391,256,14,19134.898
8888013,1550943,-148,889601,336190,-115,12,19134.906
8570810,1294621,-40,844142,280148,-111,12,19134.920
1.209552E+07,167955,46,2665179,54210,155,27,19135.088
1.18209E+07,183598,-108,2078297,50412,-83,23,19135.100
1.068802E+07,167104,-51,2030351,46578,-18,23,19135.105
5856259,101671,-219,656157,14755,-151,12,19135.111
5291356,112115,-136,763295,25567,-125,17,19135.117
3992064,101519,101,429104,19123,120,12,19135.145
4629374,94591,-144,521645,19281,-60,12,19135.152
4393284,85593,8,579217,22730,64,16,19135.162
3595140,95023,-101,435358,21439,-61,13,19135.172
5259310,90114,-33,727928,25336,1,17,19135.180
2363112,139761,63,273216,31812,-35,13,19135.195
4345577,163555,-73,506669,37747,-6,13,19135.203
6209500,182352,-54,674478,38914,-33,12,19135.225
3193206,169884,-66,408242,41628,-10,14,19135.230
4176020,169224,103,478259,38902,155,13,19135.238
5423571,156071,-95,1279699,78001,-219,31,19135.244
2684209,105904,-164,402631,30728,-111,17,19135.277
4006256,93001,-111,626990,29627,-122,19,19135.287
5007194,82211,82,673072,22352,61,16,19135.299
5026045,87247,32,1304056,41367,200,30,19135.309
5030460,113410,66,1306611,56164,174,31,19135.328
4730756,92389,13,1214496,43742,67,30,19135.348
5718998,76786,-40,1337156,42427,46,35,19135.359
4932555,67248,174,1313355,32110,233,31,19135.369
5690393,48041,148,1382404,24842,237,35,19135.379
5174190,23446,-47,1312781,9543,32,32,19135.389
5101104,14861,-26,1298806,6296,66,32,19135.398
4416082,11285,87,1158706,3356,281,29,19135.408
5508564,13267,194,1307376,5281,332,34,19135.420
3042415,17448,94,446156,3681,89,15,19135.430
4438038,15013,-81,1153397,4917,-95,30,19135.453
5479170,15720,78,1289308,5728,-91,34,19135.465
3011137,10860,85,432206,1820,122,15,19135.475
4504779,12168,-139,609067,2149,-180,16,19135.498
9355060,242579,48,5697019,-612777,-40,78,19136.635
1.562321E+07,1.678324E+07,1640,2.723886E+08,3.012471E+08,119820,6018,21563.863
6707546,436146,-7,792639,97608,49,13,21569.016
5179607,578657,-29,710767,159963,45,16,21569.027
5200388,683942,16,715001,179783,31,15,21569.051
6271004,665682,-38,723005,144489,-5,12,21569.059
5240730,663732,-41,633755,164731,20,14,21569.066
1.217875E+07,598070,78,2427836,259865,167,26,21569.250
1.069906E+07,597370,175,2362302,268842,188,27,21569.281
4988063,498903,152,595998,116250,196,13,21569.324
3749561,489086,-30,503935,137111,71,16,21569.338
4698420,471103,-49,689916,136742,24,17,21569.346
3741082,389255,-181,551859,114357,-154,17,21569.359
4995211,360904,-34,597265,89309,-47,14,21569.373
5201971,351851,-94,1182689,174386,-166,31,21569.383
5730391,305811,99,1393800,171319,16,35,21569.393
4117923,264201,-146,480471,61150,-95,13,21569.404
5114063,235801,-34,1197278,109245,-17,29,21569.410
4102774,184101,-114,451904,42252,-57,13,21569.430
5118364,200329,11,1209411,95295,80,29,21569.434
2754254,158734,53,418100,45429,90,17,21569.457
4820518,151695,-37,1180694,68549,-201,28,21569.469
4950959,117806,-155,1200537,57188,-226,31,21569.488
5075090,121446,-151,738249,36758,-209,18,21569.510
5126646,117884,-2,1225874,59579,29,31,21569.520
4665078,108735,151,608851,26584,144,14,21569.529
5007787,60661,-77,722699,17654,-123,18,21569.588
4999932,41863,3,1293380,19100,133,31,21569.598
2788505,12908,-92,344591,2638,-122,13,21569.617
2393812,16352,148,612353,5161,163,29,21569.625
4976682,39884,-33,1388829,5204,-296,31,21569.824
2709891,700000,130,365485,178092,121,15,21569.844
4241205,906881,127,562156,235219,144,15,21569.852
4191243,987852,52,550161,261009,112,15,21569.859
4722191,893511,63,1233057,460829,143,32,21569.871
3538032,660204,85,963602,315740,41,31,21569.881
4597797,382590,231,1318032,170233,282,30,21569.891
5129593,126685,170,1425365,49918,228,32,21569.900
1.131426E+07,302371,-131,1453945,67483,-73,15,21570.434
1.101499E+07,319720,-129,2448605,119976,-152,26,21570.439
5939833,299176,30,762840,77070,38,16,21570.473
5373746,277425,-11,643229,64513,45,13,21570.484
5383618,334030,-52,1172480,161538,-21,31,21570.492
5482210,372161,197,1217439,179125,205,30,21570.523
5298133,342416,-16,1232456,163188,-43,29,21570.543
6020274,273787,-127,644913,58381,-158,12,21570.563
2775209,289608,305,393538,75990,-211,15,21570.570
2999472,276705,-213,439118,81263,-169,17,21570.582
2376686,263695,305,322799,61171,-122,13,21570.596
4831684,267196,-98,1123678,136438,-247,31,21570.623
2816874,240728,-120,418032,70589,-71,17,21570.641
3427327,228230,-90,457516,60226,-21,15,21570.648
2258645,215679,-17,313006,53116,-32,14,21570.662
1883114,231723,-63,209192,54059,-26,13,21570.676
5403276,248058,-142,1287120,126491,-343,31,21570.699
5188740,251088,-17,1265646,130654,-79,32,21570.719
