FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
1456717,217947,7830,470283,66221,10634,59,27739.080
2124913,311738,13542,940035,120351,21617,71,27739.807
1515100,200686,6320,500902,62449,9346,60,27741.117
1207440,256606,6931,467894,82127,9918,64,27744.086
2321851,308075,12473,905326,112383,19636,69,27747.613
1257120,149051,5894,426116,45885,8187,61,27749.463
1319457,240178,8931,512307,78605,13178,64,27749.885
1114958,231638,6968,464441,81909,11561,69,27763.871
1549183,173661,7917,542295,53929,11082,63,27772.168
1845023,362249,9893,841949,138402,16904,67,27772.254
810427,184350,5257,354686,66582,8925,67,27788.246
2731187,325743,16613,1172056,128844,27543,71,27801.566
1271407,237165,7293,602761,88339,12471,71,27805.512
1345281,237804,6442,545068,85551,9727,67,27807.695
1642364,199494,9484,595893,66176,14262,63,27808.461
1249695,236424,7492,547660,85817,11793,68,27809.801
2291659,411891,13902,810040,130141,19765,63,27810.471
1459474,132691,6593,474267,39699,9199,59,27813.172
2173513,236376,12414,842243,85350,18731,66,27814.031
1506395,169631,5117,565148,58565,8236,64,27818.885
1104233,301394,9469,561794,127008,16085,75,27820.746
2405263,336877,13542,1184524,147720,23060,73,27821.455
1153062,165021,5918,382123,49318,7920,50,27821.496
1295048,181338,4184,406703,54538,5371,58,27822.988
1727441,171482,6851,540358,50418,9366,54,27823.004
1620955,362186,12432,918553,170888,28173,82,27824.826
1159526,159474,4027,357055,47326,5083,55,27825.604
1128384,242295,8433,570385,95903,15350,71,27826.229
1457878,384473,9052,626984,135145,15182,69,27828.828
1565934,161958,6468,543288,52848,9559,63,27830.848
1595880,228383,8705,576371,73291,12205,63,27832.219
1441683,148447,6162,467830,44229,8987,54,27832.244
990218,280847,8960,547379,118131,16117,72,27832.605
1685981,272833,12379,849378,121485,21050,70,27832.914
1872016,179917,7849,609603,55780,10799,60,27834.445
1496561,188897,7705,578558,65655,11487,65,27835.609
937301,190282,5336,392297,68523,8912,61,27835.703
1337392,90469,5166,418958,27012,7358,57,27836.316
1113308,91880,4078,343622,27126,5525,56,27836.871
1347797,116984,4610,413538,34128,6416,53,27836.938
1642906,221956,6732,518529,67081,9169,59,27838.180
1722485,228959,6900,618416,76888,9824,64,27839.766
1056208,227891,6889,471082,86806,11883,70,27841.168
1040392,144862,4181,337477,43746,5822,59,27843.293
959708,186745,5196,455591,69840,9302,69,27845.955
1269416,150438,6493,420204,45326,9178,59,27846.488
3782639,627729,29234,1660182,226200,47418,72,27851.494
1249729,167574,8060,437831,52560,11061,61,27855.625
1403027,133383,7545,447999,39356,10318,59,27858.563
1505016,139884,5212,471409,41157,7064,54,27858.660
1261486,152042,5532,400848,45505,7830,58,27859.605
1433039,184386,3028,455841,55084,4316,58,27860.172
1982372,407736,13008,1014953,175951,25681,79,27861.268
974125,218455,5628,395453,74863,8940,65,27864.598
1299478,157462,5609,449688,49262,7836,61,27873.283
1210454,149795,5030,397983,45132,7287,59,27876.395
2022831,236622,7515,1453692,162204,22236,90,27888.609
2716672,536017,18000,1306847,226268,34830,78,27899.691
1329300,228440,7074,537961,76580,10285,65,27907.502
1080682,136785,5151,348669,40677,7302,56,27907.887
1437996,180230,5697,451990,53641,7698,58,27909.133
2360013,294228,11373,857806,98112,16967,65,27909.988
1261993,160111,5576,404696,47855,7782,59,27913.857
2665063,373734,14899,1046347,135331,22994,62,27914.326
1221722,183482,7774,528873,67636,12311,68,27915.844
1092690,169122,6330,371526,51452,8836,60,27917.457
994694,119869,3277,302604,35255,4230,55,27919.934
958406,184945,7172,441928,65047,12096,66,27920.588
2603198,424825,13445,1140507,169337,24161,73,27923.162
1762851,265320,9987,699977,96872,15274,65,27923.918
1852640,203854,7284,649643,68308,10716,60,27924.314
1627726,182492,6273,517230,53722,8672,58,27924.943
1045338,103456,3371,321969,30405,4495,56,27926.645
1576358,280354,10140,934977,137273,23117,80,27927.404
1796281,212822,8318,733785,77243,13694,66,27928.322
1297604,181069,5807,420710,53046,8191,53,27928.361
1085546,167468,6047,376479,51675,8695,58,27928.809
1307988,198170,4209,409100,58294,5392,52,27928.891
1186103,139458,6311,381742,40604,8543,51,27928.918
1537385,136805,7749,482101,40336,10327,58,27934.516
1943073,318758,9228,695258,103488,13568,60,27934.707
909795,143694,5334,307712,43549,7114,57,27935.283
1794656,228633,10315,608952,71044,14678,60,27935.824
1302834,92135,5413,394956,26215,6990,51,27935.922
1273176,99505,5195,402940,29524,6992,58,27938.047
1349742,154291,6214,430328,45779,8570,58,27942.619
1488056,149974,4966,463981,43851,6902,59,27944.219
1949214,197546,5901,658462,63905,8330,62,27946.406
1197550,192008,5745,476610,69296,9783,61,27946.500
1260813,120361,5773,402059,35626,7858,57,27947.246
1603467,207669,6105,549128,66219,8638,62,27953.273
1481080,270524,9225,791630,123615,15858,74,27957.176
1510263,96021,5720,468813,27527,7518,53,27957.348
1141822,112522,4453,355512,33107,6230,57,27958.859
1708522,410195,13995,1070874,207308,28907,81,27959.236
1253850,111014,4372,393014,32905,6521,57,27962.346
1956163,231203,9691,817329,80870,15652,69,27967.518
859190,114444,3479,270439,33519,4746,53,27967.945
1910758,161770,8512,632565,49542,11760,60,27975.039
1399821,84399,5900,436357,24605,8441,54,27975.238
1124700,172513,4493,435346,58936,6655,64,27977.283
1076458,139918,5064,340981,41305,6917,56,27977.781
1708293,446215,10684,823405,170249,18209,71,27979.094
1224058,161770,5314,400620,48144,7398,59,27981.031
1349218,175091,6728,445273,52971,9761,59,27989.729
3020708,433356,19839,1792846,239137,44243,81,27992.047
1127523,176466,7144,393491,56185,10183,61,27993.070
1170171,116758,3989,361452,34172,5751,56,27995.525
1727496,221980,5946,618891,74246,8716,62,27996.563
1124001,158243,3851,357368,46740,5603,54,27996.760
2107832,512230,19109,878448,180118,29598,68,28001.758
2507411,606311,18154,1286117,280877,37128,78,28003.219
1312487,157955,3592,416325,46537,5862,58,28004.852
1546318,120773,7119,486527,36035,10303,58,28007.502
1932256,229872,11431,806057,94161,18506,69,28008.859
1473061,97317,5763,465409,29393,7578,58,28011.391
1152648,173396,6582,390890,53850,8764,59,28011.779
1492309,175396,5466,482437,51968,7622,60,28012.680
2439119,280939,13135,822398,86890,17753,63,28016.902
923964,96762,3196,284575,28133,4629,52,28017.324
3087666,406176,14297,1163337,136673,21020,66,28017.697
1018488,147834,4811,333237,44321,6742,58,28018.910
1981079,242164,7365,658106,74461,9765,62,28019.668
1631336,266878,9081,632341,90246,13199,61,28019.930
1676393,263866,7301,550482,79009,9925,59,28020.617
1985322,392089,10523,813352,145965,17415,69,28021.945
3397048,715111,21715,1691514,297407,38832,77,28022.145
1387093,176922,6423,442523,52361,8398,59,28023.793
3042991,501793,19480,1898642,327677,48333,87,28023.879
1337356,166799,4517,409451,48597,6260,57,28025.350
1199250,158542,6722,399689,47630,9618,60,28027.633
1430782,109631,4334,439199,31694,5725,55,28027.934
1326857,126536,5688,421476,37031,8121,57,28028.492
1501187,190248,5076,479316,56360,7129,58,28028.965
1238396,113463,4867,379502,33095,6657,56,28029.664
1098571,228750,6707,457618,76609,10557,61,28029.766
1179634,217788,6911,409506,66671,9177,56,28029.924
2393678,325239,14892,934517,108879,22280,66,28030.549
1095021,169319,5040,409151,57347,7431,60,28031.051
1314974,202886,8661,441964,62820,12832,61,28033.488
1514628,183749,7270,518862,57946,10609,60,28034.061
1282920,286510,6819,534119,106639,10756,66,28034.668
1544059,181289,8265,479749,52448,10776,54,28034.734
1280519,71312,4998,398999,21041,6428,57,28035.781
1307973,190168,6722,478887,61707,9795,64,28036.566
803923,110742,3415,253571,32651,5285,52,28036.723
1549421,169494,5491,493149,49845,7285,59,28038.303
1751704,270697,5892,561260,83207,8699,59,28039.297
2232163,175207,6773,804935,61932,9924,64,28046.014
1546021,323984,10423,672869,114590,17298,67,28046.602
1923156,281513,9910,741236,96074,14996,66,28049.563
736875,109875,3139,237263,32737,4639,53,28049.938
1175972,220605,8246,429235,70735,12818,60,28050.250
1127943,161352,6461,389473,50401,8827,61,28051.506
1440351,140734,5182,457069,41502,7023,58,28053.605
1651695,268913,5379,640614,96174,8189,64,28053.988
2042115,276170,9620,933663,105636,18590,70,28055.648
1397370,165681,5553,437017,48503,7780,52,28055.777
2090380,263057,10627,1031020,118882,22589,79,28057.588
1462486,127491,8469,457904,38054,11986,58,28058.650
1312089,215094,6459,463271,66239,9417,61,28067.053
1377937,222097,7561,488158,68839,10915,62,28073.707
929288,186587,4444,373735,64061,6321,63,28074.619
1087561,175327,4138,364059,53198,5977,59,28077.988
1385882,268726,8428,826210,123917,19442,78,28079.469
1600124,300952,10219,678325,107460,15903,68,28085.311
1078931,145813,3076,330268,42894,4247,56,28086.424
2154587,173301,8573,769209,59086,12926,64,28089.535
1311195,119176,4364,406848,35045,5414,57,28090.930
1131369,296390,9417,640270,126206,17453,75,28093.969
1347476,164124,5916,451388,51074,8306,60,28097.406
2808006,389135,14877,963935,123595,20847,63,28102.574
1201897,191403,6115,447021,64385,8720,63,28107.582
1365240,181816,5129,456841,55291,7186,61,28111.287
1463974,126859,6406,460336,37456,9284,56,28111.619
2501051,578284,16949,1310283,237796,32658,82,28116.781
1134408,152230,4229,379299,46560,5909,59,28119.611
1218025,170746,3111,404813,51321,4275,58,28120.012
2383732,158007,7765,793314,50036,10989,62,28121.768
1572180,155380,7638,507410,46429,10798,59,28122.680
1430157,183115,6281,442438,54416,9067,57,28123.305
1201359,125307,5416,388026,37258,7519,59,28125.115
1515210,193043,6316,482785,57878,8685,58,28126.059
1654454,157802,5640,534715,46138,7463,57,28126.170
1391983,189453,6841,464053,57961,10235,60,28127.266
1140428,236290,8430,443497,78309,12669,60,28127.293
1465684,126791,7047,467034,37210,9161,58,28128.020
2237363,395983,14612,840277,126028,22395,66,28129.137
1830450,275544,11096,653591,87933,15747,63,28130.211
1496005,167625,5786,473653,49343,8057,58,28130.852
1214157,146071,4622,388448,43587,7117,56,28131.141
2157568,189625,7360,670805,55482,9564,56,28131.305
1952421,337226,9953,730590,106688,14356,64,28132.184
1594279,285976,7866,580415,92668,12280,63,28133.410
1101925,165265,5575,373602,50564,7668,59,28138.076
1412172,190627,31103,464107,57251,40773,60,28140.445
2438640,347052,9734,808084,107772,13878,62,28142.508
2261360,400801,13849,1021885,161202,25180,71,28142.844
1314505,233145,7173,536279,80770,11597,62,28143.225
1406866,189319,5921,443404,56462,8138,53,28143.396
1065906,80929,2848,326604,23759,3724,56,28146.051
1244451,197865,7178,443679,61032,10302,62,28148.109
1579896,259007,12244,713320,95917,21683,68,28148.342
1641144,220294,9996,546147,67394,13736,59,28148.754
2775204,426950,19012,1110330,149674,29128,70,28149.652
1180956,115498,4260,376140,34304,6376,58,28151.115
2188766,458241,14949,1135710,202203,27973,78,28151.670
2212203,346368,10968,799138,114762,16356,61,28151.961
1888514,356887,11743,870843,125631,21010,65,28152.094
1462062,172939,7165,481884,52192,10704,60,28154.006
1247421,199110,9491,560501,73129,15893,71,28155.158
2006546,231237,11194,727068,74397,16762,65,28158.301
1105494,111340,3605,342424,32783,5095,57,28165.523
1397099,266586,8343,562389,97090,13328,67,28167.926
1337535,174567,7106,439533,52854,10551,60,28172.395
1650147,230837,7913,568149,69396,11174,62,28173.637
1377944,121881,4846,422280,35286,6339,51,28173.682
1315027,231230,9182,660401,95274,17144,74,28175.344
1140865,101724,4014,352690,30137,5764,57,28176.793
1351355,178088,6985,451638,54120,9414,59,28177.055
1173533,267414,8099,530290,97827,13269,69,28179.795
1437192,88799,6033,450207,26246,8881,58,28181.059
1391304,254419,9351,731555,113130,17393,73,28183.232
1246956,142875,4058,393150,42340,5987,56,28184.340
841270,95746,4194,267843,28497,6269,53,28184.514
1738385,335179,13296,838214,132755,22722,74,28190.773
1117386,219798,6329,478213,77709,10121,67,28196.805
1398424,226879,5725,506487,72936,7663,63,28204.475
1814367,309094,11589,765205,115348,19150,69,28207.895
1532983,185095,9324,676871,67728,14392,68,28209.840
3928133,654946,24976,1467959,225905,37605,70,28216.574
1281925,181480,4867,426087,55373,6968,59,28217.469
1239065,154124,5753,398632,46121,8243,56,28217.836
1577218,114852,6246,515636,36991,8281,60,28221.309
1422416,162563,5547,464096,48704,7621,60,28229.906
1570912,268248,8380,709966,105706,14395,70,28233.020
1563769,205715,5735,504383,61439,8267,60,28235.277
1023457,88600,3633,310463,25977,5694,55,28239.273
1358466,198469,4673,453024,60332,6950,60,28242.043
2671059,350799,12656,1040247,122807,20783,68,28243.787
1169124,155091,6595,394248,47083,10101,60,28244.926
1360862,434137,12649,612889,144056,20791,66,28245.115
2429761,266177,9748,816752,86519,14051,62,28247.922
1348634,134063,5411,436078,39673,7689,59,28249.059
779511,84359,1326,228854,24657,1500,53,28251.943
1313544,242654,7915,557335,89122,12555,68,28253.852
1665285,224209,6477,583112,73721,9459,62,28254.689
1314527,196044,5572,469371,64322,8163,56,28254.764
1249613,148717,3920,408272,44800,5940,59,28256.145
946796,109458,2990,295947,32720,3696,56,28256.984
1280528,110081,3694,391662,32311,5790,57,28258.336
1192082,273470,7585,536232,97109,12352,70,28259.150
1655048,232588,5892,630326,79778,9468,64,28259.551
2549952,271226,12464,859518,84254,16864,60,28259.879
1700838,381481,10290,747519,140783,17453,64,28259.990
2157933,239182,13466,747163,73833,18852,58,28260.238
2041663,284562,11291,700350,89936,16692,58,28260.559
1971652,240910,6799,723443,83071,10059,65,28265.129
1127892,244690,7894,473723,86106,11882,67,28265.967
2043792,289047,10713,762454,99708,15628,64,28266.447
2075475,266702,10900,860952,100050,18193,68,28267.184
1263654,141842,5818,408743,43633,7872,52,28267.313
1392701,320112,9938,692138,124508,17625,65,28267.359
1411215,235223,9985,561772,76980,14567,56,28267.445
1801919,212316,6936,633445,70064,10160,64,28269.641
1094768,142138,4267,359312,42809,5667,56,28269.984
1721877,336734,8623,744025,121740,13708,69,28271.500
1472255,161798,4687,466379,48184,6819,59,28272.680
1656199,174597,6520,564949,55116,8781,62,28278.303
1448591,156987,3028,451737,46393,4609,58,28284.922
2142162,251967,7832,805376,88313,12018,66,28291.875
1328574,164001,4629,439005,50160,6577,60,28301.740
1279503,98878,3932,393321,29049,5039,58,28305.100
