DEDA,DEYA,YEDA,YEYA
10.29242752,4.572567925,12.50583006,3.738571958
12.678902,3.571284125,15.63413051,5.012144132
22.31482313,8.114260294,2.506549342,1.667056987
16.3721116,8.000814067,16.32872296,10.48041542
15.30428414,3.553236923,16.93369642,4.01836682
