DEDA,DEYA,YEDA,YEYA
0.918140135,0.699939177,0.864698654,0.578713672
1.123036262,0.675425066,0.962958703,0.642670988
0.974231011,0.725529727,0.257198481,0.590133425
1.117941337,0.888043897,1.087429092,0.517107606
0.985639483,0.65041734,1.058683105,0.62831505
