DEDA,DEYA,YEDA,YEYA,anc_DA,anc_YA
10.29242752,4.572567925,12.50583006,3.738571958,9.871338843,4.85505618
12.678902,3.571284125,15.63413051,5.012144132,15.85868132,13.94339623
22.31482313,8.114260294,2.506549342,1.667056987,22.17473684,9.553191489
16.3721116,8.000814067,16.32872296,10.48041542,9.520337662,8.103448276
15.30428414,3.553236923,16.93369642,4.01836682,9.137612903,9.525
,,,,21.40589873,6.677272727
,,,,,7.473283237
,,,,,8.346946667
,,,,,6.984327869
