DEDA,DEYA,YEDA,YEYA
1.36677985,1.436864233,1.184216039,1.732411724
1.302590201,1.379644094,1.097379796,1.507395763
1.128215551,1.397950724,1.070163256,1.491482138
1.261939195,1.346756053,1.163135371,1.537137116
1.557004569,1.523229248,1.18613838,1.590974924
