T,5w1,5w2,5w3,5w4,5w5,2w1,2w2,LY1,2w3,2w4,2w5,Rw1,Rw2,Rw3,Rw4,Rw5
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.2639623750734863,0.7043731661928737,0.9434523809523809,1.1945623178260856,1.0095061728395063,0.9154248366013071,1.0676561610515964,1.1225020764596596,0.7926093514328808,1.2321817615935262,1.0,1.0065470606629143,0.060661990894549024,0.48838876570583895,0.9721657538207887,0.08552666845349773
4,0.7133587697394078,0.4888932652898129,0.6839826839826839,1.209735512485346,0.5744893378226712,0.33862745098039215,0.5211778709310149,1.0146913899968126,0.38348416289592757,0.19502023031434793,0.3566728474302287,0.5918933708567855,0.04478897502153315,0.040973146095097314,0.10341702166228588,0.0
6,0.08902596608867236,0.8584546357502483,0.09726731601731602,0.2952967943686005,0.0589337822671156,0.04601307189542484,0.10743259328261658,0.6885898703226714,0.16327300150829563,0.048941798941798946,0.09498407264774401,0.2574069731081926,0.09507275132275132,0.05737127371273713,0.34700767826390955,0.00989010989010989
8,0.057440003259585225,0.02610051260974301,0.04126082251082251,0.1895930656248905,0.006172839506172839,0.008392156862745097,0.04924204316099984,0.24290716735726448,0.009351432880844644,0.021495487083722373,0.013543479294442067,0.010849847560975609,0.004192468007874984,0.0040781226903178125,0.009785729391910846,0.0008479406772089699
10,0.012049449653960103,0.008681593999383497,0.008428030303030302,0.03268864409834679,0.003334118967452301,0.004105228758169935,0.004029726232986596,0.0903860937145548,0.000641025641025641,0.0044170557111733585,0.0023712737127371273,0.003188105847404628,0.001924214808662483,0.0011566075388026607,0.0058896686563685565,0.0005294469757884392
12,0.00088438076611894,0.001399236222899613,0.0004951298701298701,0.0034327813270937555,0.0007647586980920315,0.0014098039215686275,0.0013531853231899809,0.020790511214676854,0.0008974358974358974,0.0008068783068783068,0.00182741406361432,0.0011615853658536585,0.0008504014396456258,0.0006174821384577482,0.004398712412545912,0.00024571428571428574
14,0.0003613672213782225,0.00031114041396947177,0.0009523809523809524,0.0013705110280594253,0.00031184062850729517,0.0013341830065359479,0.0009660756611292242,0.005361703407619261,0.0008717571644042232,0.0013127606598194834,0.0014970474967907575,0.0003450349828017511,0.0009035552787006275,0.00045019019462921904,0.001381532189146845,0.00044593942642723127
