T,5w1.1,5w1.2,5w2.1,5w2.2,5w3.1,5w3.2,5w4.1,5w4.2,5w5.1,5w5.2,2w1.1,2w1.2,2w2.1,2w2.2,2w3.1,2w3.2,2w4.1,2w4.2,2w5.1,2w5.2,LY1.1,LY1.2,LY1.3,LY1.5,LY1.6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.7543859649122807,0.65,0.7209302325581395,0.9782608695652174,1.0,0.8414634146341463,0.4578313253012048,1.0,0.38461538461538464,0.8,0.9882352941176471,0.6721311475409836,1.0,0.5806451612903226,0.40476190476190477,0.26229508196721313,0.7380952380952381,0.9495798319327731,0.5058823529411764,1.0,0.5561797752808989,0.6166666666666667,0.6901408450704225,0.8333333333333334,0.7769230769230769
4,1.0,0.85,0.3023255813953488,0.41304347826086957,0.9051724137931034,1.0,1.0,0.9347826086956522,0.5384615384615384,0.76,0.10588235294117647,0.7213114754098361,0.75,0.5806451612903226,0.0,0.0,1.0,1.0,0.3058823529411765,0.25742574257425743,0.6685393258426966,1.0,1.0,1.0,1.0
6,0.05263157894736842,0.1,0.06976744186046512,0.06521739130434782,0.2672413793103448,0.35365853658536583,0.27710843373493976,0.5217391304347826,0.010256410256410255,0.003999999999999999,0.0,0.09836065573770492,0.375,0.12903225806451613,0.0,0.0,0.7738095238095238,0.7983193277310925,0.10588235294117647,0.1485148514851485,0.5337078651685393,0.9083333333333333,0.8380281690140845,0.8240740740740741,0.6230769230769231
8,0.0,0.025,0.0,0.021739130434782608,0.0603448275862069,0.036585365853658534,0.13855421686746988,0.13043478260869565,0.028205128205128206,0.024,0.018823529411764704,0.11475409836065574,0.08035714285714286,0.06451612903225806,0.0,0.0,0.40476190476190477,0.226890756302521,0.01647058823529412,0.01782178217821782,0.15168539325842698,0.31666666666666665,0.2323943661971831,0.19444444444444445,0.2230769230769231
10,0.003508771929824561,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.010869565217391304,0.0020512820512820513,0.00128,0.0017647058823529412,0.014754098360655736,0.0,0.008064516129032258,0.0,0.0,0.03571428571428571,0.01680672268907563,0.0,0.0,0.016853932584269662,0.016666666666666666,0.07042253521126761,0.009259259259259259,0.0
12,0.0003508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002564102564102564,0.0,0.00023529411764705883,0.0016393442622950817,0.003571428571428571,0.016129032258064516,0.0,0.0,0.023809523809523808,0.0,0.0,9.900990099009902e-05,0.0005617977528089887,0.0,0.0,0.0,0.0
14,1.7543859649122806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.564102564102564e-05,8e-05,0.00015294117647058822,0.00045901639344262296,0.0005357142857142857,1.6129032258064517e-05,0.0,0.0,0.00011904761904761905,8.403361344537815e-05,1.1764705882352942e-05,1.9801980198019803e-05,0.0,0.0,0.0,0.0,0.0
16,1.7543859649122807e-06,0.0,0.0,0.0,1.7241379310344828e-05,1.2195121951219513e-05,0.0,0.0,5.128205128205128e-06,0.0,1.8823529411764704e-05,4.9180327868852456e-05,0.0004553571428571429,0.0,0.0,0.0,0.0,0.0,1.176470588235294e-06,2.9702970297029703e-06,0.0,0.0,0.0,0.0,0.0
