5s,LY,5w,Rw,2s,Rs,si,2w
2.5583,2.814,2.0257,8.810766666666668,1.8986333333333334,2.5104,1.7853,1.9320666666666666
2.0488333333333335,,1.9627999999999999,7.860533333333333,1.8087333333333333,2.043266666666667,,1.9225
1.931733333333333,,3.1450333333333336,,2.245833333333333,,,2.1029666666666667
2.4636666666666667,,3.804866666666667,1.8904333333333332,1.7824,1.7691666666666668,,2.352033333333333
2.2200333333333333,,2.3172333333333337,1.8971,2.0604,1.8406,,2.1199999999999997
