T,5w1,5w2,5w3,5w4,5w5,2w1,2w2,LY1,2w3,2w4,2w5,Rw1,Rw2,Rw3,Rw4,Rw5
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,0.5773306928555847,0.9434523809523809,0.9300184162062615,0.9320987654320988,0.9154248366013071,0.9387672721627077,0.920262246412667,0.7926093514328808,0.8935574229691876,1.0,0.8186638388123012,0.060661990894549024,0.48838876570583895,0.9301489470980996,0.08552666845349773
4,0.5710557849956216,0.38889559015893793,0.6839826839826839,0.9496686769414042,0.5421491644113906,0.33862745098039215,0.4418616316147756,0.8488438644688645,0.38348416289592757,0.16035789643941564,0.3566728474302287,0.4424542682926829,0.04478897502153315,0.040973146095097314,0.09902720603454224,0.0
6,0.06802096420935354,0.6232558139534883,0.09726731601731602,0.23008554876962714,0.055608843712654094,0.04601307189542484,0.09008216593218922,0.571334900667533,0.16327300150829563,0.046275465566804154,0.09498407264774401,0.21358032873806998,0.09507275132275132,0.05737127371273713,0.3325839983441805,0.00989010989010989
8,0.04573522015225202,0.021125767764129482,0.04126082251082251,0.14615215644848992,0.006172839506172839,0.008392156862745097,0.039575376494333174,0.20177581366349304,0.009351432880844644,0.01722935368373071,0.013543479294442067,0.008564974372569813,0.004192468007874984,0.0040781226903178125,0.009635221427531065,0.0008479406772089699
10,0.009790893934566497,0.006687856994643797,0.008428030303030302,0.025899142373275976,0.0032115661061055596,0.004105228758169935,0.0034968202500806136,0.07365100425613474,0.000641025641025641,0.0028705823536763785,0.0023712737127371273,0.002359109888653234,0.001924214808662483,0.0011566075388026607,0.005667042292390129,0.0005294469757884392
12,0.0006943768147306535,0.0010958792129643353,0.0004951298701298701,0.002687912559836216,0.000705701883319645,0.0014098039215686275,0.001266433186437844,0.01674929706431825,0.0008974358974358974,0.000780214973128359,0.00182741406361432,0.0008484060180275716,0.0008504014396456258,0.0006174821384577482,0.004206501199702566,0.00024571428571428574
14,0.00026916976761428424,0.00027904498921082853,0.0009523809523809524,0.0011006897953156115,0.0002796292255488175,0.0013341830065359479,0.0008780842081377712,0.004178873828011013,0.0008717571644042232,0.0009901343214451135,0.0014970474967907575,0.00026415252739483915,0.0009035552787006275,0.00045019019462921904,0.0013288230457880093,0.00044593942642723127
