T,5w1.1,5w1.2,5w2.1,5w2.2,5w3.1,5w3.2,5w4.1,5w4.2,5w5.1,5w5.2,2w1.1,2w1.2,2w2.1,2w2.2,2w3.1,2w3.2,2w4.1,2w4.2,2w5.1,2w5.2,Rw1.1,Rw1.2,Rw2.1,Rw2.2,Rw3.1,Rw3.2,Rw4.1,Rw4.2,Rw5.1,Rw5.2,LY1.1,LY1.2,LY1.3,LY1.4,LY1.5,LY1.6
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.855072463768116,0.6376811594202898,0.8488372093023255,0.7380952380952381,0.4411764705882353,0.40476190476190477,0.84472049689441,0.6754966887417219,0.611764705882353,0.8028169014084507,0.7622950819672131,1.0,0.6370370370370371,0.5314285714285715,0.3333333333333333,0.625,0.6262626262626263,0.625,0.5172413793103449,0.7029702970297029,0.7297297297297297,0.5925925925925926,0.6355140186915887,0.6666666666666666,0.8902439024390244,1.0,0.7319587628865979,0.5961538461538461,1.0,1.0,0.7107438016528925,0.725925925925926,0.6778523489932886,0.989010989010989,0.8817204301075269,0.660377358490566
4,0.782608695652174,1.0,1.0,0.8095238095238095,0.39705882352941174,1.0,0.7701863354037267,0.7417218543046358,0.8941176470588236,0.9859154929577465,1.0,0.775,1.0,0.72,0.14035087719298245,0.32142857142857145,0.797979797979798,0.7416666666666667,0.7931034482758621,0.594059405940594,0.7432432432432432,0.7314814814814815,0.34579439252336447,0.3247863247863248,0.5975609756097561,0.9393939393939394,1.0,0.8365384615384616,0.42857142857142855,0.5375,0.8512396694214877,0.7925925925925926,0.5436241610738255,1.0,0.9354838709677419,0.660377358490566
6,1.0,0.8260869565217391,0.7790697674418605,1.0,0.39215686274509803,0.8333333333333334,1.0,0.6291390728476821,1.0,0.5352112676056338,0.5819672131147541,0.8583333333333333,0.9925925925925926,0.5314285714285715,0.0,0.0017857142857142854,0.98989898989899,0.5833333333333334,1.0,1.0,0.6351351351351351,0.49074074074074076,0.07476635514018691,0.11965811965811966,0.8170731707317073,0.6767676767676768,0.9381443298969072,0.9326923076923077,0.3626373626373626,0.275,0.7851239669421488,0.9259259259259259,1.0,0.6483516483516484,0.7419354838709677,0.89937106918239
8,0.927536231884058,0.6086956521739131,0.6162790697674418,0.9285714285714286,1.0,0.5714285714285714,0.968944099378882,1.0,0.9882352941176471,1.0,0.8032786885245902,0.6083333333333333,0.5851851851851851,1.0,0.002807017543859649,8.928571428571429e-05,1.0,1.0,0.6206896551724138,0.9504950495049505,1.0,1.0,0.0,0.0,0.6951219512195121,0.7272727272727273,0.9690721649484536,1.0,0.03076923076923077,0.047499999999999994,0.8016528925619835,1.0,0.5503355704697986,0.5604395604395604,0.5806451612903226,1.0
10,0.3188405797101449,0.3333333333333333,0.36046511627906974,0.5714285714285714,0.4411764705882353,0.39285714285714285,0.8571428571428571,0.7218543046357616,0.15294117647058825,0.2676056338028169,0.27049180327868855,0.15,0.42962962962962964,0.25142857142857145,0.018245614035087718,0.0006964285714285715,0.46464646464646464,0.475,0.3706896551724138,0.5247524752475248,0.5135135135135135,0.17592592592592593,0.0,0.0006837606837606838,0.24390243902439024,0.3939393939393939,0.5463917525773195,0.6057692307692307,0.00879120879120879,0.023749999999999997,0.47107438016528924,0.5259259259259259,0.4563758389261745,0.2857142857142857,0.46236559139784944,0.8867924528301887
12,0.08695652173913043,0.2463768115942029,0.29069767441860467,0.6428571428571429,0.8872549019607843,0.38095238095238093,0.391304347826087,0.3576158940397351,0.27058823529411763,0.39436619718309857,0.1721311475409836,0.06666666666666667,0.3925925925925926,0.4228571428571429,0.002473684210526316,0.0010178571428571428,0.48484848484848486,0.35833333333333334,0.3706896551724138,0.4158415841584158,0.3783783783783784,0.14814814814814814,0.0022429906542056075,0.0003418803418803419,0.35365853658536583,0.43434343434343436,0.35051546391752575,0.375,0.0010989010989010987,0.00875,0.4628099173553719,0.5259259259259259,0.4966442953020134,0.06593406593406594,0.22580645161290322,0.5157232704402516
14,0.07246376811594203,0.0898550724637681,0.13953488372093023,0.5476190476190477,0.37745098039215685,0.3392857142857143,0.08074534161490683,0.3509933774834437,0.08941176470588234,0.3422535211267605,0.09836065573770492,0.075,0.2,0.26285714285714284,0.006842105263157895,0.0010178571428571428,0.5050505050505051,0.24166666666666667,0.28448275862068967,0.26732673267326734,0.12162162162162163,0.046296296296296294,0.004,0.0009401709401709402,0.14634146341463414,0.1111111111111111,0.1134020618556701,0.10576923076923077,0.000989010989010989,0.001375,0.1652892561983471,0.3111111111111111,0.16778523489932887,0.02197802197802198,0.15053763440860216,0.22641509433962265
16,0.04347826086956521,0.03768115942028986,0.08139534883720931,0.35714285714285715,0.3088235294117647,0.08928571428571429,0.06832298136645963,0.2582781456953642,0.03294117647058824,0.08591549295774646,0.03442622950819672,0.043333333333333335,0.11851851851851852,0.16,0.013526315789473685,0.0015,0.12121212121212122,0.18333333333333332,0.16379310344827586,0.26732673267326734,0.04459459459459459,0.05,0.004056074766355141,0.0016495726495726495,0.17073170731707318,0.12121212121212122,0.061855670103092786,0.0673076923076923,0.012747252747252748,0.000625,0.09917355371900827,0.13333333333333333,0.0738255033557047,0.012087912087912088,0.03763440860215053,0.10062893081761007
18,0.0,0.0057971014492753615,0.009302325581395347,0.07142857142857142,0.049019607843137254,0.041666666666666664,0.025465838509316767,0.019867549668874173,0.010588235294117645,0.042253521126760556,0.019672131147540985,0.004166666666666667,0.014814814814814815,0.005714285714285714,0.007842105263157895,0.0013571428571428571,0.04040404040404041,0.06666666666666667,0.0603448275862069,0.1188118811881188,0.02297297297297297,0.027777777777777773,0.002252336448598131,0.005752136752136752,0.06951219512195121,0.05656565656565657,0.0288659793814433,0.03365384615384615,0.02343956043956044,0.0004875,0.03553719008264463,0.014814814814814815,0.023489932885906038,0.0032967032967032967,0.0064516129032258064,0.08176100628930817
20,0.0,0.0014492753623188404,0.0,0.0488095238095238,0.04411764705882353,0.01607142857142857,0.011180124223602483,0.015894039735099338,0.003411764705882353,0.0050704225352112674,0.008196721311475409,0.008333333333333333,0.01037037037037037,0.010285714285714285,0.003157894736842105,0.0024285714285714284,0.024242424242424242,0.04666666666666667,0.03879310344827586,0.14059405940594058,0.014864864864864866,0.019444444444444445,0.0019626168224299067,0.007547008547008547,0.06219512195121951,0.023232323232323233,0.03402061855670103,0.04038461538461539,0.025934065934065935,0.0032625,0.01818181818181818,0.007407407407407407,0.0174496644295302,0.002307692307692308,0.017204301075268814,0.015723270440251572
22,0.004782608695652174,0.0011594202898550724,0.0019767441860465114,0.02619047619047619,0.022058823529411766,0.008928571428571426,0.008074534161490683,0.007947019867549669,0.0025882352941176473,0.009154929577464789,0.0060655737704918035,0.009,0.011703703703703704,0.005085714285714285,0.0007017543859649122,0.0024642857142857144,0.007070707070707071,0.041666666666666664,0.014655172413793102,0.01881188118811881,0.0058108108108108104,0.005555555555555556,0.0014299065420560748,0.0038974358974358976,0.04634146341463414,0.01919191919191919,0.020618556701030924,0.021153846153846155,0.031098901098901097,0.0155875,0.0049586776859504135,0.0037037037037037034,0.006040268456375838,0.003076923076923077,0.005806451612903226,0.006289308176100628
24,0.006072463768115942,0.002971014492753623,0.002,0.016666666666666666,0.003431372549019608,0.008333333333333333,0.009130434782608696,0.003973509933774834,0.0037647058823529413,0.004929577464788733,0.00680327868852459,0.005916666666666666,0.012592592592592593,0.005828571428571429,0.002543859649122807,0.0026964285714285714,0.004747474747474748,0.029999999999999995,0.0017241379310344825,0.00495049504950495,0.0022972972972972973,0.0024074074074074076,0.0014579439252336449,0.0012735042735042734,0.04390243902439024,0.008080808080808079,0.010309278350515462,0.017307692307692305,0.025054945054945054,0.006575,0.006115702479338843,0.009481481481481481,0.007516778523489933,0.004714285714285714,0.005483870967741935,0.003270440251572327
26,0.004478260869565217,0.003115942028985507,0.0020348837209302325,0.003928571428571429,0.004411764705882352,0.005952380952380952,0.009316770186335404,0.0031788079470198675,0.007176470588235294,0.0030985915492957746,0.004918032786885246,0.004666666666666667,0.01162962962962963,0.005542857142857143,0.0012456140350877193,0.001892857142857143,0.006767676767676768,0.024999999999999994,0.0016379310344827587,0.006237623762376238,0.0008108108108108108,0.0010185185185185184,0.0009906542056074767,0.0004957264957264957,0.024390243902439022,0.00909090909090909,0.009690721649484537,0.011538461538461539,0.023516483516483517,0.00125,0.00768595041322314,0.010148148148148147,0.008523489932885906,0.002857142857142857,0.0040860215053763445,0.0011320754716981133
28,0.006405797101449276,0.0042173913043478265,0.002127906976744186,0.002142857142857143,0.0025980392156862743,0.005238095238095238,0.008695652173913044,0.0017880794701986755,0.008705882352941176,0.0025352112676056337,0.005245901639344262,0.0033333333333333335,0.011259259259259259,0.005085714285714285,0.0011754385964912282,0.0012321428571428572,0.00787878787878788,0.020833333333333332,0.0010344827586206897,0.007722772277227723,0.0007162162162162163,0.0006944444444444445,0.0014485981308411215,0.0006837606837606838,0.014634146341463415,0.0044444444444444444,0.008762886597938144,0.009423076923076923,0.02208791208791209,0.002375,0.004545454545454545,0.007925925925925927,0.006644295302013423,0.0007692307692307692,0.001935483870967742,0.0015723270440251573
30,0.006188405797101449,0.005623188405797101,0.005232558139534884,0.002,0.0035294117647058825,0.006071428571428571,0.01832298136645963,0.0038410596026490066,0.015058823529411765,0.0020140845070422534,0.006229508196721312,0.005333333333333333,0.012444444444444444,0.0038857142857142857,0.0007894736842105263,0.0013035714285714287,0.011212121212121211,0.024166666666666663,0.0016379310344827587,0.008217821782178218,0.0007027027027027027,0.0006574074074074074,0.001897196261682243,0.0012564102564102564,0.01426829268292683,0.004141414141414141,0.007835051546391752,0.008076923076923077,0.023846153846153847,0.0015125,0.003471074380165289,0.007333333333333333,0.008791946308724832,0.0011758241758241758,0.0036559139784946237,0.0025534591194968552
