FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
6863953,1338461,95,898585,334731,212,15,9909.130
6346788,1831104,79,2576489,-196981,30,43,9911.660
2645511,248309,-74,343081,61481,4,14,12288.439
4984428,620149,21,3900081,355831,177,95,12288.635
3655021,251828,369,548286,73540,482,17,12289.185
2154176,207309,250,254226,47946,328,13,12289.201
3622009,214139,306,400783,46020,363,12,12289.219
2782074,184095,379,419347,53267,544,17,12289.225
2840935,123747,270,334078,28069,300,13,12289.256
2184401,151289,337,357121,47968,427,19,12289.260
2399157,134014,175,322312,32924,216,14,12289.355
2162697,182792,282,284837,43553,385,14,12289.367
2253067,218201,209,336871,60572,305,16,12289.381
1849988,235282,258,203358,50569,294,12,12289.395
3304833,214009,202,443565,56045,218,15,12289.420
2444030,990321,105,284028,212553,165,12,14872.187
4306943,361165,-23,1182692,166141,11,29,14873.023
4899188,378970,95,1332155,198232,140,32,14873.035
2350163,280079,35,324878,71363,52,15,14873.043
1142712,103673,0,154405,23171,-99,14,14873.056
3010067,192586,-269,433142,53350,-265,16,14873.858
3225011,211220,229,358952,45476,-108,12,14873.878
1444774,207118,-274,178084,47555,-247,13,14873.885
4104590,246751,229,415704,53005,-22,12,14873.939
2386167,247501,229,339073,68850,-259,16,14873.945
3611073,244191,229,491902,67993,-198,16,14873.955
1912085,229687,-281,218436,53361,-233,13,14873.967
2988224,168050,229,345304,38911,25,13,14874.043
868528,169408,229,101678,36583,-18,12,14874.049
2937170,157420,229,305348,33764,-57,12,14874.061
6937003,1311560,143,1751738,652797,342,30,17335.391
3900288,321561,-121,556209,94549,-162,17,17335.643
4173335,558532,93,1052280,185320,54,29,17336.387
1723449,75189,-194,237337,19431,-175,15,17336.846
2597512,158839,-69,363253,41567,-46,15,17337.189
2478544,157579,-55,343887,40798,-29,15,17337.201
2334842,159306,-192,299900,36702,-140,13,17337.215
2123710,113419,-17,274786,27523,-30,14,17337.295
1200992,88696,172,143575,18853,-200,12,17337.355
3669714,314937,52,1.095014E+07,817065,-1351,313,19502.602
1000431,237260,-2,115496,54468,15,13,19502.693
1591451,256924,3817,535321,81708,5166,63,19542.102
1137988,156363,2161,363340,47500,2817,58,19550.180
1613537,216633,3872,530629,65302,5542,61,19566.484
1832330,485133,11352,1137735,227684,23419,84,19715.695
1496013,219638,4531,642152,77847,7249,68,19739.922
3193777,553172,11943,1324730,198403,18540,71,19757.553
1335138,123911,2608,406181,35907,3356,57,19759.803
1308930,161834,2803,418656,48346,3750,59,19763.000
2619806,647982,13074,1606361,328808,27459,84,19767.168
2413128,563180,10262,1469311,263754,21475,82,19768.279
1235134,250762,4998,555656,91422,7766,68,19782.416
1398843,208288,3773,462369,62988,5106,60,19800.322
1947099,487723,9302,1217550,239970,20100,85,19805.283
1076763,116778,2139,341570,35023,2647,58,19831.676
2536770,377841,8347,900849,120066,12328,65,19838.490
990985,118010,2240,307264,34796,2874,57,19840.820
2376215,468168,9919,1125957,196137,18040,75,19842.814
1567147,185419,4415,499280,54387,6065,58,19843.438
1287316,138400,2627,395776,41989,3351,57,19844.424
1597214,127166,3494,516246,37163,5102,60,19847.680
1577696,187751,3762,499330,55657,5238,57,19848.047
2418699,384837,9126,975973,138511,14236,70,19849.689
1553722,185281,3322,494867,55099,4961,59,19857.432
1528334,147794,3209,482077,43571,4531,59,19861.148
1730203,253509,6850,634650,77935,9954,64,19862.416
1382868,122556,2990,424254,35767,4127,58,19864.338
1491021,191262,3409,479459,56792,4706,55,19864.352
1495007,330443,7725,740910,120914,13084,69,19864.729
1004326,130429,2296,310962,38216,3058,57,19866.305
1342177,143267,2795,415199,42101,3890,58,19868.992
2298464,529936,10488,1491777,303512,24825,86,19876.580
1398841,140176,2842,429384,39930,3922,52,19876.914
1472728,173823,3027,460829,51120,4319,58,19887.719
1391551,195700,2952,445398,58540,4153,59,19898.143
1974295,416794,9803,1321494,203963,24545,87,19935.361
1089672,133863,2400,340999,39575,2946,57,19936.324
1503895,192859,3852,498876,57910,5535,61,19940.730
1532277,318561,5794,575423,100363,8596,64,19941.551
1836708,274046,5349,687277,89552,7995,65,19942.582
2101296,511274,9774,762018,157410,13546,63,19945.557
2598851,510955,12250,1208271,193083,20089,71,19945.789
2653552,466415,8798,1080048,167804,14333,71,19948.609
1476144,110586,2983,460655,32404,4406,60,19950.049
1789949,417465,8811,841401,159824,14376,72,19953.129
1655449,432651,6005,796716,170293,11286,73,19957.537
1791897,342793,5460,616571,106987,7225,62,19959.732
2365761,328532,10132,1022458,128595,16752,71,19967.691
2137117,569349,10798,1311406,287781,24051,81,19967.898
2140717,273965,6664,894661,103035,10639,68,19969.525
1548804,266710,5341,545535,82934,7381,62,19971.578
1492003,125890,4440,459754,36636,5851,58,19972.791
1454381,212042,2819,451024,63257,3456,58,19978.568
1248434,174392,3429,413946,52608,4881,60,19979.615
2322314,536054,11533,959319,187989,17711,69,19981.771
932973,148677,2531,312850,44995,3287,59,19983.080
1468614,225184,4743,540879,73602,7046,63,19987.066
1484015,286943,5058,548243,89904,7177,64,19990.729
1206208,141430,1783,366326,41466,2572,56,20003.217
1080821,159924,2870,352120,48359,3873,58,20004.104
1896102,329323,5513,786139,120082,8404,68,20011.508
3189190,599792,12758,1486436,267632,23726,78,20046.195
1565836,269962,4647,631467,95021,6911,66,20051.488
1455934,189410,4261,481465,56734,6545,60,20054.439
746552,111301,1977,232657,33214,3126,54,20062.053
1743684,376349,8138,938897,154814,14912,77,20062.383
1576609,192686,3002,500069,57897,4350,59,20065.707
1539817,185155,3315,495227,55209,4570,60,20068.496
1359060,403938,5955,597735,143717,9567,68,20069.707
1133770,87147,2225,342607,25314,2904,56,20074.797
2254331,562092,10604,1482842,337941,25278,92,20081.705
1294705,195754,3307,432197,59065,4307,60,20154.467
1306550,128883,3426,398893,37497,4605,57,20160.754
1218730,112810,2759,367794,32635,4057,56,20161.842
1433066,378339,8684,777666,159625,16785,77,20167.020
1511521,232423,5175,654725,88055,8591,68,20169.109
1365412,144831,2577,425643,42561,3942,58,20171.738
1770662,376574,7882,773674,139495,12373,70,20172.525
2402131,339675,7107,862554,109127,10947,60,20172.646
1667971,357231,4312,581685,113473,6325,60,20173.238
1328852,170339,3128,432833,50472,4070,59,20174.525
1360036,197482,3992,459747,59969,6237,61,20175.951
2517346,359528,8779,826065,107592,12122,59,20176.061
1788156,303353,5363,712191,107455,8373,65,20176.633
1493487,127996,3064,456602,36549,3941,56,20177.174
1537976,207065,4830,524403,62024,7273,62,20179.186
2480696,337931,9493,884666,109677,13112,64,20181.520
1254628,335988,9535,580198,118766,14709,70,20183.025
1307503,185721,2684,421493,55143,3418,57,20183.631
1390497,255513,3091,430221,75083,4702,58,20185.930
2577437,305610,7905,932953,103375,11279,66,20187.885
1195998,148214,1978,362696,43352,2910,56,20200.895
1197104,170017,2237,385497,50757,2658,58,20203.096
1987149,371458,6423,767602,128576,10036,66,20204.172
1207208,105458,2073,364418,30730,3206,56,20207.039
1172041,155067,2430,366180,45871,3864,57,20208.799
1458326,245074,5677,536705,77067,8023,63,20210.818
2384965,446768,11325,1506363,304471,28637,92,20215.871
1139520,82479,2297,345489,24116,3120,56,20218.295
1223245,160484,2678,384400,47618,3595,57,20226.809
2743287,605301,12529,1364682,249833,21706,74,20237.395
1170774,260841,4765,563485,96070,7658,69,20248.830
1199273,167161,2784,379992,49655,3527,58,20258.469
1761774,274725,5186,717708,93441,8967,67,20269.441
2283538,239487,5751,724382,71394,7873,60,20272.273
1522521,120571,2289,467396,34978,2844,56,20272.879
1193211,168984,3064,379626,50108,3936,59,20277.100
1051301,94928,1829,321385,27653,2351,56,20277.740
1043315,106620,2245,324431,31355,3018,56,20281.727
1084865,194031,4477,439204,63736,6662,64,20283.838
799849,121288,2254,243991,35318,3205,49,20283.863
1198503,311428,5146,580413,114901,8270,71,20286.064
1845501,274568,5850,1005472,144808,11796,77,20287.383
2582781,376140,9303,1065156,147072,14366,66,20287.633
2569634,705696,13518,1472689,337844,27139,83,20288.824
1506250,192551,4691,492755,57314,6556,60,20292.900
2477931,565884,11448,1198812,230619,22014,79,20294.570
1464379,285919,4805,621902,106023,8165,64,20294.932
2199179,499348,11047,1077836,190623,18257,74,20298.889
1851908,433890,7534,774510,150955,11782,68,20301.496
1553532,224161,3364,483066,66731,4892,59,20302.992
1562245,598908,7271,673284,202732,10957,68,20303.951
1307705,182522,3078,419755,53702,4279,56,20304.297
1290325,128570,3055,400649,37437,4039,58,20306.902
1263778,144326,2611,390479,42036,3457,54,20307.121
1482267,214467,4468,482795,64149,6090,55,20307.271
1234569,99764,2756,376711,29208,3889,57,20310.633
1399795,207001,4009,449236,61781,5618,55,20310.762
1455156,196072,3909,521788,60535,6103,62,20317.240
1902745,373063,5828,640606,120471,8695,62,20322.293
1511118,150454,2796,475946,44302,3662,59,20334.969
1513922,144626,2857,466553,42288,3906,58,20388.320
1452426,147190,3019,451108,43379,4202,58,20775.156
1231319,296027,4640,627373,116804,8769,72,20975.664
907514,256702,4503,395154,86959,6712,66,21489.932
857663,49064,1595,271197,14876,2624,56,21550.234
1340784,101621,302,5.149733E+07,433802,-6174,3599,22670.529
6744158,1476948,70,710577,319460,70,12,22671.195
4401077,2446122,364,801345,1020371,511,26,22671.260
5207505,1099221,65,5057934,768780,283,89,22673.057
2752511,2166334,699,472650,679404,1103,19,22673.350
2871641,624458,704,687294,-498304,722,26,22674.900
1256702,108436,0,1580558,23521,-68,124,25021.152
4481097,341104,-91,608067,94814,-20,16,25021.813
4329530,337703,-242,471493,78362,-187,13,25021.854
4490604,328760,-16,1007475,157583,-10,29,25021.859
3771762,359566,-44,484910,94349,19,15,25021.879
4549450,325869,-19,565477,80530,-41,14,25021.898
4621448,331896,-187,1026609,161550,-267,30,25021.910
2881242,382006,7,657751,176632,-20,28,25021.938
4554662,319973,-9,1067462,157994,176,30,25021.969
4480529,296890,-43,604534,78028,-33,15,25021.980
3325185,269652,-213,439465,66640,-149,14,25021.988
3890874,228413,-179,417687,49325,-153,12,25022.020
1997449,222850,34,290739,55042,100,14,25022.027
2768340,170147,-130,685929,80599,-217,29,25022.066
1815026,165808,-116,261433,43021,-58,15,25022.088
2510718,171670,-174,327391,41240,-192,14,25022.719
3853340,508204,-161,481383,119972,-130,14,25022.732
2830087,757219,-46,819361,330816,-206,29,25022.738
4655479,1165490,153,1292595,596811,80,32,25022.750
4989444,1191636,63,1207253,631020,151,33,25022.758
3070932,978486,24,686649,518797,-10,34,25022.770
2852922,727175,-71,406355,195009,-5,16,25022.777
4459198,3272850,126,658172,1019470,286,19,25022.830
1182813,118020,2296,357861,34579,3894,56,25727.432
1699772,348910,8116,726127,124787,12652,68,25727.887
2703141,462739,10475,952896,142390,14168,59,25727.947
2455713,296409,6145,938202,109395,10407,62,25728.145
4014848,961163,23486,2948868,584599,62197,99,25728.545
3162265,519470,14947,1150072,160164,21831,62,25729.023
3478195,833180,15054,1548535,339366,25807,74,25729.777
1952162,426997,7331,935878,179125,14029,73,25730.441
2965531,657081,14438,1745129,331816,30082,90,25730.877
1494360,306074,5274,667666,111125,8602,57,25730.898
1138158,83148,2389,329052,21396,3222,44,25731.031
1109099,145067,3008,359284,43520,4341,58,25732.254
2360619,373455,8168,1195866,152558,15523,71,25732.359
1437523,177386,3579,461279,52842,5385,57,25732.920
2034531,191882,4620,678143,58157,6069,56,25732.986
2024271,330906,10804,971622,145610,18738,70,25733.336
4828631,693655,18971,1871751,229046,29014,65,25733.500
1845395,271859,5608,657595,88568,8107,51,25733.555
1546196,368926,10340,647100,118071,14979,58,25733.809
2254988,457009,13088,1064610,178940,20907,66,25733.975
4528399,1147631,22114,2216844,459255,38454,72,25734.021
1882541,450690,8594,669783,142051,12170,61,25734.926
1037059,104977,1804,308818,30159,3266,54,25735.492
1192083,164870,2557,387228,48931,3376,57,25735.693
1377425,232724,3311,452260,70145,5517,59,25736.547
1745144,225282,4823,572849,67655,7128,59,25736.955
1297552,144670,2806,394152,42138,4366,54,25737.303
1293046,138213,2898,390475,40248,4228,56,25738.055
2009291,392694,9505,1105186,191773,20212,80,25738.277
2138323,824112,12697,1465610,475827,32624,82,25738.475
1961352,352856,10381,1401972,218430,28063,84,25738.895
1663934,454585,8103,757177,186279,14509,61,25738.918
1149700,85586,2677,334353,22819,4036,47,25739.207
2969524,803960,11128,1254619,272361,17277,67,25739.434
1489403,463936,9580,829124,178850,17157,66,25739.488
2037972,281046,5818,760379,92569,8794,58,25739.705
1179675,129715,2028,346017,36700,2416,49,25740.039
1443238,265950,5362,649569,97899,9374,69,25741.012
2156747,816647,9531,968521,281225,15981,71,25741.469
2744297,597553,15416,2054570,422382,40749,96,25741.631
1223345,170582,2672,374922,47933,4063,49,25741.910
2310416,610294,11633,1054677,255938,20712,73,25742.404
1332201,304978,4813,526524,98333,7405,65,25743.176
1949884,225239,8215,692902,68300,11648,61,25743.447
1987330,327657,7511,771323,109295,11329,66,25744.260
3051316,506231,10311,1412778,201878,17659,73,25746.246
2235760,247917,8265,885678,89966,13275,67,25751.623
1239415,338724,4707,610042,129439,8350,72,25753.629
1732815,365313,6889,1016222,186098,14869,81,25754.223
1521109,284443,7092,744389,110505,12339,72,25760.035
1245885,327918,5453,697022,137337,9744,75,25768.961
1407461,271735,3715,506440,85998,5323,62,25778.258
3012068,699772,15048,1927234,416856,35807,89,25799.541
1183348,125558,2252,370286,36881,3045,58,25808.123
1369294,185018,2554,427426,55030,3534,57,25810.654
2798253,431512,9996,1239637,177555,16756,72,25812.125
1504846,256605,5258,522304,78400,7322,59,25812.566
1519163,120222,2906,478898,35316,4170,59,25814.594
2009025,349084,6833,948519,153611,13115,75,25814.980
2122114,502401,9372,971889,192464,15100,69,25815.426
2263105,424583,10023,1097079,167773,16686,70,25815.754
2622597,598480,12647,1186129,232840,22188,71,25816.338
1404042,201447,3443,439961,59970,4836,58,25817.523
986671,118495,1517,290093,33511,1842,50,25817.576
2768240,305016,8377,1272594,130710,15340,74,25818.760
1432812,172257,3296,451386,50763,4353,57,25819.422
1614252,183852,4282,524150,54536,5780,55,25819.492
2619893,653047,16157,1896164,449012,44316,99,25820.520
2480086,450867,11721,1689461,304093,33152,88,25820.660
1992546,521163,10469,1137566,282172,24162,78,25821.012
2039089,244340,5574,723528,79848,8653,56,25821.182
1773456,348948,7858,994785,174080,17883,83,25822.188
5999067,1291384,29832,2619617,490273,49255,76,25822.510
1216555,173401,3574,356594,46729,4980,42,25822.568
1228052,170082,2643,367402,46143,3721,43,25822.598
3372751,652050,15846,1575986,274082,28671,66,25822.691
3003883,674673,16644,2066356,372870,39308,90,25824.443
1354435,238083,4538,444631,69245,5806,50,25824.535
1348988,133976,3255,399365,36581,4112,47,25824.691
1604193,208171,4481,512163,60808,5953,52,25824.826
2206243,364291,6658,758863,114463,9368,59,25825.180
1696296,148353,6581,557412,41800,8513,53,25825.215
1202590,258500,4457,503020,93430,6997,59,25825.420
1413834,183862,3594,445090,53691,4756,54,25825.711
1137342,109400,2583,340199,30810,3590,48,25825.758
1437042,222834,4138,509831,69950,6370,56,25825.928
2319608,483030,10391,1044421,171410,16772,69,25826.383
1348981,261703,3600,403155,75598,4627,48,25826.441
1645523,298773,5506,612269,91603,8043,61,25826.949
2875319,397409,11708,1107611,133335,17343,66,25827.297
1373032,197964,3074,443232,59100,4515,58,25827.871
2045938,645155,7521,850921,219874,11227,68,25828.688
1414008,179892,3476,445996,52343,4330,56,25829.033
3552689,1199444,19886,2640129,612260,51139,92,25829.578
1420564,247496,4736,479632,72390,6692,52,25829.814
2975371,716297,14198,1316501,290454,24315,73,25832.191
1570478,139188,3270,486268,39525,4530,54,25832.523
2064031,319681,5818,699297,100043,8725,62,25833.617
1559022,174125,2708,486437,51294,3531,57,25834.221
1968718,665874,8016,927115,233412,13351,72,25836.035
2112817,366060,9992,972675,155497,18648,76,25837.953
1296094,276910,5690,615276,104201,9956,66,25838.240
1551334,256153,5341,539727,78991,7174,60,25838.852
1125843,168715,2940,369615,51035,4119,59,25841.043
1358442,200379,2972,451641,60736,4465,60,25843.348
2429913,378615,7764,854673,117592,10713,60,25843.461
1191187,137829,3132,381926,40888,4024,54,25843.811
1820722,489968,6002,790383,173434,9778,65,25843.938
3387065,920280,20461,1510169,339217,35227,70,25843.980
2592781,1027845,14472,1748840,544270,38061,87,25844.449
2560093,421019,11391,990733,142708,16436,62,25844.738
1360374,177739,3498,414839,51086,4576,50,25845.012
3492614,778566,14573,1232472,244712,20700,63,25845.340
1428874,244382,6087,671074,95882,9579,70,25846.273
1177051,125768,2386,356768,36579,3525,56,25847.854
1945976,282265,7047,823899,108084,11188,69,25849.164
2474835,430430,11274,1147907,173792,21012,77,25849.689
1660220,260476,6781,604063,80330,9512,63,25850.680
1606834,258316,5226,522865,78028,7375,55,25850.746
2532653,556599,11928,1499198,320682,28533,80,25850.850
2126859,387021,7688,751813,121773,11213,57,25851.184
1485716,211027,3078,487500,63944,4298,61,25853.227
1164331,114030,2302,349748,33157,2685,55,25853.664
1336809,187888,2614,416130,55504,3220,56,25854.043
2489711,292887,7082,918527,100696,11178,66,25855.076
2510112,307781,9685,987636,109781,14863,68,25855.816
1016243,72858,2182,301337,21225,3260,54,25856.748
1606009,152440,3935,511197,44628,5088,56,25856.773
1532362,130273,4000,466453,37090,5259,51,25856.809
1322584,244607,4967,591040,92351,8618,68,25858.910
1141056,169136,2941,371218,50782,4037,59,25860.980
1529124,187548,3394,490322,55948,4312,59,25861.789
1655286,301997,5652,749726,111735,10279,70,25863.877
2225897,247756,7970,757670,76093,11247,62,25866.027
1546996,279685,4812,516115,85439,6686,61,25869.365
2206101,695505,13680,1398982,331034,28165,86,25875.389
1249954,154402,3078,398235,46054,4230,58,25877.012
2159103,242666,7724,1083117,121492,16189,79,25878.852
1457020,259755,5592,522593,81803,8144,63,25882.344
2588882,443290,10261,1421149,203176,21908,82,25887.844
3827178,947604,23216,2754685,600120,60263,107,25888.891
1398831,252118,4949,622424,90278,8257,69,25896.955
1074535,161576,2861,344292,48245,3671,57,25898.551
1670929,474710,9006,1338733,305367,25862,95,25907.008
1740736,417159,8247,749666,151052,13331,69,25909.951
1340568,408086,7234,728028,169757,12674,75,25921.285
1055356,171054,2974,353324,52117,4262,59,25922.449
2067451,652588,11716,1307027,346646,30826,86,25924.523
1454559,212276,4866,560908,69475,7369,58,25924.729
1734081,251821,6929,704328,85239,11115,67,25927.053
2833332,938518,14922,1530162,362765,25493,78,25927.828
1392056,246210,2568,412139,70127,3528,47,25927.906
1906340,322742,4969,693810,106188,7949,63,25929.354
1974624,868082,10694,979484,310127,18073,72,25929.932
2375833,354331,11477,1015184,138183,18761,71,25932.189
1503162,134495,4217,463776,38487,6171,52,25932.367
2221131,460223,11162,1033942,174715,18329,68,25932.547
2499973,441238,7750,877536,140005,10328,63,25933.215
986517,132607,2012,314162,39667,2922,58,25934.660
1107716,149558,3433,349640,44018,5519,54,25934.775
1004756,126277,2401,308563,36633,3490,53,25934.992
2835759,538003,15072,1081796,175776,21640,66,25935.590
3493496,660794,14647,1518799,270031,24910,76,25936.818
1526392,232105,4325,494511,69393,5995,57,25937.453
2709840,380900,11082,1103419,139408,18526,70,25938.244
3150830,870321,15987,2153095,494125,39115,85,25938.488
1315272,187555,2511,426567,55594,3806,56,25939.100
972832,110926,1802,291279,31140,2864,48,25939.131
3627286,556511,11935,1397675,183654,17725,68,25941.266
1319469,129638,2869,403759,37595,4373,52,25941.559
2774633,674540,16952,1516799,292368,30181,77,25944.123
2673973,409587,10226,1076066,148374,16460,65,25944.516
2313806,360991,9088,862151,118122,13193,58,25944.627
1134752,126100,2546,358440,37341,3301,56,25945.477
1260557,309973,4279,638075,118487,6761,69,25945.777
1884415,519277,7901,907015,206551,14346,70,25945.863
1590032,423758,8134,823226,168281,14465,74,25946.553
1242439,167060,2469,370695,47941,3749,49,25946.670
2400977,253099,8565,898470,85699,13202,64,25947.020
1192794,178455,3434,381299,52593,4754,53,25947.266
1337891,122734,2804,415786,36221,4352,59,25948.422
4711887,851618,22340,2026495,317065,36832,72,25948.652
1590735,285920,5394,555863,88461,7447,59,25949.273
1569245,445578,8653,907781,186344,14950,78,25951.105
2510436,545427,10444,896682,170194,14827,64,25952.568
3530831,831121,17204,2118287,399195,34282,87,25955.295
1331843,154755,3064,407753,44999,4878,54,25955.840
1492685,94468,4181,456702,26661,6055,52,25955.918
3064047,405206,9481,1336095,149572,15875,67,25956.234
1394258,142873,3222,428217,40640,4646,48,25956.293
1337651,158814,2501,403798,45190,3282,46,25956.318
1480503,423134,7744,778629,159272,13552,72,25957.066
1235309,118899,2533,379947,34924,3170,57,25958.145
2080212,418835,9221,1061065,175458,16686,74,25958.215
1870316,334690,7560,805267,121750,13952,68,25958.771
1184055,126264,2813,376768,37631,4275,58,25959.619
2270243,630663,8808,932822,213716,13215,69,25961.426
1460151,89902,2637,437334,24313,3610,51,25961.527
2272105,387829,10538,794678,119603,14882,62,25962.012
1447089,201821,3774,473983,59816,5556,56,25962.273
1448945,266892,2655,452834,80385,3856,58,25963.297
1343482,87918,3059,401172,24830,4646,52,25963.389
1113533,148225,2535,359951,44461,3275,58,25964.580
3190129,586437,14565,1361929,215376,22975,71,25967.957
2840572,400939,12219,1588507,217632,25473,80,25968.594
1372488,137865,3460,434706,40711,4397,59,25970.219
2281078,468575,11619,1485551,270382,28009,91,25971.424
1325061,132764,2840,403291,36366,4404,47,25971.441
2565497,550620,12876,1238735,222615,23035,75,25972.281
1495367,442029,7969,963673,211554,17866,81,25972.766
1735606,447094,8771,1394709,287230,26028,93,25973.531
3093297,1001000,18678,2785082,744183,66782,113,25976.352
1587360,237230,3793,514578,71698,4922,61,25979.598
1151852,164172,2714,368482,49063,4042,58,25981.313
1344975,97058,2505,418480,28635,3310,57,25982.086
1312040,270859,4886,597811,99665,7922,71,25983.201
1053930,186436,3813,339095,55806,5839,59,26000.068
2166813,552696,9380,1022273,210175,16022,74,26001.176
2010241,508430,9719,1316950,275205,22033,82,26001.824
1342224,147357,3501,424014,43305,4241,57,26002.461
4595627,1183056,20398,2632643,678084,47122,92,26005.645
2955225,624792,15950,1760658,330460,41526,78,26005.725
1280152,161855,2695,406745,48219,3437,59,26009.275
2281337,613004,12325,1674305,441934,35315,99,26017.635
1811155,520219,11247,1191438,251483,25600,86,26026.799
1292260,151265,4067,406525,43839,6070,55,26027.170
1554800,135846,3555,492001,39980,4646,58,26027.848
2886598,455996,12920,1439691,229272,24643,83,26028.988
1071936,78235,2055,318484,21703,3114,49,26029.217
2169951,378545,7959,934029,136963,13000,71,26030.232
2742005,519431,12197,1213635,204387,20279,68,26030.328
1295823,94965,2138,390969,27639,2692,56,26031.652
4454172,994842,22387,1957251,371132,36895,74,26032.426
1421400,163777,3642,458171,48973,5482,57,26033.115
2576701,665070,11447,1370307,296843,23280,80,26033.414
2336633,467690,9091,1658921,336525,29747,92,26033.553
1711225,190161,4728,541054,55523,6538,51,26033.813
3177105,869769,21083,1715268,404515,44953,88,26035.602
2563974,845069,9121,1084436,283036,14529,71,26037.535
1925572,379698,10428,1063350,206490,21332,76,26037.551
1912447,461291,10114,1011131,205732,19509,74,26037.979
2650529,821295,16011,1471282,359267,30206,78,26038.176
1511187,253284,4782,548735,78002,6223,63,26039.744
1248954,175571,2306,406138,53197,3811,59,26040.840
2650564,593727,12182,1502251,277646,26423,76,26040.986
1785844,436330,10322,960523,193647,19647,71,26041.305
3095929,1055837,16306,2167620,526379,38267,89,26041.893
1128381,141929,2778,341915,38272,3562,46,26042.027
1456107,192325,4251,480993,57876,5613,60,26042.965
2812246,649542,15252,1514681,337568,32719,87,26043.809
1807100,435070,9500,1170279,220902,19979,75,26043.883
1323322,155768,2911,400793,43193,3657,49,26044.139
1342363,89166,2931,408566,25840,4824,58,26045.215
2097370,346539,9274,1076529,150009,18578,78,26045.602
2074960,368290,7124,942860,135769,12370,71,26046.756
1453435,331657,7496,741915,135607,13055,66,26046.816
2777359,494824,11580,1190059,196940,18884,74,26049.109
1238127,291397,5693,500991,93928,8483,62,26049.619
3062493,646100,13163,1769492,299560,25928,80,26050.004
1479876,199737,4831,494937,60433,6581,59,26050.852
2208887,359263,9530,818947,115026,13220,63,26051.324
2570070,741539,13306,1383461,386415,27534,82,26051.904
1252716,107995,2095,382653,31602,3432,56,26053.352
1509901,128570,3299,460555,37295,3966,55,26053.545
1413431,176177,3347,462064,52892,4056,60,26055.133
2632679,354424,10194,963451,120878,14770,64,26055.393
1852732,421107,7521,1003136,197902,15494,80,26056.652
2145893,622400,10381,1057216,247041,18681,74,26058.074
2695096,454998,13501,1067224,149219,20111,61,26058.088
1321313,204431,4565,440274,61262,6478,60,26059.676
1519898,162954,4488,484770,47646,6075,57,26059.996
2429666,482048,9788,1410715,263322,23094,81,26060.191
2427708,401677,11494,1089716,148374,18591,72,26063.479
2151873,442817,7682,930783,161702,12529,67,26063.836
1295763,187858,3835,416383,55902,5817,55,26064.219
1669662,191504,5285,537215,56754,8125,60,26065.023
2717134,320074,10350,1305530,149919,20187,77,26067.303
2174997,353372,7885,1097184,158490,15590,77,26068.633
1196879,166892,3222,389395,50071,3833,59,26070.479
2095952,352924,7471,710577,109513,10082,60,26070.762
870014,59004,1883,256642,16851,2578,52,26071.340
