FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
3813828,328195,148,409461,71473,213,12,907.544
3348873,340253,145,510266,94903,245,16,907.574
3194377,267061,151,329526,57005,172,12,907.587
3225447,242142,135,485793,71091,240,17,907.593
4048571,525916,148,440733,107760,59,12,907.645
4335877,761624,79,498174,164010,141,12,907.651
3093442,752724,215,387055,175845,308,13,907.661
3911864,719184,197,849976,333483,485,28,907.670
4702546,717717,166,516799,156427,121,12,907.697
3262563,714425,23,441669,185651,-9,15,907.703
2421294,745391,129,360652,219563,249,17,907.708
4958899,719682,355,735389,223752,450,18,907.718
1863096,355807,-76,231933,87724,-88,14,907.761
2496275,319556,63,303413,74102,59,13,907.774
3123696,341882,82,432065,89560,12,15,908.402
2599000,231801,108,287479,50077,182,12,908.505
1279841,236925,126,170081,58214,145,14,908.511
3426733,239426,62,564360,81609,206,20,908.531
3942763,439107,79,513502,116178,96,15,3237.245
4224465,458994,53,470117,99735,94,12,3237.255
4440412,530776,-105,504230,123858,-88,13,3237.278
4231160,521875,130,513335,120976,7,13,3237.288
3935005,503682,-173,417527,109581,-108,12,3237.299
2644138,467834,-108,310267,101535,-85,12,3237.311
3777514,423389,118,507449,111529,-224,15,3237.321
2594734,404288,10,318118,99981,104,14,3237.337
3749824,355296,-106,442034,82246,-36,13,3237.358
2990202,360846,118,328065,78458,-188,12,3237.367
3900770,369772,-121,427850,80208,-81,12,3237.385
4138974,372322,-22,476101,80823,19,12,3237.402
2667765,365047,-71,382233,101804,-45,16,3237.414
4165751,356587,63,464449,77302,19,12,3237.425
2614748,293735,23,548472,136169,-16,28,3237.471
4359662,747755,148,1154078,33903,39,30,3238.478
2140603,223676,-68,319985,62372,-3,16,5801.029
3114511,211717,67,361366,49082,109,13,5801.090
1824499,210915,109,260263,55104,200,15,5801.098
1046677,171443,1749,325093,50654,2044,57,5865.042
1126026,160407,3518,406274,49026,4597,59,5865.366
1735910,94476,308,3120406,-446175,1666,262,8403.243
2448785,236282,-6,306138,49025,73,12,10917.329
2114096,178306,-41,242840,40766,8,13,10918.131
2274791,153864,-73,290699,35598,-76,13,10918.162
2139977,174948,-18,280717,45004,58,15,10918.175
1866660,154068,-19,203334,32894,26,12,10918.188
1892524,132517,4,233336,32354,76,14,10918.250
1850206,124122,-32,226582,28583,54,13,10918.263
2042093,151488,-36,292891,39158,-3,15,10918.276
3039696,190209,20,421600,49356,9,15,10918.406
1583093,237724,4325,670323,86230,6714,69,11522.970
1774122,992094,455,1452196,1160076,1484,86,11674.853
3566984,1328487,186,2627651,1501984,588,76,11674.869
2402275,343283,7156,886341,115002,10471,65,11746.270
1292138,242461,3983,441263,74548,5242,60,11747.289
1698917,312508,7191,820229,126324,12184,73,11750.775
1315596,344693,8363,922272,186284,19700,87,11777.665
1135796,171088,2632,375667,51608,3768,59,11782.512
2159498,343724,9153,1274863,207805,20206,85,11861.148
2178603,595462,10698,1662623,390426,30393,94,11870.334
708699,83591,1338,220295,25120,1748,55,11924.171
3212743,924062,17597,1454379,333817,28402,74,11925.754
1015194,148831,2455,329846,44883,3648,58,11988.364
1224309,183453,3585,402797,55312,5097,60,12003.338
1362690,524235,-82,1376139,-1787646,-826,108,13967.335
1011077,56301,96,4155927,-6216279,1010,419,13967.388
1281321,339025,6061,657532,138775,10689,73,14100.493
677582,60329,1509,199824,17342,2202,53,14102.929
1534358,150520,3322,475962,44012,4665,58,14104.526
1346441,229498,3678,443325,68601,5309,58,14105.008
1325833,176766,2650,427504,52706,3900,59,14108.916
3101216,221641,102,458788,65184,234,17,16429.121
1293522,73567,407,9195092,574214,7577,735,18943.430
