FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
1205516,255797,6063,580731,96985,11225,68,26772.217
850872,194244,4162,364796,70810,6817,66,26773.635
900144,208617,4739,404546,77206,8023,68,26781.807
1346249,218594,5015,451993,67324,6582,60,26794.854
1313754,342025,8320,592315,126005,13440,70,26843.188
1369137,198913,3253,417675,57900,4672,57,26845.371
1378580,172290,5362,474698,54793,7880,58,26845.543
1046310,101774,2809,312393,29027,3935,55,26847.535
1266109,167521,4274,417978,49901,6333,59,26848.215
2617121,451977,13132,896238,138008,18549,62,26850.516
876793,206337,4557,384817,70483,7273,59,26850.625
1038263,125177,2102,312350,36100,2461,55,26851.496
1034760,206052,4685,441043,72618,7327,66,26853.631
864606,225889,4464,402667,77637,7451,66,26856.213
1128292,105211,3295,345328,30289,4307,57,26857.395
1241447,135048,3654,382088,38732,5097,56,26858.162
1236442,170800,4107,392378,49555,5765,58,26859.254
1395091,243048,4697,534866,84143,7775,63,26859.900
1658835,140734,5640,529870,42373,7503,58,26861.047
1105960,108672,2658,325015,30943,3654,54,26861.715
1688995,237635,9509,779849,100472,16285,71,26863.674
1587259,328643,9099,672225,117786,13329,66,26864.217
2716570,461286,13675,1245120,203970,24422,71,26864.631
1108540,113527,3418,320466,29924,4511,45,26864.680
1232651,313731,8416,772173,162448,17317,80,26866.555
1413865,205601,3495,434634,59453,4660,54,26866.871
1466987,170486,2703,446475,49479,3467,57,26868.324
1418606,201770,4883,456161,59114,6973,59,26869.594
1280575,168510,3996,405736,49381,5664,56,26869.965
1170154,103405,3410,352216,29701,4855,56,26872.111
1273664,246331,4413,474023,80758,7069,63,26874.516
2074656,311727,8009,888596,123851,14332,69,26875.266
1667486,389878,8254,807551,165650,15406,75,26880.719
915642,121688,2262,280179,35339,2998,55,26881.912
1326296,295626,7165,644753,115971,12345,70,26882.539
2339280,379843,11671,999181,139166,18762,67,26882.793
1337468,200509,3677,424154,58934,4486,59,26884.246
1301881,180206,3750,418126,52806,4911,59,26885.674
1467861,287088,7487,583220,98409,11429,66,26886.520
1289416,175267,4153,426856,52416,5435,60,26891.168
1486322,232585,6332,521274,70781,8531,62,26894.230
1395172,151256,4217,448422,44691,5863,59,26897.523
1802620,322026,9023,731502,113276,14259,68,26899.938
1318306,232254,5041,573774,88021,8629,68,26904.279
768466,81048,1496,227308,23426,2043,53,26909.281
1033696,156389,3297,332615,46177,4319,58,26929.359
1267137,173013,3374,394221,50605,4623,58,26938.844
768209,66503,1747,228731,19377,2564,53,26941.357
1648875,260612,5893,594589,85309,8497,62,26943.309
1487082,142729,4304,463314,42311,5816,57,26944.207
1037299,157494,3733,341790,46698,4963,57,26944.613
1050528,363886,7717,492467,127763,12382,66,26944.844
1059245,184729,3628,389272,60045,5052,60,26945.445
1369833,195419,5668,542042,69715,8906,64,26945.863
1365086,250094,6309,524684,77703,8629,62,26946.639
1433064,173363,4059,444751,49713,5014,54,26946.734
1334371,113342,3740,410319,32661,5244,57,26949.773
1158235,171674,3219,451208,57773,4824,63,26950.205
1603462,225623,4302,595598,76953,6801,63,26951.969
868216,84533,1412,254346,24247,1745,53,26952.576
1852006,309411,8373,605804,93080,11388,59,26953.219
1555856,277412,8476,580410,86183,11576,64,26954.531
1494006,177368,3580,451241,50505,5120,51,26954.574
2892441,437877,11715,1197136,172971,19955,72,26956.299
934669,161699,3446,335414,52039,5143,56,26956.572
1310208,173634,5926,476074,55682,7763,59,26956.859
1435635,325341,8724,542889,102961,11892,63,26958.125
957294,109603,2162,291325,31792,2739,55,26959.160
1572813,212824,5508,503682,61926,7450,58,26959.480
1168789,107886,3291,350929,30404,4303,51,26959.555
1049832,98135,2752,315395,28190,3829,53,26959.957
1402549,244564,4302,503145,79510,6469,62,26961.949
1487957,207373,5397,523031,66666,7247,59,26962.244
1282191,188927,4735,470940,63518,6642,60,26962.570
1192467,168949,2929,357423,48946,3998,54,26963.168
1883112,239174,7178,611917,71031,9646,60,26964.123
919163,108897,2441,274213,31110,3293,51,26964.395
1160042,94803,2719,352213,27686,3819,56,26966.729
1407123,164812,18985,456691,49126,24876,57,26967.000
2638611,466753,14590,876569,140874,20087,57,26967.016
966832,246598,5775,448528,90245,9051,61,26967.230
1329466,153128,3473,400452,43781,4029,56,26967.988
1852971,369526,9118,880713,155797,14633,72,26969.355
1453499,182869,4446,473183,55643,6687,56,26969.727
1696952,211462,5403,515779,61167,7452,57,26970.313
1140946,138132,3328,359390,40573,4197,57,26973.154
961057,108838,2657,289645,31551,3374,54,26973.965
1248780,146704,2945,382269,42533,3947,57,26975.090
961691,202535,5615,434616,71204,8861,64,26975.275
1124857,155480,3635,356218,45175,5397,58,26976.234
1058646,205716,4606,384913,66338,6398,63,26977.613
1281610,203054,3927,406429,60145,5336,57,26978.430
1593720,215127,5796,663372,76974,9223,62,26978.535
1512560,221432,3215,470622,65311,4606,58,26979.900
1386300,200536,4097,441037,59203,5473,58,26980.609
1391415,315339,6586,538000,102181,9730,65,26983.215
1627456,236562,4415,539169,73288,5880,59,26984.158
1192291,102228,2061,352673,29089,3367,53,26984.553
1146789,122357,2126,334688,34437,3224,49,26984.574
1180813,122427,3244,344935,34046,4521,48,26984.590
1628074,204663,5548,536264,62304,8530,55,26984.861
1393276,124306,4433,424400,35142,6270,53,26985.227
1291298,152334,2659,400330,44690,4012,57,26991.336
1403766,223290,4452,437105,65297,6398,55,26991.662
1406353,273489,8925,760734,144067,18281,81,26993.871
1053074,188442,4826,410026,63359,7505,62,26996.219
1385634,175986,4617,521284,59933,6625,63,26998.730
1104491,324871,7196,533974,124500,12002,72,27002.254
1896297,246785,5702,698054,86407,8337,64,27003.641
939904,192207,4347,362911,66413,6415,64,27005.557
1238803,233474,5696,793866,103293,11054,115,27005.813
1409887,177914,3361,436540,51224,4653,52,27006.012
1107850,232754,4830,467666,76607,8003,63,27006.504
858455,94760,2244,256920,27465,3075,54,27013.590
1329812,221262,4585,560004,78410,7245,66,27014.766
1161806,235638,4703,474802,84145,7664,65,27024.859
1796723,170851,5959,595072,52970,8129,60,27034.893
1315252,183075,4562,428076,54069,6331,59,27042.795
1735125,205569,6627,563221,60646,8823,60,27044.965
1381661,141832,3906,438607,41520,5523,58,27046.797
1215582,101566,2841,365851,29404,3684,55,27052.574
1338486,174626,3117,418093,51056,4044,54,27052.609
1024620,216928,4866,469676,79043,8808,67,27054.236
1362008,362114,8442,696156,146707,14477,73,27054.902
2257780,247343,6872,695260,72998,9921,58,27055.412
1198753,130026,4045,366642,37041,5549,50,27055.445
1260599,203785,4506,413964,60222,6771,59,27056.221
2038717,382575,9631,847908,141368,14977,67,27056.670
1262441,93696,3882,381487,25876,5475,50,27056.807
949286,166688,4585,385899,58106,7411,65,27058.363
1239222,192855,4085,420954,59075,5736,59,27058.799
901675,201174,3816,377358,68614,6013,60,27058.988
1796527,179623,5579,565675,53906,8035,59,27059.617
1831523,250937,6034,661869,81250,8366,60,27059.766
1301760,187981,5207,504133,64666,8605,64,27062.088
2199114,406388,9836,892074,144477,14581,69,27065.828
1811213,221609,5643,604556,68540,7893,61,27066.695
1142751,205803,4047,495173,73761,6536,65,27067.344
1934223,237589,8725,780466,81525,12872,67,27068.670
1229326,202275,3597,485845,70901,5049,63,27069.965
2414574,401339,11053,904273,138838,16828,65,27070.297
1242159,211047,4595,439733,65540,6316,52,27070.328
689159,66025,1816,199962,18789,2856,50,27071.014
1323949,198781,4695,485278,64775,6656,62,27072.893
969895,106754,2838,286560,30394,3567,52,27073.734
1635966,145606,6244,516890,43904,7793,57,27074.412
1117499,328811,7493,574472,128028,13176,70,27074.744
1438706,152090,4532,426644,42647,5910,51,27074.813
1312979,288142,7110,533857,99923,11039,67,27076.697
1488089,360703,7788,558885,111974,11055,63,27078.377
996919,143187,1869,299997,41878,1803,55,27079.945
1223101,183086,3177,380849,53326,4290,54,27079.957
1004569,190493,4255,401093,62811,6832,60,27080.174
1026867,209931,4142,431774,72062,6126,64,27084.313
1875512,224251,6520,668182,73642,9791,61,27084.582
951834,105536,1999,281512,30342,2903,52,27085.102
2529400,415226,11662,1091296,159565,18991,71,27085.646
1368102,205914,3675,437118,61190,4577,58,27086.561
2170756,231976,6102,720828,73215,9297,61,27087.795
1127346,268081,6342,596631,119321,12224,73,27088.740
1694133,325950,8194,619109,104041,11199,63,27090.586
1275549,308610,7545,563511,113111,12543,68,27093.023
2179312,291856,7304,695175,88323,10675,61,27094.521
1729558,202937,6758,692712,75707,10309,62,27094.607
1482316,206281,3240,486499,63497,4273,56,27095.063
1373251,262477,7258,535589,87211,10966,63,27095.479
1056555,208824,5123,460696,72625,8631,61,27095.646
1083348,128946,2105,332493,37792,2604,57,27099.377
1269773,181049,3775,404469,54045,5339,58,27099.881
2488225,396125,7787,811864,120180,10522,61,27101.699
2034745,293521,10640,991403,140873,18153,73,27102.354
1538556,206937,3610,466542,59370,5296,50,27102.371
1089899,195425,5475,470077,70650,8822,59,27102.561
1520899,331274,9415,685507,124239,14778,70,27106.215
731921,79223,1817,219604,22999,2492,53,27110.551
804196,67376,2345,238320,19343,2848,52,27110.914
1165471,168365,3276,381089,50184,4803,57,27111.232
1021231,165437,5167,427048,57270,8505,61,27111.291
1327329,219292,4415,437862,65859,6373,59,27113.578
1495708,144281,4898,464362,42114,6396,57,27114.027
1325856,145432,3964,414093,42399,5488,52,27114.111
1452810,133784,3909,451707,38976,5069,59,27115.730
1632288,194966,4740,587359,62669,7214,63,27125.273
968886,215775,6113,366039,67426,8429,62,27132.547
946599,191938,4972,401165,68293,7536,66,27133.420
1432318,451507,7828,588484,149334,11838,67,27136.297
1147069,102998,2533,350914,30144,3270,56,27138.758
1056601,110606,2592,329019,32615,3311,57,27144.998
1152992,235776,43516,513047,90179,70815,68,27151.162
1057412,265187,5179,459987,94471,8133,62,27151.238
1766416,296412,9172,820507,120408,15970,69,27151.617
1804162,234990,6656,1153941,148053,17443,93,27156.279
1309523,205026,5495,439353,60361,7664,51,27156.311
1602305,153502,4053,502381,44677,5457,58,27157.414
1238900,149799,3959,384038,43720,5101,57,27158.076
1538942,313623,8789,852142,149121,16637,76,27160.082
1321543,116293,3661,406895,33454,4923,57,27161.137
1195472,355112,8639,740044,186581,19705,79,27161.234
988789,228485,3995,439468,84812,7176,61,27161.465
1266885,113203,3871,383159,32629,5390,56,27163.127
1504007,133644,3881,859925,67450,10067,74,27163.277
1540900,198367,4532,484037,57806,6378,56,27163.734
1542624,185773,4347,485607,55037,5963,59,27164.658
1687268,183780,6543,539060,54921,8861,58,27165.352
1477891,195092,5421,516847,62453,8838,59,27165.637
1139768,151102,3217,355315,44013,4459,57,27166.844
1600112,230443,6602,662838,82495,10829,67,27168.299
1412514,195689,4299,438227,56780,5860,56,27168.787
1179452,169837,3463,380348,50228,5112,59,27171.383
1310810,193501,4775,515947,65593,7329,64,27172.246
820813,88835,2340,250054,25960,2796,54,27174.371
1329545,146576,4171,412265,42564,5287,58,27177.627
1050610,97268,2430,319758,28479,3428,55,27178.590
1467122,186196,4385,531887,63696,6940,64,27180.277
869436,99154,2082,257621,28337,2841,52,27180.707
1393634,194320,4808,447941,58217,7074,58,27181.355
2191309,476473,13157,955418,184325,21117,70,27181.619
1302540,177341,3950,396824,49266,5363,48,27181.633
1232317,187501,3681,372369,54008,5244,53,27182.102
1515401,186097,4438,475103,54988,6307,55,27182.445
1529821,149147,3771,455863,42225,5209,51,27182.521
1411469,227193,4079,431580,66258,5759,58,27183.949
1214880,194409,4021,425430,60945,5587,62,27187.111
1745727,352107,8066,567462,105821,11141,57,27187.328
1596038,215305,5591,527370,65317,8000,56,27187.529
1621898,202035,5877,480266,57438,7996,50,27187.566
1333127,412851,9753,711982,171476,16069,68,27187.871
1421633,225618,4654,522667,74800,7096,63,27188.867
2087079,349891,8765,720040,108558,12466,60,27189.188
2692852,358118,11191,932604,116616,16256,63,27190.857
948144,92400,3024,282107,26010,3929,48,27191.014
1223143,192959,3664,394363,57574,5533,58,27192.191
842836,212965,4125,372895,73952,7021,65,27193.994
713359,68804,1335,205368,19410,1627,51,27194.637
841694,96862,2367,253207,27914,2765,54,27196.383
1453026,137883,3905,446582,39585,4923,57,27196.754
1662227,149172,4893,510714,43081,6584,59,27198.117
1347285,143614,2489,407539,41253,2859,56,27199.535
1288922,103554,3766,392526,29623,4934,53,27199.605
1013475,203904,5418,418212,74324,8201,63,27199.809
1200975,209994,4837,530838,79143,8210,66,27200.576
1351506,173755,4333,426568,50213,6166,57,27200.980
1784930,266664,6002,586434,83702,8179,61,27202.170
1415252,186005,3876,442544,54576,5375,58,27203.049
1031767,113255,3585,322578,32940,5215,57,27204.412
1187931,173663,4030,403291,53828,5382,60,27207.811
1726359,340487,8995,828207,137465,15282,74,27211.020
2157251,240449,6602,657127,69685,8654,57,27211.441
2493073,465181,11504,1093820,191465,22906,78,27212.795
1437300,299284,7779,937502,158381,18445,83,27214.488
910264,202469,3739,415017,71928,6759,66,27217.869
1349810,180781,6880,443876,53381,9222,60,27219.904
1841353,344726,10169,833517,146319,17320,71,27222.008
1410251,191920,3140,440543,56658,4342,58,27223.305
2178331,325211,11189,951383,127675,18080,69,27227.480
1258452,174320,5055,492069,60378,7743,65,27229.789
1346304,194423,4270,428056,56851,5952,54,27229.842
966770,83361,2015,286518,23922,2910,54,27231.500
1434978,357756,8534,612296,122674,13387,68,27232.102
1336529,192520,3678,430653,57125,5443,59,27232.889
1126862,231506,5448,514757,85977,8739,67,27233.311
2329027,465141,14164,1278080,201862,26881,74,27233.375
1227738,226902,5422,509184,82606,8041,60,27233.813
1532381,241641,4498,477384,71568,5784,58,27241.000
1068983,147597,3762,340638,43454,5190,54,27241.180
858665,69395,2763,250207,19498,3824,49,27241.422
1092838,162674,4297,355446,48708,5983,58,27247.223
2333471,485297,14094,1042480,189441,23593,73,27252.324
1156503,328899,9903,594077,132228,15895,72,27253.670
1252119,191953,4079,400302,56782,5374,58,27261.348
2465504,298608,8159,883450,102515,12216,65,27267.234
1250822,118865,3218,377675,33956,4191,54,27267.883
1104584,193509,3243,368935,58167,4554,59,27270.797
1210324,155675,3582,382447,45654,5394,56,27271.154
1480061,246407,5715,572642,84300,8333,64,27273.543
1478299,350965,8561,685249,142813,15077,72,27276.840
1710715,189668,5643,527752,55243,8191,58,27279.844
1449511,150465,3974,451588,44111,4956,57,27280.531
1278387,182996,4096,401534,53279,5995,56,27280.801
1606566,352925,14648,612515,109317,20289,63,27281.480
2137608,473421,9281,707104,142378,13069,62,27282.898
1458588,223964,3883,451203,65377,5988,58,27284.121
1438126,209913,3585,455016,62269,5301,58,27284.754
1627956,301130,8083,693686,112643,13860,66,27284.934
1174907,144763,3268,353301,41644,4300,56,27286.076
1987147,400640,8930,670820,122285,12115,61,27287.039
1388421,189016,3133,423173,54643,4201,53,27287.289
1305153,321668,8495,600288,114145,13126,64,27287.477
1388996,207912,4206,438644,60824,5556,56,27288.012
1483144,137138,3470,453446,39089,4403,55,27288.266
1278384,147014,5544,410118,43635,7783,58,27289.828
1806351,487624,11132,741189,162697,15976,66,27290.330
1149952,114573,3128,339631,31941,4035,50,27290.535
1318720,178124,3638,402191,51756,5089,54,27290.959
1399390,137523,4661,443968,40153,6288,58,27291.652
1140435,142247,4103,364237,41449,5545,58,27292.510
1266271,144137,3440,381593,40992,5182,55,27292.855
2034158,311262,7465,785140,112646,12044,62,27292.883
2423582,350438,11904,1017233,140473,20397,70,27293.773
1425092,137142,3090,430773,39599,4414,56,27294.594
1036004,111123,2748,305487,31328,3740,51,27294.773
2515113,401056,14884,1465812,222086,32531,83,27295.068
1274832,158409,3915,431387,50081,5818,53,27295.297
1237731,181863,4335,452144,59622,6308,57,27295.588
813509,98125,1895,241804,28357,2682,53,27296.910
1678918,198677,4973,550359,61241,6516,59,27297.520
2058932,503528,10802,1007146,210857,20738,73,27298.283
1662706,372168,10753,818499,149078,18211,72,27299.051
1065066,272933,5788,475240,96618,8532,60,27299.066
1427804,197679,5471,487225,61220,7445,61,27299.996
1240073,161807,4265,457928,54699,6596,57,27300.037
1486362,223994,5065,538886,74714,7859,60,27300.473
1285181,182873,6172,480259,62425,9351,62,27303.455
2095721,246323,8227,657920,72616,10806,60,27304.480
1397105,124681,2776,412838,35139,3831,50,27304.541
1633308,192129,4826,597449,65260,6829,61,27304.973
1548180,133972,6463,478158,38763,8232,57,27306.076
742784,97368,1804,214881,27601,2182,47,27306.090
1500992,236864,5056,540583,77853,7343,62,27306.723
1330569,308354,7860,585828,107296,12641,65,27307.289
1633817,238707,6387,573987,76153,8916,62,27310.883
1472020,223771,5888,533531,69220,8093,62,27312.504
2431476,299599,10881,1106802,154427,21079,79,27322.320
1045761,212543,4573,477185,81663,7982,65,27322.814
798198,75202,1515,235589,21614,2142,53,27324.293
1151101,184058,3259,412372,61166,4351,62,27325.486
1449435,97751,4230,439682,28045,4991,53,27325.574
1017133,98371,3240,326430,29681,3809,54,27325.801
744868,87697,1999,223531,25604,2862,48,27325.992
1135016,211145,4883,426953,69948,6919,57,27326.074
1052276,106023,2255,313861,30274,2449,52,27326.453
1469347,164971,3654,479797,50387,5449,59,27327.145
983596,200809,3924,391701,68720,5949,65,27328.387
1171486,168304,3188,365691,48972,4411,54,27328.570
1514426,206267,4364,504373,64007,5774,59,27329.262
1070052,366147,8892,571876,147355,16545,69,27329.371
926090,166505,3806,365379,55822,5453,55,27329.387
1232528,108269,1837,371192,29656,2468,47,27329.438
1276850,178446,4312,396790,50474,5348,48,27329.455
1608460,110653,5624,499209,32086,7156,55,27330.023
780792,112603,2344,238239,32245,2806,48,27330.090
1194592,90960,2356,355520,25915,3021,51,27330.334
2070759,414088,10875,1135934,211220,22274,75,27330.434
2863594,422870,15220,1676516,217377,31397,82,27331.066
1484368,371265,12206,776825,140826,20522,71,27331.734
856190,73567,1778,250427,20688,2489,51,27332.205
1456584,128440,4785,475630,40063,6602,59,27333.637
1405602,114306,3071,421460,32489,4071,54,27333.844
2275589,279590,11732,885435,99790,17395,62,27333.934
1206861,137575,3950,378816,40265,5776,50,27334.125
1026867,218647,5366,411992,73897,9394,64,27335.303
1074760,242987,4214,502804,90309,7581,67,27336.090
1237790,108417,4134,385339,31259,5576,56,27336.619
1160768,216438,4406,463414,73959,7529,64,27339.441
1236535,174970,3826,399812,52722,5123,57,27340.035
2166691,457772,10863,1024391,184211,17764,71,27341.211
1545875,203928,4015,477963,59644,5534,58,27343.238
792581,59343,2472,233026,17007,3506,53,27345.555
1331601,194666,3971,427329,57450,5461,58,27349.316
1388661,124179,4398,425014,35509,5917,56,27349.762
891741,214831,5005,393314,74635,7602,65,27354.750
977951,174962,4262,415510,60329,7129,65,27357.563
928180,100988,1818,271883,28690,2093,53,27358.246
1151339,202408,4331,407871,63744,6491,58,27358.336
1735869,180205,4843,581641,56046,6789,58,27358.602
1634168,132354,3454,483484,37524,4518,53,27358.895
1841528,260324,7801,680132,85539,11582,63,27359.582
1485449,239245,4133,474105,70235,5577,58,27362.938
1249658,344165,7873,629800,135987,14029,71,27366.242
1524786,142481,5366,476769,41606,7222,58,27367.666
810361,84890,2005,236739,24137,3025,50,27367.928
