FSC-H,SSC-H,FITC-H,FSC-A,SSC-A,FITC-A,Width,Time
1264650,199726,3124,494218,67952,4924,64,14436.014
1420512,133145,2875,447729,39628,3977,58,14437.072
1981861,375286,9216,618055,112019,12092,59,14439.305
1152685,99633,2081,345048,28890,2980,56,14440.840
2860636,517610,14174,1688151,339772,34950,88,14443.553
1288237,124480,2511,392608,36047,3124,56,14447.345
2323630,392770,7777,827834,125032,11226,65,14450.620
1340846,249653,4408,584547,97390,7769,68,14457.170
1013098,127694,1717,305279,37367,2206,55,14458.974
1306172,150470,2857,397887,43652,3425,57,14785.973
2057052,302918,5573,723005,100508,9130,63,14899.843
1456060,186533,3431,466603,56962,4818,59,14920.762
1393520,310372,266,272656,-43458,299,20,16046.463
1710293,144087,7569,699167,22902,11734,62,16066.383
2066344,282169,7482,929084,92937,12690,129,16070.400
2758094,545276,12490,1138233,185550,19398,70,16122.912
1784659,558660,7264,865311,212829,12084,74,16162.027
958323,130936,2266,311704,40739,3026,57,16162.721
801160,147892,3275,316778,50936,4616,63,17040.672
639931,78928,1276,196328,23550,1778,53,17341.262
983140,207421,3300,497659,88889,6993,73,17489.234
5012097,1611967,-80,514882,350685,-44,12,18575.688
2210722,174285,20,266235,36899,41,12,18575.990
1663993,336040,3218,2839176,88152,7972,18450,19506.018
979304,118888,2669,309033,38528,3596,65,19507.100
995218,114245,826,305910,38092,977,59,19507.352
1283016,242495,5602,896632,382917,65057,2397,19508.643
720903,116289,2591,296755,44761,3673,67,19509.857
1468012,305662,4597,620946,112443,7780,71,19510.705
1332727,139650,2624,413466,45601,3245,61,19512.477
977510,74637,50834,297320,25272,67590,54,19512.729
987634,124260,2027,303973,40831,2889,54,19512.898
1210571,158933,2332,375199,49942,3273,60,19514.648
970621,157065,2432,363098,54379,3684,61,19514.805
1391377,275907,6303,617328,114974,11669,70,19514.916
2901901,459854,9790,1028654,156790,14586,67,19515.992
752012,174900,3406,293959,60289,5763,53,19516.018
1468659,124684,3481,468142,39688,4832,59,19516.566
2246599,507007,10069,966118,198547,16650,71,19517.313
1462522,204613,2867,461846,63796,4314,59,19517.918
1071975,137890,1489,340231,43108,2030,59,19522.758
2264082,307853,4595,754429,98363,7008,61,19522.959
833988,168511,2464,347784,59475,3903,65,19524.480
1141106,133311,3169,360513,40768,4710,58,19525.053
1516629,331663,6880,806480,152602,13212,77,19526.125
2429524,296764,6284,928496,107665,9772,68,19527.148
954748,111854,1504,286515,33186,2210,55,19533.447
1336429,341327,5549,679606,137580,9211,73,19545.969
2955045,722393,14200,1306565,277251,23771,71,19546.627
1156345,144987,2317,355608,42633,3107,57,19664.641
1072437,215598,4181,484940,78004,6665,67,19665.338
2446330,542568,8275,901801,176294,12587,65,19665.930
1169652,151186,2368,365517,45030,3356,57,19667.139
1413138,161836,3310,478023,50871,4955,60,19667.734
960497,111034,2492,298094,32851,3308,56,19668.439
959229,120255,1787,286668,34772,2303,54,19671.361
970118,54804,1227,286780,15893,1897,52,19671.648
2326510,304252,7161,857272,105836,11399,64,19672.475
881882,107816,1002,267051,31641,1359,54,19675.131
939673,87230,2231,280630,25499,2880,54,19681.502
847696,83720,1582,256943,24720,1924,55,19694.801
2241982,359216,7407,1064966,152355,13268,73,19733.865
1832668,537129,8465,757658,189374,13925,69,19735.008
1558279,245673,2956,493643,74666,4111,58,19744.264
1711640,283813,4556,552068,87321,6308,60,19746.193
816878,88833,1553,246855,25977,2003,54,19751.145
1419872,296899,3981,601943,109550,6051,67,19752.506
1145172,100706,2373,354795,29811,2732,56,19755.432
1009245,91501,2057,305110,26784,2694,56,19758.363
1222103,172994,2365,375152,50982,3125,57,19761.859
706141,56908,1418,208052,16218,2339,50,19762.107
1287649,171344,2843,425259,54123,4476,59,19765.400
2508374,424433,7910,869378,137168,11763,64,19765.908
978391,115213,2192,292484,32399,3360,49,19766.045
926225,85376,1608,273445,24312,1968,49,19766.277
1155454,120065,2678,357064,35254,3511,57,19767.529
912071,71704,1501,269755,20788,1911,55,19769.904
2759152,880791,14151,1315857,342814,25774,78,19772.176
1503246,210986,4023,454796,61281,5422,54,19772.643
949761,121357,1760,290962,35545,2640,56,19775.385
2788249,923538,15087,1494088,383058,29453,85,19776.740
2210675,384310,7103,860168,131043,10518,66,19777.697
1739170,327597,8678,946680,170226,17782,79,19808.820
1121210,134286,2712,347556,39297,3838,56,19812.672
591460,72975,1456,178184,21344,2112,52,19836.506
1285521,337889,6080,555291,118582,8866,67,19838.814
1165559,118097,2183,357984,34559,2853,56,19840.686
1216395,125890,2291,377058,36922,3679,56,19841.158
1627826,353689,7581,1084633,200377,18768,83,19843.674
1457875,253711,2996,450489,76383,4302,57,19849.650
1780267,238513,4142,558660,70623,5551,59,19851.379
1664038,190449,3545,505792,56044,5084,57,19852.078
1179910,97532,2813,369479,28817,3971,54,19852.266
2092420,358390,8312,887890,141728,15690,71,19852.875
1164822,168759,3933,374524,51985,6350,58,19854.564
848821,85348,2075,258324,25202,2948,55,19855.928
900831,110552,1034,272508,32039,1290,54,19856.281
1080579,124998,1708,328347,36383,2672,56,19857.975
2065737,382801,9610,1048079,170735,17746,75,19858.350
670702,82368,1230,187986,22479,1618,43,19858.484
1441855,287992,4848,693724,114548,8985,67,19858.662
1511356,246913,4691,674197,94405,8723,61,19858.736
1393875,402714,8460,964109,236042,20057,92,19860.498
1642844,312522,6794,745826,135381,10645,69,19860.729
1056794,128372,2176,317919,35748,3640,48,19860.855
1574999,355672,5526,627999,120176,8595,58,19860.889
797611,126892,2919,262253,37546,4374,46,19860.938
915015,86888,2273,281999,25789,2785,50,19861.283
1066269,119069,2125,319754,33852,2544,50,19861.436
2141735,392517,9009,847600,144209,14493,72,19863.502
973665,124206,1785,295873,36242,2528,55,19864.482
1399222,200661,3879,439415,59595,5935,55,19864.664
1044149,104743,2330,309450,30020,3934,54,19865.359
2945138,537777,14041,1305215,210236,23160,70,19865.402
1072578,101042,2230,322899,29076,2868,55,19866.143
1372868,243085,4007,610871,98644,8023,68,19866.480
644901,67660,1521,185581,18810,2152,46,19866.639
834279,137264,2078,271695,42267,2741,58,19868.170
1084295,104070,2045,330483,30246,3155,56,19871.631
960444,142477,3536,356403,47559,5292,60,19871.818
920883,95259,2109,276369,27712,3535,55,19874.941
1880336,292964,10884,835992,119980,18047,71,19880.061
1090928,145773,2637,325011,41571,3767,51,19880.369
1251763,158243,3300,395367,46381,4453,58,19881.451
1035551,56391,1824,306220,16245,2393,54,19882.520
1098577,97935,2279,332385,28594,3067,56,19883.482
2722574,403426,9285,1131900,169915,16295,75,19886.115
1121409,91148,2092,338764,26690,2364,56,19890.102
845220,91484,1158,250713,26591,1604,53,19893.023
910961,190921,3750,361496,64401,5828,61,19893.295
1008904,129654,1657,306732,37900,2295,56,19896.941
928115,165891,3138,389804,57740,5229,65,19899.691
2105199,509420,11000,1130854,223974,19966,79,19902.643
1165326,144922,3014,368164,43167,4292,57,19905.547
1379487,208524,4297,545222,72704,6691,65,19907.393
1376708,232115,3490,540038,79545,5764,65,19926.357
2027219,432450,7710,979405,176602,14095,75,19926.924
822932,175076,2671,316008,58909,4316,62,19941.910
1089187,114483,1544,328685,33052,1877,56,19952.377
878310,78168,1449,258602,22507,1754,54,19958.795
3525836,850110,14244,1437771,303635,22893,72,19959.623
1394283,209035,3991,449542,63767,5931,59,19962.125
803160,86516,1530,239291,25030,2126,53,19962.635
1207278,183014,1802,360424,52881,2357,52,19962.727
1214854,177166,2736,365377,51520,3678,54,19963.092
1303949,208601,3177,483125,68877,5087,64,19964.557
1040630,109115,2178,317735,31780,2764,57,19967.922
759718,131073,2666,274322,42641,4057,57,19968.121
1197499,128700,2064,365664,37491,2963,56,19969.117
2462548,434676,8315,881936,141124,12414,64,19970.717
2609954,362261,11033,1011085,131986,16248,68,19975.512
1178692,115150,2383,343979,31991,3231,48,19975.602
946409,207969,3630,383786,70277,5385,56,19975.756
992903,196038,4765,369981,62843,6209,56,19976.021
1787821,308118,5384,682806,104932,7778,65,19977.393
702347,75317,1260,205470,21535,1702,50,19977.846
1182872,135773,2031,370810,40117,3314,58,19979.930
2470421,362425,7697,1309062,185986,17663,80,19981.633
1204443,325127,5247,682867,134665,10808,76,19982.799
982476,85617,2100,295364,24797,2830,55,19984.705
1104160,239575,3500,415191,79518,5497,64,19987.090
1884943,320901,10354,813506,123804,16937,70,19988.467
1332273,172783,3183,422138,52937,4544,58,19992.063
916820,113345,1551,275287,32656,2076,51,19992.248
1900737,252565,3930,591505,74833,5446,59,19995.641
1369073,202682,3580,477639,65092,5104,58,19995.803
1074599,121482,1644,321185,35179,2086,55,20013.643
1086099,121305,3220,337371,35646,4241,57,20015.793
1087294,335907,9801,654053,155260,17693,77,20056.070
1272580,112482,2710,384329,32699,3582,56,20426.260
2063335,566515,-181,276778,157928,-149,16,22261.064
4064390,512680,87,460038,119343,133,13,22261.070
3404655,473912,-73,484993,139257,-132,17,22261.094
2534977,428314,255,342411,120047,358,16,22261.121
2748993,422459,310,309816,91592,293,12,22261.131
3758353,384988,219,873300,178072,258,28,22261.164
1830322,335549,39,193253,72791,53,12,22261.182
2601873,311009,-214,396194,94031,-210,18,22261.193
2644179,230290,141,284849,49294,77,12,22261.273
2600648,508591,41,313376,117288,77,13,22261.289
4476156,578660,288,606176,160216,376,16,22261.299
4184197,617575,103,1058056,295308,235,29,22261.307
2770956,414389,136,386246,101040,225,14,22261.326
2663747,260575,249,355993,62597,248,14,22261.338
1984219,306934,-202,231137,71264,-131,13,22262.199
1636607,215416,150,185028,46661,-154,12,22262.340
1444552,82172,90,164407,17102,-9,12,22262.645
1433392,471107,23,193610,114265,109,14,22263.238
3374024,1125037,102,494910,311605,165,16,22263.277
3301055,297793,166,431630,77620,259,15,24646.748
1081962,246880,-38,127463,51602,-24,12,24647.305
4017150,795655,-93,1095062,398152,-131,31,24647.328
4706905,849978,185,1342586,436039,294,31,24647.340
2673642,265768,-136,357183,69608,-116,15,24647.977
1735582,167083,215,213107,38168,-116,13,24648.064
2462263,169528,-105,421617,59669,-52,21,24648.141
1294844,115952,-34,167795,28131,27,14,24648.322
1235384,117267,-130,146137,25218,-88,12,24648.342
4104667,1013245,994,4598087,-539725,1077,90,24648.889
1126953,118015,3278,542700,27486,5666,81,26922.775
1091007,128632,1537,336194,39219,2022,57,26943.422
1176063,151368,2224,379925,47529,4122,58,26944.365
1064912,75766,2510,320634,22435,3485,51,26944.404
772487,90035,1035,226164,26717,1313,51,26944.746
863927,50870,16671,261397,15773,22946,53,26945.250
964617,216397,4278,420227,78298,6869,68,26946.980
2139288,213583,5609,656000,63411,7961,59,26948.344
876269,95269,1981,263071,28158,3063,55,26949.824
1641185,422138,11102,942605,196052,21846,81,26950.219
1129892,119316,2284,341608,34610,2933,54,26950.713
2456634,537475,12078,1071172,205327,19674,71,26951.859
3345055,660253,13980,1759450,328095,29186,83,26953.789
995819,96630,1592,305733,28845,2190,56,26955.941
1137293,97216,1747,339577,28055,2203,56,26962.363
1353848,310640,5250,631963,108803,8567,69,26963.135
2008685,312718,7231,770062,108705,11648,62,26963.371
950668,120030,2658,309791,36275,3244,48,26963.389
962760,129677,2119,281706,35744,2877,45,26963.461
2028779,275104,6443,768374,93072,9411,58,26963.594
1145266,193649,3191,439160,64028,5561,56,26963.844
3250894,1050836,15550,1714913,443516,29848,76,26963.955
793830,92755,1619,224391,24915,2475,44,26964.326
2323265,542287,10665,1074074,234659,20351,79,26964.932
2857557,536693,14460,1196260,194891,22448,68,26965.088
1690999,311312,6818,1001606,133270,15305,89,26965.391
495156,72901,1572,149476,21129,2377,47,26965.809
1000134,99645,2229,314554,30033,3622,55,26966.014
1432060,250522,6253,548202,86243,9062,66,26966.494
637439,84653,1163,212899,26449,1332,53,26966.762
1188173,205709,3379,416256,67362,5108,58,26966.836
1277403,136528,1937,421838,42455,2726,53,26966.854
1608036,175543,3635,535307,55408,5372,60,26967.348
897049,185890,5660,465921,76762,10551,68,26967.508
1437525,318416,6653,545526,107879,10696,59,26967.570
1363972,344567,6923,765469,168728,11998,70,26967.746
1403735,231192,4398,567450,80999,6901,68,26968.773
1044704,112592,2483,321304,32771,3112,56,26969.182
940453,82970,1465,295899,25361,1871,56,26970.146
1297321,162835,2287,395963,47697,2953,57,26978.492
994488,140500,2060,303461,41107,3048,56,26980.238
1175816,164354,2249,370257,49385,3208,58,26984.965
991371,80262,1534,305079,24062,2087,56,26987.762
2171592,259101,6455,859075,98892,9776,67,26988.227
1074495,224314,4090,587741,99536,8279,75,27010.389
1119357,169244,1665,344451,50059,2679,54,27010.662
1701125,394146,7286,842344,184141,14892,81,27069.570
858793,77523,1961,262910,23066,2940,55,27082.102
988471,105829,2217,304370,31395,2689,55,27084.547
1843719,362050,5967,896557,142904,11242,72,27093.420
1927821,224961,5586,688471,73115,8365,60,27093.688
1975402,367684,7769,895375,145447,12894,73,27114.725
1096950,137744,1886,338169,40568,2653,57,27151.104
2361879,314153,5500,801946,101712,7755,62,27161.730
1579953,311220,6880,710811,114609,11082,62,27161.746
1965737,233084,8437,621266,69902,11045,60,27164.938
1101176,106799,2918,337698,31556,4584,56,27172.152
1380057,108218,3057,424786,31463,4691,58,27172.770
1771651,332827,7307,778454,129650,11619,69,27175.242
961578,110444,2209,296840,32327,3061,56,27176.389
1478983,300968,5619,695207,120420,9728,70,27180.531
1939123,514601,8929,854761,189992,16028,74,27182.066
901588,107966,1554,265901,31092,2242,53,27182.887
1004278,99078,1927,302340,28697,2823,55,27183.344
2316404,246502,6596,788256,79288,9627,62,27183.889
2014695,263448,5514,649996,80863,7980,61,27185.418
2823926,438816,10328,1458652,218316,21303,81,27186.221
2248602,308410,8261,937334,116859,13416,71,27188.551
1781166,339085,8075,1008049,154064,16215,79,27190.375
1150738,120574,1315,346687,35067,1885,53,27190.822
1018015,134354,2191,312028,39279,2756,56,27191.699
1225028,130560,2427,374208,37996,3388,55,27192.137
929995,98981,1821,280276,28957,2441,55,27195.875
1022222,99664,2169,310212,29153,3664,55,27197.119
933635,108560,1612,283404,31813,1947,55,27199.211
1815757,292867,5534,592435,89472,7726,61,27200.881
1113159,151940,2349,353985,45466,3253,58,27202.184
1208488,157321,2820,389862,47192,4269,59,27203.508
1279540,162721,3308,419709,50550,5167,57,27203.760
1438731,292175,6361,705455,112118,10486,72,27204.938
1099427,84208,1731,334913,24654,2187,57,27208.738
1472874,334894,5233,617867,125045,8508,68,27209.238
832155,66402,1980,251200,19380,2894,54,27210.516
1942781,461721,5768,669794,147611,8469,61,27210.607
2765713,547533,13462,1340300,222136,23713,76,27211.594
2834990,415821,8711,1136816,149148,13562,71,27218.029
1159685,140689,2833,354486,41229,3880,56,27219.646
1170232,140841,3373,377326,41967,5215,58,27223.904
808465,71217,1440,242126,20843,1989,53,27224.996
1836592,346652,9122,1256640,184714,19737,83,27227.391
2293232,497239,9266,1134183,204295,16327,76,27230.359
1060855,117233,2200,328205,34517,3130,56,27231.670
2582568,478170,8425,1171621,199777,14864,75,27243.098
536112,69116,1372,161723,20409,2201,52,27248.160
1006991,98396,1659,306453,28964,2877,56,27262.795
1318211,234536,3546,497661,78537,5204,64,27263.623
1849933,292214,5060,622603,91919,7363,62,27265.848
1900495,368110,7849,838253,155177,14091,71,27267.242
1226788,141251,2679,380303,41754,3980,57,27268.975
1629680,215264,3992,501534,63837,5682,56,27269.215
1393296,293326,5725,555365,103697,8927,65,27270.156
1777897,340970,6688,933091,145107,12288,73,27271.152
963760,151708,2362,332517,47676,3898,60,27273.750
1647584,284900,5280,554548,88938,7538,61,27277.340
1185817,148016,2450,378071,44395,3632,58,27279.340
904979,122266,2036,281845,35850,2877,52,27279.402
1303035,378409,8045,721317,163633,14751,76,27281.281
1149745,130120,1779,353461,37461,2548,52,27281.482
1013676,113123,2003,312347,33084,2296,55,27282.098
1307000,171792,4154,467804,55853,5948,62,27283.133
1280541,168907,2956,409090,51287,4359,58,27285.262
2028486,326238,6423,791460,120231,9718,66,27285.598
1988947,196684,4418,644154,60833,6737,61,27288.020
1034155,86390,2017,322158,25645,2917,56,27289.613
2715336,551810,15169,1317280,229601,25952,79,27290.582
4560974,918036,18329,2090370,370186,32449,77,27291.994
1004011,112406,1749,306278,32798,2173,55,27292.836
924029,101375,1030,279805,30031,1191,54,27293.691
1164921,119769,2043,357836,35000,3418,57,27295.023
2258271,497818,12828,1247065,228747,22983,80,27295.922
1563804,347573,5816,727489,134915,10148,70,27298.613
741753,67367,1100,222340,19926,1942,53,27299.803
1955625,315368,6735,779057,116820,11340,67,27304.133
929627,231491,5478,448666,83478,9160,69,27307.059
1161565,105247,2280,356375,30928,3330,56,27308.793
1548964,347703,7331,775148,149550,12950,75,27309.354
1261145,276794,6078,573712,111351,9954,71,27311.316
1078948,123944,1788,337825,36825,2596,58,27312.676
969222,104388,3630,313366,31304,5258,55,27312.836
1039991,122369,3581,359632,38557,5049,60,27315.871
2178272,370416,10745,957525,150157,17713,72,27316.508
835299,89220,3600,267491,27005,4986,56,27321.578
895748,168195,2676,324986,54594,4276,61,27323.240
1161341,115007,2168,359406,33781,2780,57,27327.703
1135954,158370,2609,354941,46734,3547,57,27328.617
874710,143674,1710,280854,43397,2834,57,27338.068
1544650,168250,4042,512258,52306,5651,60,27339.359
1163166,305128,6912,625665,149212,13507,77,27340.361
1756762,275102,6038,774223,111179,10913,65,27340.381
1851386,354572,4191,734366,134561,6566,68,27342.727
1072490,222430,5048,535069,89184,8214,71,27344.912
938162,105920,1815,285568,31052,2301,55,27349.164
1102574,114862,1826,332865,33432,2554,55,27357.695
1259939,197348,2473,388888,57868,3024,57,27372.178
1266949,157998,3784,437785,50612,6013,62,27377.346
2307168,421630,9797,997424,156495,15879,70,27377.809
1744422,396366,8174,917549,170527,15118,75,27379.598
835520,97948,2085,253847,28680,2766,55,27380.793
1541651,381808,9088,953308,192150,18375,79,27381.547
2132017,318164,8866,1081724,164020,17442,75,27381.855
960756,119208,1933,292286,33955,2636,49,27382.074
1163684,155685,2235,362167,46144,3443,57,27390.115
861792,78799,1743,260678,23047,2209,56,27392.934
858910,172490,2642,333287,57006,3936,62,27394.424
3119167,385160,9877,1237384,145976,15298,69,27395.699
1160009,209883,3660,426792,68866,5036,59,27396.176
1341105,228419,3762,492998,76306,6116,62,27396.729
1092968,125803,1932,334067,36838,2789,56,27398.293
838006,107940,1436,256241,31562,2029,55,27403.484
846671,95807,1899,257869,28038,2857,54,27403.996
1093326,167507,3334,396172,55734,5297,58,27404.100
3434447,749310,13539,1565086,309198,23402,75,27406.871
1759249,309126,4433,643671,101226,7112,56,27406.930
1561618,292913,5299,684170,109016,9361,60,27407.061
1775127,429742,7557,1036848,208778,17852,81,27410.914
885903,151684,3076,324941,50103,4698,62,27414.064
2185845,288829,6995,866475,113213,11070,69,27415.504
1006725,134491,1738,308964,39430,2515,56,27417.535
2563522,348872,8357,1128472,151384,13866,73,27421.852
2669612,400492,8694,857587,121897,11677,60,27422.410
1130507,230407,4063,482448,85280,6867,68,27425.332
1267296,155336,2346,419320,48249,3596,59,27426.336
1093490,152519,2797,338743,45000,4164,56,27431.377
932838,113898,1908,288877,33837,2417,56,27436.762
1616635,531415,9486,811772,202062,16261,74,27441.480
2063240,418008,9760,971713,179515,18200,70,27441.586
1369242,245266,3208,550379,86280,5182,66,27453.066
715546,64447,1255,215823,18818,1600,54,27463.559
1178877,242573,3866,581727,103199,6397,72,27464.555
764487,85388,1582,235018,25313,2206,55,27474.336
1106096,288564,6089,593698,121736,10774,74,27483.602
691971,51036,1289,205497,14582,1870,50,27483.980
2319322,569664,8828,1387490,257921,15970,82,27485.057
3079147,635324,18314,1634777,294599,34468,81,27486.238
1066073,93251,1321,319412,27220,1688,55,27487.535
3191724,797660,16184,1435506,315889,26810,76,27489.875
607471,50039,1167,178727,14574,1527,51,27497.992
892922,128321,1976,313275,41280,2852,59,27498.625
638445,62801,1601,188949,18191,2153,52,27499.551
1206698,145513,2512,372021,42745,3382,56,27499.973
1003908,105620,1777,301982,30736,2053,55,27501.057
1008996,110939,1537,299923,32042,2019,54,27501.668
1008950,78503,3049,310451,23212,4443,56,27503.090
2743803,609713,12316,1216824,235941,20405,71,27503.148
851624,89706,1509,255544,26280,1845,54,27505.656
3129373,372997,10258,1153379,129499,15673,69,27506.813
1181773,150550,2264,363801,43601,2594,50,27506.984
1782517,280798,5723,621746,91831,7900,55,27506.994
1197871,126609,2636,367880,37091,4120,57,27513.357
1377799,287965,4338,521326,91193,6779,64,27516.949
1807056,360036,7577,842240,154076,14427,74,27553.445
1024570,100740,2004,338871,32220,2978,58,28009.162
1826850,389435,10694,697990,131732,15669,65,28274.549
914369,188944,3789,401012,69558,6537,66,28275.529
864370,89355,1487,272330,26995,2261,57,28678.121
1547006,172545,7292,824702,40014,11127,2153,29103.172
3167778,351068,9736,1161165,100791,13800,66,29104.348
1405676,174902,5557,566001,53261,8263,66,29104.768
841043,58353,1974,249262,11083,2690,48,29104.809
1782124,219494,1733,561722,72480,2461,87,29105.875
1065666,109506,3574,333121,36564,5331,57,29106.053
1027070,116449,3944,338257,40521,5667,57,29106.238
870964,115511,1237,270403,39426,1491,59,29107.172
1012430,84588,1289,313175,29712,1436,57,29107.406
1545493,365625,7747,893593,201305,18742,86,29107.600
892541,95956,1537,282986,33438,2499,60,29108.383
891738,103020,1582,282023,35130,1631,59,29108.732
1644566,667171,9707,822652,273631,16596,76,29109.875
1510659,241629,4885,595748,88453,7432,67,29110.393
1108379,210000,3738,501768,83172,6653,71,29110.891
1399020,396991,7156,716990,162751,13332,77,29115.621
1173823,148865,2707,379175,48053,3947,60,29116.664
1055954,111214,1457,332047,35763,2273,59,29119.527
1285937,101474,2835,406111,31727,3788,59,29121.174
1445805,291116,5206,619283,108602,8735,69,29121.859
1641315,480539,9135,781111,180753,16480,74,29127.813
1233667,107589,2390,375053,31646,2985,57,29130.418
1861087,312570,8597,677525,106261,13060,62,29130.551
604724,45258,1555,175645,12828,2001,51,29142.725
605876,69740,1087,175822,19910,1666,50,29146.785
1411705,154811,3354,433547,44776,4428,58,29150.910
1452061,229567,4278,527817,75047,6014,61,29151.254
786270,81430,1523,230777,23465,2135,52,29152.236
992989,145322,3720,299139,41873,5098,53,29152.574
2330868,517886,10169,883263,175037,15689,66,29153.426
919712,157277,2545,299374,48724,3827,58,29160.367
1207323,148422,2392,368526,44092,3271,57,29161.359
2660912,417199,10587,953594,137497,15391,66,29161.996
821913,90004,1885,241044,25441,2395,47,29162.152
1047052,62065,2133,323404,18466,2493,53,29162.529
1722398,131266,3723,537333,39463,6459,57,29162.883
1886120,246056,4895,624085,76479,7048,57,29162.984
1602467,287056,6978,725999,120835,13746,65,29163.039
1049566,98787,2103,299629,26938,3306,44,29163.109
1877240,294858,5879,813258,114620,10622,61,29163.176
1057513,108417,2823,327595,31722,4632,55,29163.828
1096595,226515,4778,496289,83026,6988,64,29163.994
1434113,265195,7819,796492,127314,14704,70,29164.113
828621,87407,2117,252237,25965,2693,49,29164.391
1012445,121697,1288,302772,35032,1907,52,29164.691
1911461,346448,6109,835795,131684,9736,70,29166.324
1265810,145943,3143,391762,42375,3716,52,29166.449
953683,66506,1150,285459,18894,1586,48,29166.574
838863,79161,1139,249657,23184,1821,54,29170.881
1392974,304742,5149,582353,109510,8201,67,29172.092
1004137,231085,3369,453014,82775,5408,68,29195.504
1588064,240785,4397,640887,90247,7593,69,29212.207
1719279,321587,7512,909024,163784,14445,77,29256.715
2432267,622878,11936,1459915,293758,26363,82,29259.301
898479,136885,1942,285759,40520,3045,57,29269.783
630614,76599,1409,191950,22514,1976,53,29271.094
1965524,390274,6662,1011862,178121,14313,81,29274.633
803125,89237,1223,241793,26208,1913,54,29276.129
1289797,212913,3578,518761,78126,6101,67,29277.773
909534,140183,2131,300685,43696,2985,59,29280.041
835200,72392,1901,248065,21001,2434,53,29282.980
1240641,100097,2382,378179,29000,3252,57,29284.963
4518910,1143988,23079,2243295,464908,42979,78,29286.455
1090354,95205,1928,329084,27971,2802,55,29287.656
960180,94818,2020,289092,27887,3046,55,29289.848
1389890,160387,2660,431797,47201,3436,57,29291.975
1065265,161672,1890,372331,49871,2747,61,29296.807
873303,107433,2350,263137,28572,3368,44,29300.586
1189471,168841,3168,377155,50076,4594,58,29301.826
1221116,135128,3690,440498,46124,5690,59,29302.043
1308453,211806,3736,581318,84620,6830,69,29302.420
1260682,86525,2305,388071,25195,3675,54,29302.775
1039742,124420,1716,316369,36302,2337,53,29303.094
