DEDA,DEYA,YEDA,YEYA
8.918927536,4.39113282,8.397498634,3.630613464
10.90535825,4.237341292,9.36179894,4.031855568
9.478431372,4.551677489,2.500945804,3.702256335
10.8631422,5.571225086,10.55555555,3.244122141
9.574434964,4.080453021,10.26863605,3.941792269
