Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.05491575759611463,0.02542509836580996,0.016949558313773205,0.0,0.03809984623227038,0.025317807984289786,0.0772584831371316,-0.00638979809877101,0.04725288485054551,0.0,0.06971463261536104,0.0,0.030174703122213032,0.028927636906179426,0.026787315963649982,0.0,0.05296553557991272,0.06642547598170562,0.06759329113252825,0.0,0.11368695843438013,0.02565809661419951,0.08635756853221103,-0.006309169193264721,0.04706751085798573,0.0458095360312942,0.06263557099148505,0.0,0.09038406146826915,0.030459207484708654,0.07410797215372183,0.02162246401316571,0.06346035391722576,0.03822121282019767,0.024451095864164118,0.0,0.01719240054037277,0.01749315744751712,0.04652001563489291,0.0,0.027587956518828963,-0.029413885206293226,0.033825096153644096,0.0,0.07361181734324616,0.030930300691358558,0.010752791776261915,0.0
30,0.10697211955216794,0.03375847992495424,0.021142436573809164,0.0,0.07480121308269834,0.07013182377408242,0.15242802651581194,-0.00638979809877101,0.1098664775785322,0.0,0.11255479129185336,0.0,0.055333262758368015,0.049089610196523574,0.08247622182423842,0.0,0.11452342857934604,0.11165931780585435,0.14310084364067344,0.0,0.1912006384350847,0.04713863613095895,0.13205972201306632,-0.006309169193264721,0.08834916983128974,0.055710607014005854,0.11142573516091688,0.0,0.12197842688648619,0.0696799206379898,0.14679770552199956,0.03753791931906524,0.13826156699992428,0.09097177820572659,0.06701071028296009,0.0,0.05619455834364207,0.034685557987889894,0.10536051565782635,0.0,0.058840500022933395,-0.059719234701622194,0.06654339077661169,0.0,0.14217448878054273,0.0460439385014068,0.016086137751624444,-0.006557400546159052
45,0.1701510211736993,0.029600469776290682,0.029475818132953465,0.0,0.11886120287672902,0.12440871062852076,0.19957480494151414,-0.00638979809877101,0.17422434656133534,0.0,0.1474236169426774,0.006514681021193672,0.09192271019065999,0.06493152566218158,0.16251892949777494,0.0,0.19685971523998178,0.13112465259395759,0.19333296912700665,0.0,0.2449770352158888,0.07162965613925465,0.16418420881683615,-0.006309169193264721,0.14202931929491341,0.0872283673344108,0.1676388800014696,0.0,0.13623044959368769,0.09811785595852322,0.22143268691058016,0.04800921918636066,0.22452191128433102,0.15970111035790746,0.12107793155323592,0.0,0.08315036833217038,0.06269859421556398,0.15641568645811044,0.0,0.09763846956391586,-0.08044536521873909,0.11676314775563801,0.0,0.18058393689541388,0.06093255099515752,0.026668247082161273,-0.006557400546159052
60,0.2199125307327632,0.05021975697902635,0.05406722127027579,0.0,0.17338204175514602,0.17229999833293563,0.2382893171222045,-0.00638979809877101,0.2346895423112707,0.0,0.159807676142399,0.006514681021193672,0.12142337458735808,0.09778472184936876,0.2543264787508976,0.0,0.2729294339767427,0.15493530128767624,0.24390554276263893,0.0,0.2809706378637941,0.09440968447107456,0.1953087523207657,-0.006309169193264721,0.20939485112248954,0.1361321743245799,0.2208595762063792,0.0,0.177806876439428,0.1526768402089578,0.29725152346793154,0.05320403606346467,0.3240805043260496,0.24116205681688804,0.1929905131435222,0.0,0.1299121342402097,0.08994823666293938,0.21783849908451647,0.0,0.14310084364067344,-0.09097177820572663,0.16263360182173522,0.0,0.22036190835233305,0.08044536521873907,0.02139118998131756,-0.006557400546159052
75,0.3096171493180367,0.06239029259928158,0.08594242980072463,0.0,0.21730127568998148,0.22825865198098,0.287682072451781,-0.00638979809877101,0.29651392431960955,0.0,0.18412498379310532,0.012987195526811112,0.17242592903973078,0.1424017873381755,0.363888681262424,0.0,0.36708086509984905,0.19189100781010546,0.3101549283038396,0.0,0.32057977595883996,0.12654541373536948,0.2301775779715897,-0.006309169193264721,0.29368809651199285,0.18708450149850728,0.27428474287995963,0.012820688429061469,0.23068262848737575,0.2252032842772203,0.3765613619258153,0.06351340572232593,0.42368884706461596,0.32590328527197865,0.28271928310965194,0.0,0.1842464852035391,0.13205972201306632,0.2916424736678778,0.0,0.19812454513690603,-0.07522342123758752,0.21392689620928584,0.0,0.25861793950786977,0.09006082391818113,0.026668247082161273,-0.006557400546159052
90,0.41082705124954977,0.06641444289900689,0.1393902642441376,0.0,0.29252469692756916,0.278020161540044,0.3347495833097666,-0.00638979809877101,0.3387737336094922,0.0,0.21371294097860147,0.012987195526811112,0.22794600542536164,0.19723426596357002,0.47957308026188616,0.006514681021193672,0.44779224548302127,0.23407262184640015,0.3794896217049038,0.0,0.36334163529692165,0.1713290163623427,0.28178235032459276,-0.006309169193264721,0.3879089515898626,0.23762157049486282,0.33047930122360164,0.0,0.28700616840441995,0.3118716669228941,0.46625730428611406,0.06351340572232593,0.5080631910700806,0.4297000789536221,0.3888257891041995,0.006514681021193672,0.24033595185458262,0.17246926035094298,0.3677247801253175,0.0,0.255707767819267,-0.08569472110488284,0.26623819077729655,0.0,0.30574707984941996,0.13222163474245913,0.016086137751624444,-0.006557400546159052
105,0.4904583209415571,0.0902250915927255,0.20763936477824438,0.0,0.35570359854910055,0.32542240043462795,0.37694993780014313,-0.00638979809877101,0.3859205120351941,0.0,0.24527940694643574,0.019418085857101516,0.2821965951751097,0.2589719665693495,0.570544858467613,0.006514681021193672,0.5099884533529272,0.28079024641385963,0.4398327516123722,0.0,0.40657931435156797,0.21319322046104167,0.33507069469592443,-0.006309169193264721,0.46143286843641435,0.2857270376159776,0.3810893021100197,0.0,0.3422470361150968,0.38111607909787787,0.5460937626034487,0.06862850638909636,0.5916107613405226,0.5185876291014799,0.5028732955754956,0.0,0.3020295208599226,0.21605969642580458,0.4519851237430572,0.0,0.3118628706489956,-0.08044536521873909,0.3275862146818072,0.0,0.3483066942682158,0.16382697415779032,0.005390848634876373,-0.006557400546159052
120,0.6177977433181586,0.13245785521599848,0.2844717968215327,0.0,0.4215168171186723,0.3853205420156968,0.4305820927159384,-0.012820688429061434,0.4516918256033979,0.0,0.30290851978307226,0.019418085857101516,0.3399049127957564,0.31099315132022815,0.6277032723075614,0.006514681021193672,0.5661692817508708,0.3352941489137822,0.4881938233057934,0.0,0.456535412194869,0.2543351637922169,0.38566248081198456,-0.006309169193264721,0.5322805587672501,0.3372160075740576,0.43419912742396816,0.0,0.4018549958840647,0.45572694288905263,0.6107869747460463,0.06862850638909636,0.6775082866754906,0.6049544685244843,0.618658328569206,0.006514681021193672,0.3641613019669287,0.2623642644674909,0.5359053081630142,0.0,0.3666483537565792,-0.07002860436048348,0.38850248088858513,0.0,0.4054651081081644,0.19446394361968003,0.0,-0.006557400546159052
135,0.736546496094501,0.17658266012493662,0.3736245022525056,0.0,0.49220676156278076,0.44731221804366467,0.48643417064183153,-0.012820688429061434,0.5249193868418502,0.0,0.3674470409206434,0.02580788395587272,0.4047354473680206,0.3792689198721827,0.6840562088586933,0.006514681021193672,0.6327840308328548,0.39811213380290555,0.5525982152767762,0.0,0.5141645250315053,0.30120409778375506,0.4401506660960544,-0.006309169193264721,0.6050399130496785,0.40719971392037263,0.5077791629178255,0.0,0.468313011767828,0.5402843309171158,0.678076927638947,0.06862850638909636,0.7566075344771711,0.6822656803724111,0.7151798955598277,0.006514681021193672,0.44141978510406027,0.3022808718729335,0.6218841605384546,0.0,0.4292666155744903,-0.04951506452738044,0.4473874144944278,0.0,0.4639087039782391,0.22836549529536143,-0.010869672236903879,-0.006557400546159052
150,0.8801620077856495,0.232541313772981,0.46088094724973366,0.0,0.5526568176111193,0.5082582282607447,0.5486551936390401,-0.012820688429061434,0.5877866649021192,0.0,0.4280716627370782,0.02580788395587272,0.4724623109924468,0.45122249262887837,0.7609326869741802,0.006514681021193672,0.7035531017210621,0.47103331871375165,0.626274936076154,0.0,0.5818231735053202,0.3494708387535893,0.4977999807488347,-0.006309169193264721,0.6810258200276005,0.47907692545141034,0.5784487362685147,0.0,0.5479651707154475,0.648343903544107,0.7572849803938172,0.06862850638909636,0.84037741754263,0.7519876805828787,0.8031996421014734,0.006514681021193672,0.5131350936146533,0.34066511488124884,0.7114963192281419,0.0,0.4824549266367751,-0.024451095864164194,0.5126588048476517,0.0,0.5294020093389261,0.25305810788573285,-0.016349138001529526,-0.006557400546159052
165,1.002764329877982,0.2951647369744525,0.5386403119488677,0.0,0.6253671654982031,0.5801603171670549,0.6137735930184332,-0.012820688429061434,0.6486221015185335,0.0,0.49407969185400946,0.03215711163453144,0.5448146989636744,0.5170952367795861,0.8382068886859517,0.012987195526811112,0.7869347106601131,0.5389965007326871,0.7001158498760387,0.0,0.6399157303370656,0.3988425673476708,0.556810737007814,-0.006309169193264721,0.7535355353935919,0.5431112872639595,0.650422235893604,0.0,0.6332824051222536,0.7482990006350252,0.8362480242006187,0.06862850638909636,0.9162907318741551,0.8285707213365059,0.8922414766414853,0.006514681021193672,0.5992810443278542,0.38165445941444576,0.8126923312097281,0.0,0.5343235950332945,-0.009708814126960938,0.5752207860043127,0.0,0.5947071077466929,0.28899011711179623,-0.027398974188114503,-0.006557400546159052
180,1.111963621842974,0.3660727063975037,0.6200249157309826,0.0,0.6955714241714518,0.6494721170572837,0.6728625093884395,-0.012820688429061434,0.7138981246649843,0.0,0.5642466168952512,0.03846628082779614,0.6099082690787433,0.5824147029002287,0.9081125854302627,0.012987195526811112,0.8656578667896406,0.6131044728864089,0.7721134618647436,0.0,0.7080852176688119,0.4411252885070485,0.6157154404271291,-0.006309169193264721,0.8246685222564437,0.6089726849055151,0.7231119692618817,0.0,0.7079026461258646,0.830216123102912,0.9128660709927908,0.06862850638909636,0.9919738175647915,0.8997037081993577,0.9833014421571153,0.006514681021193672,0.6815191425648264,0.4287219702724316,0.8938178760220965,0.0,0.5836340505776271,0.019139340210697506,0.6425779117862606,0.0,0.6578078141146366,0.31988060413113467,-0.03857227478623973,-0.006557400546159052
